name,pop_diff_past,aware_diff_past,201902人気度,201902知名度,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5,weightedPV1_past,weightedPV2_past,weightedPV3_past,weightedPV4_past,weightedPV5_past,allPV
村上佳菜子,-7.3,-9.4,21.1,76.5,11,9089,9,63.0,-2.6000000000000014,1.4000000000000057,13.8,67.1,11.2,68.5,3.0,24.0,4.0,2.0,28.0,16.0,6.0,44.0,0.0,6.099815985662554e-05,4.441441158374558,106289.67603616898,12.821219487228278,9010.073309421963,21166.33507759744,3740.1175137501828,204.11811055560256,13151.116502438466,45688,1941.4302906939313,2548.8452229618133,89009.77336048534,185698.89434804986,5573.341572501905,388.84628710047537,85682.7866157295,527814.0
村上信五,1.2,11.3,20.4,74.2,8,13057,25,114.0,3.5,1.9000000000000057,21.6,85.5,25.1,87.4,12.0,96.0,16.0,8.0,82.0,24.0,24.0,106.0,2.6914167753506152e-08,7.0469878274421e-05,9.44167867572384,180360.36319551963,20.603554988997775,18701.73406531791,45053.94347911235,12667.18604443099,1500.8899222924645,30357.285090193116,92521,2717.0645677713887,5481.878004582856,141423.98878980067,292970.93113681383,8935.440032390943,844.6339323392785,132545.44780640476,846441.0
村上知子,-8,-2.9,19.3,94.2,9,6462,0,0.0,7.599999999999998,2.5,11.3,91.3,18.9,93.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.093710339797875e-08,8.83928799408303e-06,0,0,0,8210.259282322048,19379.851337634784,4087.165473267826,308.0031080045909,12266.679748505101,41492,925.6887610078356,1304.9399377151803,58256.08298674924,121952.305913043,5371.373075917963,756.1361346750678,57308.26463761587,344371.0
村上虹郎,0.7,1.6,5.5,36.3,10,175686,17,52.0,2.1000000000000005,3.8999999999999986,6.2,37.9,8.3,41.8,10.0,48.0,10.0,5.0,32.0,8.0,15.0,40.0,9.386669734872864e-08,0.00027150497218964226,4.543429581293799,104373.71390989664,10.415473609470636,109638.2949569687,261105.20251892493,69075.6404668488,5502.783676286177,169229.6137992388,549429,33743.77532612202,44214.85872656483,434227.79207730765,940815.9135446895,51693.57938188249,3365.7932908876023,483262.2345400556,2449671.0
東山紀之,2.5,-1.6,20.2,92.6,8,28422,25,104.0,-3.8000000000000007,1.2000000000000028,22.7,91.0,18.9,92.2,-5.0,-54.0,9.0,15.0,26.0,75.0,24.0,101.0,1.3987786498402328e-07,0.001525454030370675,9.717649641273239,203376.2876950507,21.61874693480893,34125.626625787416,81838.75970847727,22496.93526461898,1752.2304021168452,53739.5098574969,169448,4705.3244965306485,7766.121656222525,316100.45614848996,658043.2731873121,24239.509198554628,2092.932371936801,302289.4712026448,1879379.0
東野幸治,1.6,0,14.3,94,6,17889,10,110.0,0.0,2.299999999999997,15.9,94.0,15.9,96.3,2.0,33.0,4.0,2.0,57.0,34.0,6.0,91.0,2.991217762265436e-07,0.0012546447932539283,9.43507642632224,232030.05586517503,24.189619283063443,24929.860549325833,59576.530948264095,16048.698208929933,1331.9621020642667,38931.73893247261,124439,3348.3903792119136,5265.518037407217,248507.01160717622,517039.13584775303,16821.831311353122,2341.8129514578786,237840.394466474,1479519.0
松たか子,4.8,-0.5,32,90.4,2,8720,6,191.0,-1.0,0.0,36.8,89.9,35.8,89.9,0.0,14.0,2.0,3.0,60.0,60.0,5.0,120.0,2.71010956919493e-07,0.0014233434959638124,15.889064459659533,417666.3234605947,35.88751985864099,45214.1047779187,107192.02934266963,23248.492402197888,2535.9871620664203,69219.10900798856,227557,1652.001219279411,2114.1662734481934,451763.3664280902,950216.6774789735,36110.88534642849,2404.3264351271073,449358.6809911083,2648788.0
松下奈緒,-2.6,-5.9,26,85,5,30230,8,64.0,-2.6999999999999993,0.9000000000000057,23.4,79.1,20.7,80.0,4.0,38.0,3.0,1.0,32.0,12.0,4.0,44.0,2.3019472212599666e-08,0.0008673176489339197,5.657995576228174,138624.3936992552,13.978247859040225,34031.46151791818,84099.39552753203,33601.81932445888,3589.3609611596125,59852.216014672704,163598,8207.956211385357,17142.932980725876,333957.12097100203,697835.0936246258,14447.227385783837,1185.0836720464147,323308.5402567417,1973972.0
松下由樹,1.5,-5.6,25,85.1,8,17733,12,48.0,-3.1000000000000014,-1.5999999999999943,26.5,79.5,23.4,77.9,11.0,34.0,8.0,1.0,24.0,5.0,9.0,29.0,7.12536242122839e-09,0.00020910958476791908,4.530256901992822,73342.38219207694,8.999282070625357,28013.57895668283,66335.87543448749,13564.02757917862,1951.847096386262,43178.34491357369,141241,3496.925981990777,6467.998469311609,239069.4425569153,498522.6415145545,21080.435274700656,1864.9552885560875,230434.24340766462,1420359.0
松井愛莉,-0.5,-3.3,5.1,32,5,37280,5,70.0,-0.5,-2.1999999999999993,4.6,28.7,4.1,26.5,6.0,64.0,4.0,0.0,50.0,8.0,4.0,58.0,1.1395616945991553e-08,3.811332773451705e-05,5.617582500495461,127931.8906510032,12.62427027113989,26936.102152812175,64215.63260376563,14384.737526084706,1106.5056626083715,41512.616079813306,134335,7743.18667531458,12687.20594778551,240734.25519423446,500932.9512668518,14536.181373971904,1190.7332030298219,229481.44581537426,1431817.0
松井玲奈,-1.2,1.3,7.4,52.2,8,45698,10,110.0,-0.20000000000000018,1.2000000000000028,6.2,53.5,6.0,54.7,15.0,149.0,9.0,0.0,92.0,9.0,9.0,101.0,8.431953646687783e-09,0.0002352634235933523,8.543978736679376,184698.4632816986,19.72048353399699,38409.600762433205,89338.26113881615,14162.251196699219,1502.5729252513916,55064.02473550643,197533,8008.944092364398,10000.433374055703,311588.83749331505,647449.1301550432,24184.337289387488,1982.9688105373846,295685.75259491056,1857672.0
松坂慶子,-7.4,-11.8,20.5,79.8,8,48894,17,68.0,0.7000000000000011,0.09999999999999432,13.1,68.0,13.8,68.1,12.0,38.0,9.0,2.0,36.0,9.0,11.0,45.0,5.039807872738318e-10,3.6017985430979165e-05,6.018683395367499,132166.6780382786,11.328199207281328,44236.837985410966,103502.29530641204,16519.644524565938,1441.4530879374024,64246.76946501208,225542,9835.303521930491,13054.175131208345,193040.15454424708,402296.7736786294,14259.60919071114,1472.833710575625,185624.4993140727,1147506.0
松坂桃李,-0.6,2.8,34.2,87.8,7,99970,36,317.0,0.6000000000000014,2.0,33.6,90.6,34.2,92.6,28.0,218.0,29.0,4.0,202.0,47.0,33.0,249.0,3.741199304095896e-08,0.00034778945069430586,23.956588047889298,577507.5554228505,56.730515599168506,95707.57698897047,224617.62363505346,35700.252344792076,3771.1832322829923,140914.32992280924,486166,16645.680484412267,21928.56010738737,754592.1052332456,1561241.7147274888,33363.1151697163,3948.180517074552,703197.006994388,4516885.0
松山ケンイチ,3.4,-0.7,22.1,87.4,9,56351,38,173.0,-3.0,4.599999999999994,25.5,86.7,22.5,91.3,31.0,125.0,28.0,5.0,108.0,35.0,33.0,143.0,2.1314981558464138e-08,0.00022912375487710654,15.393843459449442,369086.20546333736,35.09274862416782,42255.29239900796,101363.49803351786,27808.093207521655,3090.055868934668,67501.65230565591,210158,12469.585872520618,16892.864175536753,243559.58838610468,509751.0960585082,12632.887840005274,1259.831599875326,237650.3901275072,1435795.0
松岡修造,-10.6,-1.3,38.6,96.5,7,9151,2,57.0,-0.6999999999999993,-1.2000000000000028,28.0,95.2,27.3,94.0,1.0,87.0,1.0,1.0,41.0,5.0,2.0,46.0,5.560321830473457e-08,0.00027778539661957666,6.123801533024677,173033.70420772224,11.47906873565945,19706.920552554348,46867.44073300397,10767.798214856582,1444.9049287407895,30774.115227222603,98956,2153.9099859200496,3972.242436963399,174744.17046732697,364418.7584899394,11622.403706966645,1034.4686025844533,168200.8044632834,1036742.0
松岡昌宏,-1.8,-0.9,28,93.3,10,23343,26,163.0,-2.6999999999999993,1.3999999999999915,26.2,92.4,23.5,93.8,8.0,71.0,12.0,9.0,88.0,49.0,21.0,137.0,9.126180965702253e-08,0.00022500873617022906,12.761671648622144,283845.87914444617,29.311169502091055,24974.68790036819,61151.537086921955,21036.52536585152,3573.8516987204375,43853.596199110274,121747,2809.927455259562,6070.992866541572,176425.447174577,368596.2608021144,11558.889521898704,1708.3467637118547,171777.79648602536,1044436.0
松岡茉優,-4.3,-2,22.7,63.9,3,41642,13,176.0,1.8000000000000007,3.8000000000000043,18.4,61.9,20.2,65.7,16.0,191.0,11.0,1.0,134.0,21.0,12.0,155.0,1.3044384598386783e-07,0.0009021959820523416,13.33305910643956,337577.20499622537,32.775625515304355,66589.48172861121,156480.7000741951,32875.194295097506,4159.068968012682,99826.16371481468,339457,8373.273485407204,10495.109370705817,677296.7767969795,1402830.0012871518,64145.19049361973,7974.642944223168,638156.834001994,4065007.0
松島花,1.6,3,1.6,15.2,17,21795,16,53.0,-0.40000000000000036,1.1000000000000014,3.2,18.2,2.8,19.3,7.0,16.0,6.0,4.0,20.0,13.0,10.0,33.0,0.0,3.213005733673391e-05,3.654995409203541,79061.49195132822,8.12177069615351,13771.752123260418,32882.15093000735,8166.808640543068,594.0208529041645,21318.473817944337,68676,3618.316671151187,5424.932754338237,127881.0381880884,262532.7537595963,8542.754479971702,929.4270794521402,115660.7160283146,775556.0
松嶋尚美,0.7,-5.5,7.3,81.1,12,39326,15,60.0,0.8000000000000007,0.5,8.0,75.6,8.8,76.1,11.0,20.0,8.0,4.0,27.0,14.0,12.0,41.0,1.6766985193400094e-09,1.1160351369828978e-05,4.5251607537702325,96572.19104226984,11.607611699246949,19302.6525880275,44305.527798552626,5516.92352019023,519.1920792119258,26363.372863124412,100813,7082.134154628566,8619.357553266338,110357.99489178766,233990.01281735554,13927.882887711863,1422.0545870966791,113962.4075030657,642417.0
松嶋菜々子,8,-0.2,29.2,90.8,6,45563,42,104.0,-4.100000000000001,-2.799999999999997,37.2,90.6,33.1,87.8,51.0,72.0,31.0,3.0,57.0,17.0,34.0,74.0,3.331306034219782e-08,0.0003294453642776463,9.043338144414829,239572.77383636133,22.79366549092341,69139.81557153632,164847.77077080953,43858.45330833125,2819.6757117931,106410.55629655726,345798,6994.4786120179915,11826.016928793722,549006.0880914732,1150850.8722661075,42572.49496087009,2614.570308047032,538650.9176396641,3235219.0
松平健,6.5,-2.2,13.3,90.3,10,130283,39,100.0,-2.6000000000000014,2.3000000000000114,19.8,88.1,17.2,90.4,89.0,185.0,37.0,1.0,86.0,3.0,38.0,89.0,7.4112862469851e-08,0.0017771713412126373,7.814682065301626,179541.78286469544,19.140170707698488,75209.92986884466,177484.06998888886,36199.4020793377,3196.7527085946817,112671.02972155745,380184,24531.405237150768,33774.79865592965,286753.8299665479,607145.4610364146,24287.263491300506,2682.8691024002355,293700.3247090678,1666522.0
松本人志,4.4,-0.7,36.1,98.2,6,26951,44,398.0,1.2999999999999972,1.4000000000000057,40.5,97.5,41.8,98.9,-4.0,-125.0,18.0,23.0,123.0,230.0,41.0,353.0,7.191409146297907e-07,0.0369261625696767,33.786474038213825,892316.3093503924,84.5356836553771,60987.94547356698,144666.0412494572,33620.49302434988,2651.1162304081136,92741.03550683738,306628,3063.0547465383347,4124.537551505152,538044.3812886059,1118236.295800987,31571.973971015097,3953.9763496392243,511754.68512228515,3205781.0
松本伊代,1.3,-5.4,9,89.6,5,19143,26,152.0,1.6999999999999993,1.2999999999999972,10.3,84.2,12.0,85.5,11.0,58.0,15.0,11.0,93.0,54.0,26.0,147.0,1.0355492027872493e-07,0.0002871901307049814,13.068808825459554,387810.6640140578,33.57040602410816,23359.562557161793,55885.73860254407,13905.759356719478,1035.4345651994809,36402.80510318606,116146,2859.9322050393885,3934.1371742054125,129592.28754487672,271898.960143732,11004.079149466712,1386.4729382236858,128340.05563841789,763325.0
松本幸四郎,-3.4,-4.2,11.2,81.4,9,3296,25,147.0,0.8999999999999995,2.3999999999999915,7.8,77.2,8.7,79.6,19.0,127.0,17.0,8.0,93.0,29.0,25.0,122.0,1.1046577340620645e-08,1.3057483358820409e-05,11.339313331979643,197150.20070820107,21.32385671000353,4563.296467506048,10968.658088073324,2702.0799413219024,385.6067174026466,7390.088818256669,22600,726.251842424618,1229.615420288435,37932.54778236546,78120.05959605746,1603.1916406952705,92.89716868998724,34581.089114817114,228467.0
松本潤,2.3,-1.2,34,95.9,1,13305,11,290.0,-4.099999999999994,0.29999999999999716,36.3,94.7,32.2,95.0,15.0,393.0,11.0,0.0,247.0,37.0,11.0,284.0,3.4186146921256387e-07,0.0026670845880135755,27.622231349955488,727900.0611973644,65.468074390602,63921.96566068757,157268.55913435863,61296.70142392913,4387.570406239798,108839.58960057839,308178,9434.922809977306,18761.245287969046,400720.98100644216,831021.3486184815,17032.93484088297,1924.3167165546727,376838.0987870239,2390978.0
松本穂香,6.9,18.8,5.1,29,6,20826,18,115.0,-0.6999999999999993,3.4000000000000057,12.0,47.8,11.3,51.2,21.0,115.0,16.0,1.0,89.0,14.0,17.0,103.0,7.188531586107819e-08,0.0031330017745929925,9.828255601968168,178691.12974303483,19.183734437838215,35791.67143623397,87004.90107380186,29794.973341959158,3058.994260100303,59619.47343147197,175602,3217.74208347306,4723.944088503489,419988.01680025377,865776.8092054272,19265.3062135707,2106.333104467828,385496.48310545215,2527990.0
松田翔太,-5.5,-3.2,25.5,85.1,4,18733,2,84.0,-0.6999999999999993,3.1999999999999886,20.0,81.9,19.3,85.1,2.0,52.0,1.0,0.0,47.0,15.0,1.0,62.0,2.482832780607418e-07,0.00062762271634297,5.842762202867585,144003.70405819785,14.169244332019533,29627.026526036767,69841.89416820867,13889.498737495833,1132.9546558492812,44125.302087780874,149909,3656.6695774263626,5139.128814965282,288136.40331861225,601845.3660070096,12881.024688698293,1915.874558021795,279407.37125543726,1703319.0
松田聖子,2.3,-2.8,14.7,91.3,2,9107,7,177.0,-2.5,1.0999999999999943,17.0,88.5,14.5,89.6,3.0,-13.0,5.0,2.0,78.0,93.0,7.0,171.0,2.122124092081458e-07,0.0037872345077287705,17.178867538099137,345069.49518432707,28.782738376945733,66782.50052505333,157752.29283644084,33520.42227835587,2951.0960267033615,100433.92822044106,337389,899.8993754296876,1346.8663626021435,758483.3829789688,1600877.5135859028,39948.26818922978,4266.743804036412,765033.0038659126,4416176.0
松田龍平,-4.1,-2.7,20.4,84.8,6,27998,11,75.0,-1.8000000000000007,2.0,16.3,82.1,14.5,84.1,14.0,58.0,9.0,1.0,46.0,11.0,10.0,57.0,2.800615577270899e-07,0.0003782320301946046,5.455828721534739,118759.5844835163,11.846056466725122,33576.2549874613,78892.55412237572,14805.360815864045,1259.8747574569636,49520.205254794244,170539,5115.696890749397,6581.745596546147,345322.0650535249,725378.381188743,14638.537596658283,2047.4138108192474,342087.94117505284,2022889.0
松重豊,-2.6,-1.1,37.5,88.7,11,125036,44,140.0,5.600000000000001,1.8000000000000114,34.9,87.6,40.5,89.4,75.0,228.0,41.0,2.0,124.0,9.0,43.0,133.0,2.020174805349945e-09,0.0004997655085323833,11.63336128919356,261238.48334839687,26.966519711393406,126262.14758806911,306789.5018836434,96836.4568777433,7974.097830898663,207497.7787735763,617305,23955.00136813337,39653.378767630296,480119.7022611682,1010082.1793586644,28853.93621881134,2581.405849884278,478144.39303583186,2812901.0
松雪泰子,-0.7,-7.3,20.5,77.7,10,117911,25,62.0,3.1999999999999993,0.0,19.8,70.4,23.0,70.4,34.0,69.0,21.0,3.0,44.0,5.0,24.0,49.0,7.759892731403878e-08,0.0002155489000194955,5.185133775094282,111048.87762530615,10.931332872898691,54605.730800393794,128286.58320133376,18212.47663459677,1949.9776256233235,80557.52048947895,276503,22974.727194831754,34707.471441902344,194436.05812009884,406870.5888509598,22023.888352799026,5853.402930312184,194228.14184094642,1153792.0
松風理咲,-0.1,-2.5,0.5,4.6,10,5157,1,4.0,-0.2,-0.20000000000000018,0.4,2.1,0.2,1.9,2.0,5.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,5.849238646135836e-07,0.4654963288279857,18812.78693738716,1.953709205198224,4707.907117517253,11340.728478956215,3462.434304413151,224.3121332033453,7484.99138854636,23266,861.6075421995283,1354.5660849112733,55616.746795506144,114931.2365298167,1751.2857610862068,137.8697364462114,51427.81214410889,333059.0
板尾創路,-3.4,-5.5,16.3,84.1,5,14859,9,59.0,-0.3000000000000007,4.900000000000006,12.9,78.6,12.6,83.5,0.0,5.0,3.0,4.0,17.0,15.0,7.0,32.0,5.645437869790395e-08,0.00030910355243554997,5.453474513814355,106099.37291042368,11.001885582754733,19597.458799311607,45694.01126379577,7903.043448062096,802.1353666602625,28330.290906881277,100564,2090.043303601091,2559.9940101196507,170758.976348012,359568.8223082466,15669.408718558785,2161.105871392546,171786.686887721,1001505.0
板谷由夏,-2.8,-6.9,9.9,45.5,10,61362,15,90.0,1.0,0.6999999999999957,7.1,38.6,8.1,39.3,6.0,69.0,7.0,4.0,63.0,20.0,11.0,83.0,3.7583685668382644e-08,0.00027701678609190516,6.665243463618873,184852.61823722464,18.307097462291487,38356.04346954295,89452.50235526604,14250.849935421224,1116.6032536836237,55035.561239562114,196397,11797.940366071329,16336.76117118689,168593.7486285623,352071.6140817036,14931.388411134802,3259.8952992336126,165342.81121198274,1000112.0
林修,-6.5,-2.3,27.6,97.3,6,9795,11,126.0,-5.0,-0.7000000000000028,21.1,95.0,16.1,94.3,4.0,-27.0,5.0,2.0,22.0,53.0,7.0,75.0,1.6766985193400094e-09,7.022844177579624e-05,11.901452814977908,281622.19730294467,30.00418156164418,21780.737432837643,51720.91417234202,12334.407476625454,1558.8548578085952,33814.49749183733,109667,2813.6917853753876,5043.916827442977,225067.9429309264,468291.5543150488,13864.096495521588,1275.9062979780342,214655.77770992668,1338850.0
林遣都,2.7,14.7,10.4,50.4,8,97278,50,218.0,-0.6999999999999993,5.900000000000006,13.1,65.1,12.4,71.0,68.0,140.0,39.0,2.0,112.0,46.0,41.0,158.0,1.654361808376431e-08,0.00029442932798906383,16.08241821675715,423810.9432139637,43.32770022175179,67116.41593946751,154768.01420618352,21673.54749126342,1365.069712413191,92560.26694561387,348326,13223.339400786277,17469.31005471799,542745.6934144702,1135442.429810393,40821.677845994775,4283.264162679446,530007.7548907365,3203968.0
柄本佑,10.8,10.1,11.9,65.7,5,65092,56,156.0,-1.8000000000000007,1.7000000000000028,22.7,75.8,20.9,77.5,116.0,249.0,53.0,0.0,133.0,6.0,53.0,139.0,1.4879174872192135e-07,0.001096122036661134,11.434492943375346,340976.4944915193,30.055407595390975,70332.15871938689,171663.8688432825,60053.42578964005,5086.16146883368,117582.20469154784,342464,10823.869342435826,16706.276995816468,643849.6769337201,1343324.7717909138,51486.48697748006,5312.654030849491,622325.9777576465,3822454.0
柄本明,3.9,-2.3,21.8,86.5,6,26876,9,66.0,-1.8000000000000007,2.8999999999999915,25.7,84.2,23.9,87.1,8.0,42.0,6.0,0.0,33.0,6.0,6.0,39.0,1.0616821313830066e-07,0.0005623480742507357,6.120881593300473,138358.89718625817,13.212939701500314,39153.57640375203,94059.06805117302,26888.67719497368,2030.0979232732293,61973.60566128591,194056,4622.346180218432,7324.15893186915,344028.15773646027,717222.7765787672,23589.802120066932,2750.8924383944654,331419.7495171014,2042290.0
柄本時生,-0.6,3.9,13.3,72.4,6,32847,15,129.0,0.6000000000000014,2.5,12.7,76.3,13.3,78.8,3.0,61.0,4.0,1.0,52.0,16.0,5.0,68.0,2.747881782971882e-08,0.00016988034824326283,11.18487783721236,223194.96976411942,23.656242031356122,36851.378735204686,89518.14881367933,29867.611164568436,2008.7336324943565,60188.41761810368,180247,4928.634560404917,8175.457890828584,422308.83696886594,884877.8733814424,35897.28825289655,2835.8869841059213,414408.2897290408,2493352.0
柏木由紀,4.1,0.5,5.8,77,14,58794,69,269.0,-3.2,-2.299999999999997,9.9,77.5,6.7,75.2,42.0,197.0,45.0,24.0,192.0,71.0,69.0,263.0,4.281223461484137e-08,0.0004624462212688485,21.60510875560977,490272.54655450996,49.676390835530015,42672.82997741093,100474.96661358925,19537.286286183764,1975.3540535629104,63650.95419173134,216410,11230.229011938889,16234.774621642955,277370.2386744598,578398.8394303485,16351.66576914371,1290.3517595244377,266570.1714571775,1644215.0
染谷将太,0,1.2,6.7,53.1,10,67431,19,167.0,0.5999999999999996,6.900000000000006,6.7,54.3,7.3,61.2,16.0,79.0,11.0,1.0,70.0,22.0,12.0,92.0,5.670638959706653e-09,0.0001738675755396556,14.641005065467555,286697.9705610907,29.30619360293567,67049.66446463158,159037.4425139305,35964.000161503565,2558.20737911791,101596.61761759208,336832,9462.754508472759,11704.60458336456,427605.20146122057,881866.1879249932,17232.50392059058,1467.3621948819116,392512.20979322656,2569551.0
柳ゆり菜,0.6,-1.4,1.2,11.5,7,10665,0,41.0,-1.1,1.4000000000000004,1.8,10.1,0.7,11.5,0.0,4.0,0.0,0.0,15.0,11.0,0.0,26.0,3.249314727700477e-09,1.6494917883980243e-05,3.1268363276191997,69255.2191484285,7.781486564336197,21502.55229923516,50968.45539299426,10531.36703327337,840.8144019682686,32556.849209860768,108006,1705.6594921295373,2632.272375430775,217339.43105844542,451078.0126810376,9218.856144029047,853.3012585718001,204840.46597088792,1295050.0
柳原可奈子,-10.3,-4.8,32.4,94.5,11,12990,22,45.0,-2.5,-1.2000000000000028,22.1,89.7,19.6,88.5,0.0,2.0,3.0,4.0,5.0,4.0,7.0,9.0,7.297530518459607e-09,6.384706598437653e-05,3.0802580071898658,69449.95293948555,8.50630860160962,11391.118680947024,27076.231951937058,6112.613334838862,891.8889079035579,17823.4556084292,57244,2669.6009560982616,4089.2289870537893,146281.21156641387,303794.1257313483,9879.604130257923,800.4114690779289,138431.2179391628,873447.0
柳楽優弥,2.3,2.8,23.2,68.7,2,8543,2,84.0,-4.100000000000001,0.9000000000000057,25.5,71.5,21.4,72.4,4.0,161.0,2.0,0.0,76.0,7.0,2.0,83.0,1.9879768003158761e-07,0.0009737602423751171,8.913053242127377,179806.6409545169,17.2383868460255,45422.66714589891,110597.85550895853,37441.02973354515,5043.246009601656,77172.25471209595,222669,835.6851906038012,1048.542826648817,515658.95508676476,1082223.1138371173,21452.635184383114,2287.827483304268,508300.59677632485,3023791.0
柳沢慎吾,-1.1,-3.7,31,96.1,6,17898,6,50.0,-1.8999999999999986,-0.7000000000000028,29.9,92.4,28.0,91.7,9.0,27.0,5.0,0.0,25.0,9.0,5.0,34.0,7.372242136307212e-08,0.0004284458833087457,4.337643992013382,78663.13591444201,9.148247154388939,19658.171184397223,46614.12547968913,9882.741405208897,2035.6450161581242,31036.88912298601,99251,3669.0899951122283,7537.44147522323,117063.29195360428,246683.54138067403,16590.673552895852,2026.7294675975725,118569.83158554968,688353.0
柳葉敏郎,-0.2,-7.6,26.7,93.8,7,23264,8,56.0,-2.3999999999999986,2.5999999999999943,26.5,86.2,24.1,88.8,5.0,41.0,5.0,2.0,36.0,11.0,7.0,47.0,4.281544639135819e-08,0.0004966092564149234,5.126274341810118,144616.99070837518,14.374657070097676,29407.581034727464,69874.73561958285,16164.717283027896,1925.5832720853916,45559.52012654207,147788,4649.015590203972,6215.584105375881,194488.79269817684,404693.7924807605,12090.199566105168,1307.7825468745223,185703.66349710204,1156370.0
柴咲コウ,-0.5,0.2,29,89.4,7,195235,50,354.0,2.8000000000000007,-0.5999999999999943,28.5,89.6,31.3,89.0,64.0,392.0,40.0,9.0,270.0,54.0,49.0,324.0,7.754255130973175e-08,0.0018618886940506565,26.00582392121339,627556.7118554002,60.7182471347309,170317.88359844006,393717.00147784804,45194.36924879801,2379.241113952793,235681.04447634166,879160,43289.52526615325,56819.392605023946,643932.81771091,1344106.6575104576,35127.87010784466,4779.240093591905,623147.53181289,3812916.0
柴田理恵,-5.2,-1.4,26.4,97.3,6,5026,11,48.0,1.1000000000000014,-0.10000000000000853,21.2,95.9,22.3,95.8,-1.0,-13.0,3.0,3.0,11.0,24.0,6.0,35.0,1.0086943886443403e-10,1.5372288401694288e-05,4.262249302881819,91255.44801586845,9.356986427256079,9714.980022033502,23097.99961811781,5272.341725879475,692.724528214558,15150.512456691235,48776,1200.1517127780571,2137.5852979185674,80150.38133803572,168194.59220121955,7289.220915486255,765.1966401312965,79346.37251853234,472131.0
栗山千明,3.7,-3.7,12.4,76.8,3,13745,3,70.0,0.1999999999999993,-1.1999999999999886,16.1,73.1,16.3,71.9,3.0,33.0,2.0,0.0,33.0,11.0,2.0,44.0,1.921872177071425e-08,0.00017336602524587803,6.39428748127853,139840.89897259115,14.860569348006017,45893.45264224502,108535.41535340878,25616.01102783339,3549.424061513298,70758.61409345776,232459,2391.9722120983415,6517.925896118642,308608.40522527765,655375.0443757856,45064.67869744185,4659.530534242507,321235.18317240145,1793721.0
桃井かおり,-2.7,-6,18.6,83.7,4,48296,0,0.0,1.799999999999999,-0.7000000000000028,15.9,77.7,17.7,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.867433971591589e-08,0.0001474229965329173,0,0,0,36415.24064255946,90399.31028582477,41422.486268880806,1527.518145727111,62484.656023069925,173453,10781.998638574685,20250.197907889728,146117.79352330524,309770.93134561775,18277.91727946297,1715.2522271589098,150601.93996156985,849750.0
桐山漣,2.7,4.6,2.3,23.7,4,26663,14,51.0,-0.40000000000000036,0.0,5.0,28.3,4.6,28.3,27.0,62.0,13.0,0.0,34.0,4.0,13.0,38.0,1.1901711775153785e-09,1.6986552382259067e-05,3.5254078861854468,87825.61865431606,8.864192818055535,44934.81717009112,102964.87618384171,12164.19456573214,1070.1987526231455,60940.10554553874,235012,3641.0881333963935,4331.465476062756,350855.03361940704,726849.3187343347,26016.875593806937,3134.1507374395105,329871.97329314396,2101438.0
桐谷健太,-5.7,-0.2,30.3,87.1,8,30738,13,97.0,1.1999999999999993,3.1999999999999886,24.6,86.9,25.8,90.1,13.0,113.0,9.0,2.0,72.0,13.0,11.0,85.0,2.69411475637572e-08,0.00016607330959632032,7.229290095602986,177455.65347936342,17.77348916522637,26008.889107346895,62460.869929126646,16416.51500892906,1213.6345552682396,41006.821052938,128758,5346.178584399356,8100.379087276883,250751.43669291874,526379.7713659633,40917.75098652884,1097.2788760319922,247060.3686711035,1481392.0
桐谷美玲,-3.5,-5.5,23.9,85.7,5,21866,40,168.0,0.5,-0.20000000000000284,20.4,80.2,20.9,80.0,46.0,170.0,36.0,2.0,142.0,14.0,38.0,156.0,2.835440067752385e-08,0.0005329846110670207,12.934385623482104,327467.4731437139,33.83225424834983,42038.02017763007,98984.69804440037,18601.92302579535,1567.468079297148,62360.41719851614,212921,3056.5715873194135,4150.0097786903725,460703.00308484986,963623.7304355269,47092.96045589454,5966.986825293234,451649.9952066006,2728450.0
桑田佳祐,-0.7,-2.7,42.8,94,8,125406,72,234.0,3.1999999999999957,1.6000000000000085,42.1,91.3,45.3,92.9,101.0,316.0,63.0,7.0,197.0,31.0,70.0,228.0,4.953126404091626e-07,0.005246729845803326,18.161072397888482,443792.7219178444,37.944605785114796,96095.1307803715,226936.96950532505,42538.32045781224,2477.009844671541,142731.67279950756,483958,18531.674096931154,27436.451802457395,344449.4650457335,725888.9270985543,30601.30281756774,3133.9079036732187,346441.83664881624,2016694.0
