publisher,news_count,score_sum,score_mean,burst_news_count,burst_score_sum,burst_pv_sum,burst_days
raillab.jp,36,34,0.9444444444444444,6.0,6.0,21918.0,6.0
regina-web.jp,2,0,0.0,0.0,0.0,0.0,0.0
riken.jp,1,0,0.0,0.0,0.0,0.0,0.0
ris.ac.jp,1,0,0.0,0.0,0.0,0.0,0.0
rise-rc.com,1,-1,-1.0,0.0,0.0,0.0,0.0
ritsumei.ac.jp,2,0,0.0,0.0,0.0,0.0,0.0
rnc.co.jp,1,3,3.0,0.0,0.0,0.0,0.0
rockinon.com,99,128,1.292929292929293,10.0,20.0,170558.0,10.0
rooftop1976.com,17,13,0.7647058823529411,0.0,0.0,0.0,0.0
rsk.co.jp,5,0,0.0,0.0,0.0,0.0,0.0
ryoutan.co.jp,3,6,2.0,0.0,0.0,0.0,0.0
safarilounge.jp,6,-1,-0.16666666666666666,0.0,0.0,0.0,0.0
saita（サイタ）,1,2,2.0,0.0,0.0,0.0,0.0
sakuyaoi.com,1,3,3.0,0.0,0.0,0.0,0.0
sannichi.co.jp,3,0,0.0,0.0,0.0,0.0,0.0
screens-lab.jp,4,4,1.0,2.0,4.0,456.0,2.0
sdp.or.jp,1,-1,-1.0,0.0,0.0,0.0,0.0
second-innovation.com,1,2,2.0,0.0,0.0,0.0,0.0
sega.jp,2,2,1.0,0.0,0.0,0.0,0.0
seibulions.jp,2,4,2.0,1.0,2.0,6236.0,1.0
seikeidenron.jp,1,0,0.0,0.0,0.0,0.0,0.0
sg-hldgs.co.jp,1,1,1.0,0.0,0.0,0.0,0.0
shimz.co.jp,1,0,0.0,0.0,0.0,0.0,0.0
shingeki.tv,1,2,2.0,0.0,0.0,0.0,0.0
shinkyokushinkai.co.jp,3,0,0.0,0.0,0.0,0.0,0.0
shiruporuto.jp,2,2,1.0,0.0,0.0,0.0,0.0
shishamo.biz,7,2,0.2857142857142857,0.0,0.0,0.0,0.0
shooting-mag.jp,2,2,1.0,0.0,0.0,0.0,0.0
shudo-u.ac.jp,1,0,0.0,0.0,0.0,0.0,0.0
skream.jp,49,49,1.0,2.0,2.0,5763.0,2.0
skygroup.jp,1,2,2.0,0.0,0.0,0.0,0.0
smart-flash.jp,729,-123,-0.16872427983539096,114.0,-8.0,1622821.0,75.0
smartmag.jp,70,68,0.9714285714285714,12.0,18.0,479636.0,11.0
sodane.hokkaido.jp,29,37,1.2758620689655173,2.0,3.0,3885.0,2.0
soen.tokyo,6,5,0.8333333333333334,1.0,0.0,18815.0,1.0
sojitz.com,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
sophia.ac.jp,2,2,1.0,0.0,0.0,0.0,0.0
sorae 宇宙へのポータルサイト,1,2,2.0,0.0,0.0,0.0,0.0
soumu.go.jp,1,1,1.0,0.0,0.0,0.0,0.0
spocafe.jp,1,2,2.0,0.0,0.0,0.0,0.0
sportingnews.com,1,1,1.0,0.0,0.0,0.0,0.0
sportiva.shueisha.co.jp,3,0,0.0,0.0,0.0,0.0,0.0
spread-sports.jp,10,13,1.3,0.0,0.0,0.0,0.0
srigroup.co.jp,1,0,0.0,0.0,0.0,0.0,0.0
ssnp.co.jp,7,3,0.42857142857142855,0.0,0.0,0.0,0.0
storm-labels.co.jp,53,49,0.9245283018867925,1.0,2.0,7188.0,1.0
storyweb.jp,86,93,1.0813953488372092,12.0,14.0,30176.0,10.0
storywriter.tokyo,1,-1,-1.0,0.0,0.0,0.0,0.0
sumabo.tv,3,6,2.0,0.0,0.0,0.0,0.0
sunsunfine.com,1,0,0.0,0.0,0.0,0.0,0.0
superceo.jp,1,1,1.0,0.0,0.0,0.0,0.0
surfnews.jp,4,7,1.75,1.0,2.0,1050.0,1.0
switch-pub.co.jp,11,9,0.8181818181818182,1.0,2.0,2933.0,1.0
taisei.co.jp,1,0,0.0,0.0,0.0,0.0,0.0
tanegashimapi.com,1,3,3.0,0.0,0.0,0.0,0.0
tbs.co.jp,217,241,1.1105990783410138,75.0,74.0,890038.0,51.0
tbsradio.jp,275,165,0.6,30.0,32.0,103581.0,28.0
telling,152,63,0.4144736842105263,26.0,21.0,361082.0,18.0
tenki.jp,1,0,0.0,0.0,0.0,0.0,0.0
tennis.jp,4,-1,-0.25,0.0,0.0,0.0,0.0
tennis365.net,19,7,0.3684210526315789,3.0,1.0,3636.0,2.0
teu.ac.jp,1,0,0.0,0.0,0.0,0.0,0.0
thefirsttimes.jp,44,54,1.2272727272727273,5.0,5.0,21162.0,5.0
therakejapan.com,3,-2,-0.6666666666666666,0.0,0.0,0.0,0.0
theriver.jp,17,18,1.0588235294117647,0.0,0.0,0.0,0.0
things-niigata.jp,1,-1,-1.0,0.0,0.0,0.0,0.0
ticket-news.pia.jp,15,19,1.2666666666666666,1.0,2.0,2479.0,1.0
tk.tokai-tv.com,33,8,0.24242424242424243,6.0,1.0,13726.0,4.0
tkj.jp,27,40,1.4814814814814814,2.0,2.0,14747.0,1.0
tmd.ac.jp,1,-5,-5.0,0.0,0.0,0.0,0.0
toei.co.jp,1,0,0.0,0.0,0.0,0.0,0.0
tokai-tv.com,54,54,1.0,6.0,9.0,44574.0,6.0
tokyo-calendar.jp,21,21,1.0,2.0,3.0,16166.0,2.0
tokyoheadline.com,178,158,0.8876404494382022,35.0,22.0,598273.0,28.0
tonichi.net,7,11,1.5714285714285714,1.0,2.0,4422.0,1.0
tosonline.jp,4,9,2.25,3.0,7.0,2801.0,2.0
towayakuhin.co.jp,1,1,1.0,0.0,0.0,0.0,0.0
town.aisho.shiga.jp,1,0,0.0,0.0,0.0,0.0,0.0
town.ashoro.hokkaido.jp,1,2,2.0,0.0,0.0,0.0,0.0
town.daigo.ibaraki.jp,9,0,0.0,0.0,0.0,0.0,0.0
town.okuma.fukushima.jp,2,0,0.0,0.0,0.0,0.0,0.0
town.samukawa.kanagawa.jp,1,1,1.0,0.0,0.0,0.0,0.0
tufs.ac.jp,1,1,1.0,0.0,0.0,0.0,0.0
tv-tokyo.co.jp,1322,557,0.42133131618759456,260.0,133.0,928345.0,109.0
tvgroove,29,53,1.8275862068965518,3.0,4.0,81013.0,3.0
u-presscenter.jp,2,4,2.0,0.0,0.0,0.0,0.0
u-tokai.ac.jp,3,3,1.0,1.0,2.0,1754.0,1.0
u-tokyo.ac.jp,1,-1,-1.0,0.0,0.0,0.0,0.0
uDiscoverMusic,32,10,0.3125,2.0,4.0,24104.0,2.0
universal-press.jp,55,61,1.1090909090909091,9.0,16.0,82836.0,9.0
uptodate.tokyo,5,3,0.6,0.0,0.0,0.0,0.0
utabito.jp,3,-1,-0.3333333333333333,0.0,0.0,0.0,0.0
uzurea.net,6,8,1.3333333333333333,1.0,2.0,1263.0,1.0
v-storage.jp,16,25,1.5625,0.0,0.0,0.0,0.0
valuepress,10,4,0.4,0.0,0.0,0.0,0.0
victorysportsnews.com,3,6,2.0,0.0,0.0,0.0,0.0
virtualgorillaplus.com,1,0,0.0,0.0,0.0,0.0,0.0
visit-hokkaido.jp,1,0,0.0,0.0,0.0,0.0,0.0
vitup.jp,4,-4,-1.0,1.0,2.0,5325.0,1.0
vivi.tv,174,249,1.4310344827586208,6.0,12.0,59699.0,4.0
w-higa.com,1,2,2.0,0.0,0.0,0.0,0.0
wanibooks-newscrunch.com,33,14,0.42424242424242425,1.0,-1.0,1929.0,1.0
warnerbros.co.jp,6,11,1.8333333333333333,0.0,0.0,0.0,0.0
waseda.jp,4,0,0.0,0.0,0.0,0.0,0.0
webCG,2,-1,-0.5,1.0,0.0,4959.0,1.0
webchronos.net,27,-3,-0.1111111111111111,3.0,-2.0,36117.0,3.0
webスポルティーバ,33,40,1.2121212121212122,2.0,-4.0,3653.0,2.0
with online,52,81,1.5576923076923077,4.0,4.0,9803.0,4.0
withnews,12,15,1.25,2.0,2.0,4991.0,2.0
wowKorea,32,41,1.28125,12.0,18.0,50018.0,9.0
wpb.shueisha.co.jp,55,47,0.8545454545454545,10.0,12.0,24144.0,8.0
wrestling-now.net,1,-2,-2.0,0.0,0.0,0.0,0.0
wwws.warnerbros.co.jp,23,29,1.2608695652173914,4.0,4.0,54857.0,4.0
yab｜山口朝日放送,1,1,1.0,0.0,0.0,0.0,0.0
yoi（ヨイ）,11,21,1.9090909090909092,1.0,3.0,16375.0,1.0
yokohama-cu.ac.jp,2,1,0.5,0.0,0.0,0.0,0.0
zaisatsu.jp,2,3,1.5,0.0,0.0,0.0,0.0
zakⅡ,386,60,0.15544041450777202,46.0,26.0,1120510.0,33.0
zennoh.or.jp,14,21,1.5,0.0,0.0,0.0,0.0
zoom up collection,6,6,1.0,2.0,1.0,17460.0,2.0
ztylez.com,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
【えべナビ！】江別・野幌 情報ナビ,3,5,1.6666666666666667,1.0,1.0,865.0,1.0
あべの経済新聞,15,5,0.3333333333333333,0.0,0.0,0.0,0.0
いいものタウン,5,6,1.2,0.0,0.0,0.0,0.0
いこーよニュース,1,-1,-1.0,0.0,0.0,0.0,0.0
いたばしTIMES,11,7,0.6363636363636364,2.0,4.0,11358.0,2.0
いぶし銀杏な生活,1,0,0.0,0.0,0.0,0.0,0.0
いわきFC Official Site,1,0,0.0,0.0,0.0,0.0,0.0
いわき民報社,3,3,1.0,0.0,0.0,0.0,0.0
おた☆スケ,3,6,2.0,0.0,0.0,0.0,0.0
おたくま経済新聞,64,32,0.5,3.0,2.0,12171.0,3.0
おためし新商品ナビ,2,0,0.0,0.0,0.0,0.0,0.0
おとなの週末Web,14,8,0.5714285714285714,1.0,0.0,2205.0,1.0
かこがわノート,1,1,1.0,0.0,0.0,0.0,0.0
きさらづレポート（きさレポ）,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
くるまのニュース,12,13,1.0833333333333333,1.0,2.0,4237.0,1.0
ぐぐスポ！ニュース速報,5,-10,-2.0,1.0,0.0,3185.0,1.0
こどもとIT,1,-1,-1.0,0.0,0.0,0.0,0.0
さかにゅー,6,1,0.16666666666666666,0.0,0.0,0.0,0.0
しまね観光ナビ,2,1,0.5,1.0,1.0,2794.0,1.0
しもブロ,1,3,3.0,0.0,0.0,0.0,0.0
じゃんごブログ,5,2,0.4,0.0,0.0,0.0,0.0
すまほん!!,1,0,0.0,0.0,0.0,0.0,0.0
せんだいマチプラ,2,4,2.0,0.0,0.0,0.0,0.0
せんだい・宮城フィルムコミッション,4,7,1.75,0.0,0.0,0.0,0.0
たまひよ,20,17,0.85,1.0,1.0,1981.0,1.0
ちびまる子ちゃん オフィシャルサイト,2,3,1.5,0.0,0.0,0.0,0.0
でんぱ組.inc 公式サイト,1,3,3.0,0.0,0.0,0.0,0.0
とよすと,5,10,2.0,0.0,0.0,0.0,0.0
なでしこリーグ,1,0,0.0,0.0,0.0,0.0,0.0
なびたび北東北,1,0,0.0,0.0,0.0,0.0,0.0
なんば経済新聞,3,5,1.6666666666666667,0.0,0.0,0.0,0.0
にいがた経済新聞,6,6,1.0,0.0,0.0,0.0,0.0
にいがた速報,2,4,2.0,0.0,0.0,0.0,0.0
にじめん,42,52,1.2380952380952381,3.0,5.0,12625.0,3.0
ねとらぼ,1616,1515,0.9375,337.0,382.0,3447144.0,155.0
ひなた宮崎経済新聞,2,4,2.0,0.0,0.0,0.0,0.0
ひろしまリード,2,4,2.0,0.0,0.0,0.0,0.0
ぴあアリーナMM - PIA ARENA MM,1,1,1.0,0.0,0.0,0.0,0.0
ぴあエンタメ情報,1643,1795,1.0925136944613512,174.0,212.0,1529253.0,111.0
ぴあ株式会社,11,11,1.0,1.0,3.0,1293.0,1.0
ぴあ関西版WEB,60,53,0.8833333333333333,2.0,1.0,20776.0,2.0
ふくおかナビ,17,27,1.588235294117647,1.0,1.0,7890.0,1.0
ふくおか経済,1,0,0.0,0.0,0.0,0.0,0.0
ふねぽ,46,13,0.2826086956521739,2.0,0.0,5590.0,2.0
ふーぽ,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
ほんのひきだし,4,4,1.0,0.0,0.0,0.0,0.0
ほ・とせなNEWS,1,2,2.0,0.0,0.0,0.0,0.0
まいどなニュース,164,174,1.0609756097560976,17.0,19.0,74883.0,13.0
まぐまぐ！,88,-111,-1.2613636363636365,14.0,-26.0,192543.0,10.0
まっぷるウェブ,4,11,2.75,0.0,0.0,0.0,0.0
みとん今治,1,0,0.0,0.0,0.0,0.0,0.0
みんかぶ（マガジン）,2,-3,-1.5,0.0,0.0,0.0,0.0
みんなのミシマガジン,1,1,1.0,0.0,0.0,0.0,0.0
めざましmedia,876,677,0.7728310502283106,253.0,216.0,2603177.0,127.0
もぐナビ,3,-1,-0.3333333333333333,1.0,1.0,1006.0,1.0
ももクロ侍,9,5,0.5555555555555556,1.0,3.0,6511.0,1.0
やまがたぐらし,3,3,1.0,0.0,0.0,0.0,0.0
やまとごころ.jp,1,2,2.0,0.0,0.0,0.0,0.0
ようこそさっぽろ,1,-1,-1.0,0.0,0.0,0.0,0.0
よみうりタウンニュース,1,0,0.0,0.0,0.0,0.0,0.0
よみタイ,6,-1,-0.16666666666666666,0.0,0.0,0.0,0.0
よろず〜ニュース,150,64,0.4266666666666667,55.0,52.0,1685464.0,39.0
るるぶWeb,6,-1,-0.16666666666666666,0.0,0.0,0.0,0.0
アイスム,3,6,2.0,0.0,0.0,0.0,0.0
アイデアニュース,2,6,3.0,0.0,0.0,0.0,0.0
アグリジャーナル,1,3,3.0,0.0,0.0,0.0,0.0
アゴラ 言論プラットフォーム,2,-3,-1.5,0.0,0.0,0.0,0.0
アサジョ,397,-222,-0.5591939546599496,29.0,-19.0,256008.0,26.0
アサヒビール,10,18,1.8,2.0,3.0,13033.0,2.0
アサ芸プラス,323,-307,-0.9504643962848297,30.0,-23.0,188662.0,29.0
アシックス コーポレートサイト,1,2,2.0,0.0,0.0,0.0,0.0
アットプレス,91,108,1.1868131868131868,1.0,1.0,988.0,1.0
アニメイトタイムズ,172,224,1.302325581395349,23.0,48.0,284518.0,19.0
アニメハック,110,166,1.509090909090909,18.0,36.0,142161.0,16.0
アニメーションビジネス・ジャーナル,3,8,2.6666666666666665,0.0,0.0,0.0,0.0
アニメージュ,63,93,1.4761904761904763,10.0,19.0,65815.0,9.0
アニメージュプラス,3,6,2.0,0.0,0.0,0.0,0.0
アニメ！アニメ！,110,176,1.6,17.0,39.0,135545.0,14.0
アビスパ福岡公式サイト,2,0,0.0,0.0,0.0,0.0,0.0
アプリゲット,3,-1,-0.3333333333333333,0.0,0.0,0.0,0.0
アルバルク東京,1,2,2.0,0.0,0.0,0.0,0.0
アーバンライフ東京,28,27,0.9642857142857143,0.0,0.0,0.0,0.0
イザ！,1520,1284,0.8447368421052631,306.0,286.0,4211043.0,130.0
インサイド,31,26,0.8387096774193549,3.0,5.0,9437.0,2.0
インターエデュ・ドットコム,3,0,0.0,0.0,0.0,0.0,0.0
インディーゲームパブリッシャー,1,0,0.0,0.0,0.0,0.0,0.0
イーストウインド プロダクション,1,0,0.0,0.0,0.0,0.0,0.0
ウェザーニュース,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
ウェブ電通報,2,4,2.0,0.0,0.0,0.0,0.0
ウェルネスデイリーニュース,1,1,1.0,0.0,0.0,0.0,0.0
ウォーカープラス,100,94,0.94,13.0,11.0,272168.0,11.0
ウマフリ,1,0,0.0,0.0,0.0,0.0,0.0
ウレぴあ総研,78,85,1.0897435897435896,17.0,19.0,116541.0,14.0
エイベックス・ポータル,8,6,0.75,0.0,0.0,0.0,0.0
エム・データ,10,7,0.7,0.0,0.0,0.0,0.0
エンジョイ｜競輪,5,2,0.4,0.0,0.0,0.0,0.0
エンタメOVO,286,324,1.132867132867133,36.0,50.0,434626.0,31.0
エンタメターミナル,3,3,1.0,0.0,0.0,0.0,0.0
エンタメラッシュ,140,123,0.8785714285714286,14.0,16.0,116832.0,13.0
エンタメ特化型情報メディア スパイス,246,253,1.0284552845528456,27.0,27.0,127819.0,24.0
エントレ,5,8,1.6,1.0,2.0,2142.0,1.0
エン・ジャパン株式会社（en Japan Inc.）,2,3,1.5,0.0,0.0,0.0,0.0
オズモール,4,6,1.5,0.0,0.0,0.0,0.0
オタク総研,7,9,1.2857142857142858,0.0,0.0,0.0,0.0
オトカゼ,39,15,0.38461538461538464,5.0,8.0,22487.0,4.0
オトナンサー,476,560,1.1764705882352942,74.0,91.0,728487.0,45.0
オモコロ,4,3,0.75,1.0,0.0,3362.0,1.0
オリックス・バファローズ,1,1,1.0,0.0,0.0,0.0,0.0
カジュアルに知性をアップデート,3,0,0.0,0.0,0.0,0.0,0.0
カドブン,17,32,1.8823529411764706,3.0,8.0,45398.0,3.0
カナロコ,16,19,1.1875,0.0,0.0,0.0,0.0
カラふる,1,0,0.0,0.0,0.0,0.0,0.0
カラパイア,1,-2,-2.0,0.0,0.0,0.0,0.0
カラーズマガジン,2,3,1.5,0.0,0.0,0.0,0.0
カルビー株式会社,3,1,0.3333333333333333,0.0,0.0,0.0,0.0
カワコレメディア,11,18,1.6363636363636365,0.0,0.0,0.0,0.0
ガイナーレ鳥取 オフィシャルサイト,1,1,1.0,0.0,0.0,0.0,0.0
ガジェット通信 GetNews,178,184,1.0337078651685394,19.0,32.0,290177.0,17.0
キクエスト,1,1,1.0,0.0,0.0,0.0,0.0
キネプレ,2,5,2.5,0.0,0.0,0.0,0.0
キネマ旬報WEB,49,61,1.2448979591836735,6.0,10.0,30032.0,5.0
キャリコネニュース,1,-1,-1.0,1.0,-1.0,3698.0,1.0
ギズモード・ジャパン,4,2,0.5,0.0,0.0,0.0,0.0
クラウドファンディング - READYFOR,22,5,0.22727272727272727,0.0,0.0,0.0,0.0
クラシック音楽事務所ジャパン・アーツ,1,0,0.0,0.0,0.0,0.0,0.0
クランクイン！,4662,4809,1.0315315315315314,825.0,986.0,8104619.0,200.0
クリスピー・クリーム・ドーナツ,1,0,0.0,0.0,0.0,0.0,0.0
クレアウェブ,123,105,0.8536585365853658,15.0,22.0,91186.0,11.0
クーリエ・ジャポン,12,1,0.08333333333333333,1.0,-1.0,759.0,1.0
ググットニュース,7,4,0.5714285714285714,0.0,0.0,0.0,0.0
グッドウェイ,1,1,1.0,0.0,0.0,0.0,0.0
グリーンべると,1,2,2.0,0.0,0.0,0.0,0.0
グルメ Watch,23,24,1.0434782608695652,3.0,4.0,15261.0,3.0
ケンオー・ドットコム,6,5,0.8333333333333334,0.0,0.0,0.0,0.0
ケータイ Watch,5,5,1.0,2.0,3.0,8771.0,2.0
ゲームハック,2,0,0.0,0.0,0.0,0.0,0.0
ゲーム情報！ゲームのはなし,1,-1,-1.0,0.0,0.0,0.0,0.0
コラボカフェ,19,28,1.4736842105263157,3.0,7.0,160563.0,3.0
ゴムタイムス,1,1,1.0,0.0,0.0,0.0,0.0
ゴルフのニュース,8,7,0.875,0.0,0.0,0.0,0.0
ゴルフダイジェスト・オンライン,3,3,1.0,0.0,0.0,0.0,0.0
ゴルフネットワーク,15,24,1.6,3.0,7.0,7758.0,3.0
ゴング格闘技,13,-2,-0.15384615384615385,0.0,0.0,0.0,0.0
ゴールドオンライン,2,0,0.0,0.0,0.0,0.0,0.0
サイゾーウーマン,1251,-836,-0.6682653876898481,94.0,-53.0,543986.0,58.0
サカエ経済新聞,1,2,2.0,0.0,0.0,0.0,0.0
サカノワ,6,6,1.0,0.0,0.0,0.0,0.0
サカママ,1,0,0.0,0.0,0.0,0.0,0.0
サッカーキング,7,15,2.142857142857143,2.0,8.0,13429.0,2.0
サッカーダイジェスト,16,17,1.0625,6.0,8.0,41463.0,6.0
サッカーマガジンWEB,1,2,2.0,0.0,0.0,0.0,0.0
サッカー批評Web,7,9,1.2857142857142858,1.0,1.0,5536.0,1.0
サッポロビール,4,7,1.75,0.0,0.0,0.0,0.0
サライ.jp,41,44,1.0731707317073171,16.0,17.0,169477.0,13.0
サンスポ,2013,1558,0.7739692001987084,550.0,473.0,7524581.0,178.0
サンテレビ,10,4,0.4,0.0,0.0,0.0,0.0
サンデー山口,1,1,1.0,0.0,0.0,0.0,0.0
サントリーホールディングス,1,1,1.0,0.0,0.0,0.0,0.0
サンフレッチェ広島 オフィシャルサイト,4,-15,-3.75,1.0,-5.0,7070.0,1.0
サーフメディア,5,-5,-1.0,0.0,0.0,0.0,0.0
ザイFX！,3,5,1.6666666666666667,0.0,0.0,0.0,0.0
シアターテイメントNEWS,33,50,1.5151515151515151,4.0,11.0,11619.0,4.0
シティリビングWeb,14,14,1.0,1.0,1.0,2478.0,1.0
シネアナゴヤ,30,23,0.7666666666666667,1.0,1.0,3523.0,1.0
シネマトゥデイ,1568,1775,1.132015306122449,264.0,387.0,3424507.0,133.0
シネママニエラ,3,1,0.3333333333333333,1.0,1.0,15400.0,1.0
シネルフレ,6,6,1.0,0.0,0.0,0.0,0.0
シブヤ経済新聞,12,24,2.0,2.0,5.0,8389.0,2.0
シューズポストオンライン,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
シュートボクシング,1,-1,-1.0,0.0,0.0,0.0,0.0
ショートショート フィルム,3,4,1.3333333333333333,0.0,0.0,0.0,0.0
ジェイタメ,454,378,0.8325991189427313,81.0,67.0,731926.0,63.0
ジェンクシー,3,6,2.0,2.0,4.0,5624.0,2.0
ジモシル宮崎市,1,2,2.0,0.0,0.0,0.0,0.0
ジャパネットたかた,1,1,1.0,0.0,0.0,0.0,0.0
ジュニアアスリート静岡,1,0,0.0,0.0,0.0,0.0,0.0
スイーツパラダイス,1,1,1.0,0.0,0.0,0.0,0.0
スクリーンオンライン,307,400,1.3029315960912051,51.0,78.0,518676.0,32.0
スタジオジブリ,2,3,1.5,0.0,0.0,0.0,0.0
スタジオパーソル,2,3,1.5,0.0,0.0,0.0,0.0
スターダストプロモーション,88,178,2.022727272727273,16.0,24.0,70981.0,15.0
ステラnet,99,121,1.2222222222222223,15.0,17.0,174881.0,13.0
スニーカーウォーズ,1,1,1.0,0.0,0.0,0.0,0.0
スニーカーダンク,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
スポニチ Sponichi Annex,7978,5296,0.6638255201804963,2234.0,1789.0,15788107.0,210.0
スポニチ競馬Web,2,3,1.5,0.0,0.0,0.0,0.0
スポーツソウル日本版,7,4,0.5714285714285714,2.0,2.0,13999.0,2.0
スポーツナビ,8,12,1.5,3.0,6.0,33812.0,3.0
スポーツブル,59,72,1.2203389830508475,8.0,11.0,89372.0,8.0
スポーツ報知,4111,5158,1.2546825589880808,898.0,1153.0,9309019.0,200.0
スマホゲームCH,4,0,0.0,0.0,0.0,0.0,0.0
スムログ,1,-1,-1.0,0.0,0.0,0.0,0.0
セブツー,9,14,1.5555555555555556,5.0,9.0,191193.0,4.0
セレッソ大阪オフィシャルウェブサイト | Cerezo OSAKA,1,0,0.0,0.0,0.0,0.0,0.0
ソニーミュージックオフィシャルサイト,29,38,1.3103448275862069,0.0,0.0,0.0,0.0
ソニー・ミュージックアーティスツ(SMA),36,46,1.2777777777777777,3.0,10.0,31357.0,3.0
ソフトバンク,4,4,1.0,0.0,0.0,0.0,0.0
タイニュース・クロスボンバー,3,4,1.3333333333333333,1.0,0.0,2669.0,1.0
タイランドハイパーリンクス,22,21,0.9545454545454546,1.0,1.0,47431.0,1.0
タウンニュース,33,18,0.5454545454545454,4.0,2.0,9311.0,4.0
タグマ！,49,-23,-0.46938775510204084,3.0,-4.0,18929.0,3.0
タレントパワーランキング,58,47,0.8103448275862069,5.0,6.0,19254.0,5.0
タワーレコード オンライン,338,598,1.7692307692307692,27.0,58.0,512418.0,22.0
タンデムスタイル,1,2,2.0,0.0,0.0,0.0,0.0
ダイヤモンド・オンライン,155,-45,-0.2903225806451613,9.0,-17.0,15744.0,7.0
ダ・ヴィンチWeb,45,53,1.1777777777777778,3.0,6.0,19923.0,3.0
チェ・ブンブンのティーマ,4,-1,-0.25,0.0,0.0,0.0,0.0
ツギノジダイ,1,0,0.0,0.0,0.0,0.0,0.0
テアトルシネマグループ,9,2,0.2222222222222222,0.0,0.0,0.0,0.0
テックインサイト,20,7,0.35,2.0,1.0,13868.0,2.0
テニスクラシック,15,1,0.06666666666666667,6.0,-1.0,33982.0,5.0
テニスマガジンONLINE,9,4,0.4444444444444444,6.0,5.0,65787.0,5.0
テレビ愛知,3,0,0.0,1.0,1.0,814.0,1.0
テレビ朝日,440,329,0.7477272727272727,132.0,108.0,899610.0,84.0
テレビ神奈川,2,1,0.5,1.0,0.0,1106.0,1.0
テレ朝NEWS,20,35,1.75,7.0,11.0,303588.0,7.0
テレ朝POST,1520,1186,0.7802631578947369,424.0,349.0,3225873.0,167.0
ディズニープラス,5,6,1.2,0.0,0.0,0.0,0.0
ディレイマニア,1,0,0.0,0.0,0.0,0.0,0.0
デイリーガジェット,1,-1,-1.0,1.0,-1.0,905.0,1.0
デイリースポーツ,2299,1414,0.6150500217485864,599.0,400.0,6722245.0,192.0
デイリーポータルZ,4,1,0.25,0.0,0.0,0.0,0.0
デイリー新潮,529,-275,-0.5198487712665406,37.0,-14.0,816389.0,28.0
デジカメ Watch,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
デバク,5,0,0.0,0.0,0.0,0.0,0.0
デーリー東北デジタル,14,27,1.9285714285714286,5.0,7.0,510576.0,4.0
トヨタイムズ,1,0,0.0,0.0,0.0,0.0,0.0
トラベル Watch,9,17,1.8888888888888888,0.0,0.0,0.0,0.0
トラベルビジョン,3,4,1.3333333333333333,0.0,0.0,0.0,0.0
トラベルボイス,2,-1,-0.5,0.0,0.0,0.0,0.0
トレンドお届けメディア Trepo,6,11,1.8333333333333333,1.0,2.0,7199.0,1.0
トーキョー女子映画部,35,17,0.4857142857142857,2.0,2.0,18490.0,2.0
ドライバーWeb,1,0,0.0,0.0,0.0,0.0,0.0
ドラゴンボールオフィシャルサイト,1,1,1.0,0.0,0.0,0.0,0.0
ドラ要素＠のもとけ,6,-1,-0.16666666666666666,2.0,4.0,25650.0,2.0
ドリームニュース,8,6,0.75,0.0,0.0,0.0,0.0
ナタリー,5480,6120,1.1167883211678833,712.0,959.0,5615946.0,197.0
ナリナリドットコム,657,380,0.578386605783866,104.0,52.0,1077505.0,73.0
ニコニコニュース,82,48,0.5853658536585366,16.0,17.0,102319.0,10.0
ニコニコ大百科,5,0,0.0,0.0,0.0,0.0,0.0
ニッスイ公式サイト,1,0,0.0,0.0,0.0,0.0,0.0
ニッポン放送 ラジオAM1242+FM93,147,91,0.6190476190476191,10.0,4.0,36446.0,10.0
ニフティニュース,49,54,1.1020408163265305,3.0,5.0,13592.0,3.0
ニュース「奈良の声」,1,1,1.0,0.0,0.0,0.0,0.0
ニュースメディアVOIX,1,1,1.0,0.0,0.0,0.0,0.0
ニュース和歌山,2,2,1.0,0.0,0.0,0.0,0.0
ニューズウィーク日本版 オフィシャルサイト,24,17,0.7083333333333334,0.0,0.0,0.0,0.0
ニューバランス,1,3,3.0,0.0,0.0,0.0,0.0
ネタとぴ,84,64,0.7619047619047619,13.0,17.0,55334.0,13.0
ネタフル,2,3,1.5,1.0,3.0,14219.0,1.0
ネットショップ担当者フォーラム,4,2,0.5,0.0,0.0,0.0,0.0
ハフポスト,182,103,0.5659340659340659,23.0,0.0,481923.0,19.0
バイクのニュース,7,14,2.0,0.0,0.0,0.0,0.0
バイクブロス,1,1,1.0,0.0,0.0,0.0,0.0
バスケットボールキング,10,11,1.1,1.0,2.0,15615.0,1.0
バス比較なび,12,20,1.6666666666666667,8.0,14.0,12153.0,7.0
バタフライ卓球用品,1,-1,-1.0,0.0,0.0,0.0,0.0
バトル・ニュース,11,-3,-0.2727272727272727,0.0,0.0,0.0,0.0
バドミントン スピリット,3,2,0.6666666666666666,0.0,0.0,0.0,0.0
バレーボールマガジン,3,0,0.0,0.0,0.0,0.0,0.0
