name,人気度,知名度,DA,BR(順),BR(逆)
前田敦子,9.9,88.5,11062,0.0007493479018,0.0004354813438
マギー_(モデル),5,63.9,8327,1.15E-05,2.16E-05
真木よう子,14.5,72.2,10594,0.0002379076489,0.0001446561677
蒔田彩珠,2.1,10.1,7181,0.0001390436078,0.000158588102
マーシュ彩,2.1,10.6,13301,0.0002841019933,0.0003557066994
益若つばさ,5.5,72.2,13604,0.0002722523517,0.0005382755044
松たか子,35.8,89.9,16728,0.0009482654303,0.001423343496
松井愛莉,4.1,26.5,5597,0.000167414377,3.81E-05
松井玲奈,6,54.7,22178,0.0005447931413,0.0002352634236
松岡茉優,20.2,65.7,25949,0.0007737588046,0.0009021959821
松風理咲,0.2,1.9,1774,4.67E-07,5.85E-07
松坂慶子,13.8,68.1,12372,2.61E-05,3.60E-05
松下奈緒,20.7,80,44733,0.0004734617,0.0008673176489
松下由樹,23.4,77.9,23830,0.0002809162248,0.0002091095848
松嶋菜々子,33.1,87.8,23266,0.0006525871696,0.0003294453643
松嶋尚美,8.8,76.1,4658,8.66E-06,1.12E-05
松島花,2.8,19.3,13148,2.57E-05,3.21E-05
松田聖子,14.5,89.6,47758,0.004120377095,0.003787234508
松田るか,0.4,3.4,14491,3.12E-05,3.90E-05
松本伊代,12,85.5,7752,0.000277948271,0.0002871901307
松本穂香,11.3,51.2,67583,0.00107512274,0.003133001775
松本まりか,13.1,51.7,35914,0.001039842975,0.0004499165407
松本若菜,9.2,19.8,110176,0.001801973078,0.002256140345
松雪泰子,23,70.4,6674,9.26E-06,0.0002155489
真飛聖,5,25.3,19126,0.0001077850527,0.000119514726
眞鍋かをり,9.7,77.5,9794,4.29E-05,0.0002359625573
真矢ミキ,22.8,79.5,8349,0.0001301093788,2.27E-05
丸山桂里奈,11.9,86.7,11629,2.01E-05,2.51E-05
萬田久子,8.1,70.3,6144,1.27E-05,3.03E-05
萬波ユカ,0.5,3.5,615,5.61E-08,7.03E-08
三浦透子,3,20.5,13032,2.52E-05,3.16E-05
見上愛,0.7,5,34748,0.000255687905,0.0008242592451
水川あさみ,17.5,72.4,25176,0.002805784006,0.0005604771903
水谷果穂,0.2,6.7,5341,2.72E-05,1.28E-05
水野真紀,7.1,66.5,31667,0.0005840516899,0.0002333534999
水野美紀,19.6,68.7,14348,0.0002437918989,0.000132265168
水原希子,11.3,75.9,5864,2.49E-05,1.29E-05
光浦靖子,15.6,88,5488,0.0001448725001,5.83E-05
観月ありさ,17.9,83.4,10583,0.0001884787932,0.0002458986454
満島ひかり,29.4,77.3,39694,0.00555660589,0.00229387117
三戸なつめ,2.5,49.7,2299,7.85E-07,9.82E-07
南果歩,8.1,65.5,6628,9.08E-05,1.15E-05
南沙良,3.5,13.3,14190,0.0003152236795,0.0002208956727
南沢奈央,4.1,33.6,23891,0.0003051267221,0.000149727993
南野陽子,10.3,75.8,24825,0.0003558357219,0.001002384794
美村里江,6.4,24.4,12773,2.42E-05,3.03E-05
宮﨑あおい,23.9,82.1,22566,0.00241520017,0.001560076006
宮崎美子,28.5,88.1,9599,3.90E-05,0.0001616761541
宮澤エマ,8.1,35.9,70692,0.0007418478352,0.0009288223289
宮沢りえ,22.5,85.1,18144,0.0004635203369,0.0003749775659
宮本信子,11.2,50.3,4114,2.51E-06,3.15E-06
宮本茉由,0.5,5.5,5034,4.45E-06,1.36E-05
宮脇咲良,6.5,31.3,96562,0.002368463701,0.003079796675
三吉彩花,5.3,32.2,14694,0.0004419074672,6.71E-05
村上佳菜子,11.2,68.5,18116,4.87E-05,6.10E-05
村上知子,18.9,93.8,1345,2.71E-05,8.84E-06
室井滋,21.8,78.6,4683,2.58E-05,2.21E-05
MEGUMI,17.3,73.5,27316,0.0004008631897,0.000544666835
本仮屋ユイカ,9.9,61.9,16516,7.43E-05,0.0002893410851
桃井かおり,17.7,77,9416,5.82E-05,0.0001474229965
百田夏菜子,15.2,65,11438,0.0001658514841,0.0002734188031
森泉,18.8,88.5,4498,1.59E-05,1.99E-05
森絵梨佳,1.6,7.8,2688,4.41E-06,4.32E-06
森七菜,11.3,56.6,16762,0.0001041426671,0.001164952283
森星,10.1,55.4,2483,8.38E-06,1.05E-05
森尾由美,12.9,59.8,16175,0.0003586903122,7.86E-05
森川葵,8.1,26.2,61428,0.002598658438,0.001141498504
森口瑤子,9.9,42.8,9353,1.30E-05,1.63E-05
森田想,0.2,2.7,901,2.83E-06,1.07E-05
森田望智,1.8,6.5,7429,8.19E-06,1.03E-05
森高千里,20.7,77.3,26247,0.0009696957672,0.0002381184287
八木莉可子,4.1,14.5,36404,0.0001967308677,0.0002463146943
薬師丸ひろ子,23.2,84.1,96735,0.006073388117,0.003128765042
安めぐみ,11.5,73.3,8591,4.97E-05,5.64E-05
安田成美,17.2,69.7,8186,0.000221101133,0.0002141473596
安田美沙子,8.8,65.3,5356,1.15E-05,4.18E-05
矢田亜希子,16.3,73.8,17000,5.74E-05,7.90E-05
箭内夢菜,2.8,5.7,23873,0.0003739326381,0.0002136391878
柳ゆり菜,0.7,11.5,5626,1.66E-05,1.65E-05
柳原可奈子,19.6,88.5,8030,2.66E-05,6.38E-05
矢作穂香,1.4,6.9,8220,6.20E-05,6.13E-05
山口紗弥加,9.9,44.2,9762,0.0001725712225,4.43E-05
山口智子,31.5,68.7,11863,0.0004297511771,0.0006173655292
山口まゆ,1.8,9.4,73,7.91E-10,9.90E-10
山口もえ,14.5,85.7,10257,1.56E-05,1.96E-05
山崎静代,18.6,86.5,3032,5.77E-05,4.83E-05
山崎紘菜,3.5,17.5,7564,7.92E-05,2.68E-05
山下美月,5.8,32.2,37696,0.0007635100903,0.0006932027201
山田杏奈,3.5,13.8,77617,0.001029613996,0.001946032031
山田真歩,2.5,15.2,6386,6.05E-06,7.58E-06
山田優,9.4,75,44,2.87E-10,3.60E-10
山之内すず,6.9,67.6,28934,0.0004144751174,0.0006353170314
山本千尋,1.4,7.6,30373,0.0001369461024,0.000171461844
山本舞香,11.5,47.3,33649,0.001159884446,0.001043516965
山本美月,15.2,64.6,11752,0.0007190080485,5.87E-05
YOU_(タレント),26,86.7,22669,0.0001025485175,0.0004058834699
優香,26.2,83.5,15164,0.0003795815026,0.0003030133996
優木まおみ,7.4,63.9,28451,0.0002096504042,0.0002799606334
古川優奈,8.7,62.7,43329,0.0002786965728,0.0003489389434
ゆりやんレトリィバァ,20.5,89.7,18899,0.0001984625771,7.89E-05
余貴美子,14.5,57.7,9395,0.0002228229749,0.0002258986717
横澤夏子,23.2,86.7,15772,0.000114404592,0.0001737418946
横田真悠,3.7,14.3,11343,8.50E-05,0.0001697538749
吉岡里帆,29.2,81.9,52356,0.001957476248,0.002172827838
吉川愛,8.7,24.8,38573,0.0007344114463,0.0003179109574
吉田美月喜,0,2.1,692,2.80E-06,4.36E-06
吉田羊,34.7,80.4,12432,3.54E-05,3.20E-05
吉田莉桜,0.5,3.5,726,7.82E-08,9.80E-08
吉高由里子,37,83.4,64601,0.002887019681,0.006331224837
吉谷彩子,3.9,22.8,22354,7.42E-05,9.29E-05
吉永小百合,28.7,85.7,18524,0.0001364409842,0.0007433800955
芳根京子,18.4,55.2,38518,0.001337788553,0.0007571845609
与田祐希,3.5,17.3,12389,4.99E-05,0.0001075197422
米倉涼子,33.3,94.5,17851,9.06E-05,0.0001067830187
米倉れいあ,0.7,4.1,6352,5.99E-06,7.50E-06
RIKACO,10.4,75.8,15361,0.0006560974236,6.68E-05
莉子,2.3,10.1,54,5.66E-08,7.09E-08
りょう,19.6,74.2,54,4.33E-10,5.42E-10
遼河はるひ,10.4,61.9,11338,7.12E-05,0.0002195707928
LiLiCo,23.5,86.7,10291,7.43E-05,2.87E-05
蓮佛美沙子,8.8,38.6,21206,0.0003194743325,0.0001219740155
ローラ_(モデル),25.3,94.7,9666,1.63E-05,2.34E-05
若月佑美,1.8,9.2,8900,3.48E-05,9.06E-05
若村麻由美,10.4,45.5,22925,0.0001171697391,0.0002381225461
和久井映見,18.4,65.1,17924,0.0001929596492,0.0002088769364
和田アキ子,15.8,97.9,36048,0.0004934108522,0.003231578895
渡辺えり,18.6,78.1,4688,4.92E-05,0.0001052945276
渡辺直美,38.8,97.5,15584,0.0001231892579,0.0006879221457
渡辺真起子,3,28.7,3731,9.33E-06,5.33E-05
渡辺満里奈,15.6,73.8,7850,8.44E-05,1.20E-05
阿佐ヶ谷姉妹,40.9,95.8,33644,0.0001913304072,0.0012290355
ガンバレルーヤ,29.4,89.7,23776,0.000255542382,0.0003371606119
3時のヒロイン,17.7,82.1,33604,0.0004377237032,0.0006872485581
ぼる塾,19.5,78.6,87141,0.001646625487,0.001439157033
