name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count
宇梶剛士,2,8388,3,51.0,-2.799999999999999,1.2999999999999972,17.7,79.8,14.9,81.1,4.0,25.0,2.0,0.0,20.0,6.0,2.0,26.0
宇賀なつみ,16,64718,14,49.0,-0.9000000000000004,1.1000000000000014,6.2,39.6,5.3,40.7,2.0,27.0,5.0,3.0,33.0,8.0,8.0,41.0
安めぐみ,11,12005,26,62.0,-0.40000000000000036,-0.20000000000000284,11.9,73.5,11.5,73.3,5.0,6.0,9.0,5.0,16.0,11.0,14.0,27.0
安田成美,3,5232,3,54.0,0.0,0.0,17.2,69.7,17.2,69.7,-2.0,-12.0,0.0,1.0,9.0,20.0,1.0,29.0
安田章大,10,39428,44,186.0,-0.9000000000000004,-2.8000000000000043,7.4,57.7,6.5,54.9,40.0,162.0,33.0,8.0,118.0,26.0,41.0,144.0
安田美沙子,16,30926,37,90.0,-1.799999999999999,-1.4000000000000057,10.6,66.7,8.8,65.3,49.0,107.0,33.0,1.0,75.0,4.0,34.0,79.0
安田顕,9,51778,25,153.0,5.0,1.9000000000000057,27.4,80.0,32.4,81.9,26.0,182.0,15.0,1.0,107.0,10.0,16.0,117.0
安藤サクラ,8,119732,55,222.0,5.300000000000001,8.099999999999994,20.0,65.7,25.3,73.8,97.0,356.0,52.0,2.0,204.0,9.0,54.0,213.0
安達祐実,7,53268,22,214.0,2.0,-1.2999999999999972,21.2,88.0,23.2,86.7,15.0,192.0,16.0,3.0,150.0,31.0,19.0,181.0
室井滋,6,15491,0,0.0,2.3000000000000007,-0.9000000000000057,19.5,79.5,21.8,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
宮世琉弥,8,61403,21,193.0,0.8000000000000003,4.4,1.9,11.9,2.7,16.3,59.0,380.0,21.0,0.0,167.0,16.0,21.0,183.0
宮崎美子,6,9626,4,54.0,4.300000000000001,-0.4000000000000057,24.2,88.5,28.5,88.1,6.0,21.0,4.0,0.0,24.0,11.0,4.0,35.0
宮川大輔_(タレント),6,16920,14,83.0,0.8000000000000007,0.5,30.4,94.7,31.2,95.2,11.0,71.0,8.0,2.0,57.0,13.0,10.0,70.0
宮本信子,9,38914,14,62.0,-0.5,-1.2000000000000028,11.7,51.5,11.2,50.3,13.0,36.0,10.0,2.0,33.0,10.0,12.0,43.0
宮本茉由,12,22700,10,79.0,0.09999999999999998,1.4000000000000004,0.4,4.1,0.5,5.5,15.0,90.0,8.0,1.0,56.0,13.0,9.0,69.0
宮根誠司,7,8344,6,56.0,-0.7000000000000002,2.8999999999999915,6.2,86.7,5.5,89.6,-9.0,-39.0,0.0,5.0,12.0,38.0,5.0,50.0
宮沢りえ,7,36499,31,126.0,0.8999999999999986,-0.9000000000000057,21.6,86.0,22.5,85.1,20.0,131.0,21.0,8.0,100.0,16.0,29.0,116.0
宮沢氷魚,14,142416,88,281.0,1.299999999999999,7.299999999999997,8.8,39.6,10.1,46.9,135.0,376.0,74.0,10.0,212.0,38.0,84.0,250.0
宮澤エマ,18,263163,59,118.0,1.5999999999999996,1.3999999999999986,6.5,34.5,8.1,35.9,97.0,185.0,53.0,1.0,107.0,4.0,54.0,111.0
宮﨑あおい,8,41860,8,63.0,-1.4000000000000021,0.29999999999999716,25.3,81.8,23.9,82.1,5.0,44.0,4.0,0.0,35.0,6.0,4.0,41.0
富田望生,7,20383,15,55.0,-0.09999999999999964,-0.6999999999999957,10.4,38.4,10.3,37.7,25.0,42.0,14.0,0.0,25.0,2.0,14.0,27.0
富田靖子,8,47524,10,44.0,-1.5999999999999996,-2.5,9.9,57.5,8.3,55.0,8.0,18.0,7.0,1.0,18.0,5.0,8.0,23.0
寺島しのぶ,13,107932,88,225.0,5.200000000000001,1.4000000000000057,8.1,71.5,13.3,72.9,47.0,95.0,53.0,27.0,116.0,70.0,80.0,186.0
寺島進,5,8892,8,53.0,0.6999999999999993,2.0,20.2,82.1,20.9,84.1,10.0,39.0,5.0,0.0,27.0,5.0,5.0,32.0
寺田心,15,129879,63,121.0,0.20000000000000107,-1.7000000000000028,12.7,87.4,12.9,85.7,97.0,71.0,57.0,3.0,68.0,33.0,60.0,101.0
寺脇康文,12,57093,29,107.0,2.3000000000000007,4.1000000000000085,17.3,76.6,19.6,80.7,67.0,244.0,26.0,2.0,101.0,4.0,28.0,105.0
小倉優子,10,20451,19,93.0,-1.4000000000000004,-0.19999999999998863,11.3,84.1,9.9,83.9,20.0,33.0,14.0,4.0,53.0,37.0,18.0,90.0
小宮浩信,10,10622,9,56.0,0.1999999999999993,3.5,10.4,72.4,10.6,75.9,5.0,6.0,5.0,3.0,26.0,23.0,8.0,49.0
小宮璃央,10,32491,24,74.0,0.7999999999999999,1.200000000000001,0.4,7.6,1.2,8.8,45.0,120.0,22.0,2.0,64.0,9.0,24.0,73.0
小峠英二,11,23947,9,52.0,2.200000000000003,1.1000000000000085,32.0,94.3,34.2,95.4,2.0,44.0,3.0,2.0,34.0,5.0,5.0,39.0
小嶋陽菜,5,29954,19,157.0,0.1999999999999993,2.6000000000000014,8.5,61.1,8.7,63.7,27.0,253.0,17.0,1.0,144.0,6.0,18.0,150.0
小川紗良,11,11814,0,8.0,-0.3,0.2999999999999998,0.5,2.7,0.2,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,3.0
小手伸也,11,16142,15,50.0,0.40000000000000036,2.799999999999997,13.1,71.7,13.5,74.5,6.0,16.0,7.0,2.0,24.0,11.0,9.0,35.0
小日向文世,3,6477,1,65.0,3.200000000000003,3.0999999999999943,29.9,86.5,33.1,89.6,2.0,46.0,1.0,0.0,33.0,4.0,1.0,37.0
小松菜奈,3,23641,6,137.0,0.5,0.8999999999999915,20.4,66.9,20.9,67.8,4.0,82.0,5.0,1.0,73.0,24.0,6.0,97.0
小林聡美,5,10586,2,55.0,0.3999999999999986,0.30000000000000426,16.8,63.9,17.2,64.2,0.0,17.0,0.0,0.0,17.0,7.0,0.0,24.0
小林薫,1,2359,2,172.0,3.1999999999999993,4.099999999999994,13.3,69.9,16.5,74.0,-1.0,31.0,0.0,1.0,35.0,23.0,1.0,58.0
小栗旬,5,56290,27,269.0,2.799999999999997,1.1999999999999886,38.1,92.4,40.9,93.6,42.0,326.0,27.0,0.0,225.0,29.0,27.0,254.0
小池徹平,8,36671,24,87.0,-0.9000000000000004,3.200000000000003,15.9,83.7,15.0,86.9,43.0,116.0,21.0,2.0,71.0,10.0,23.0,81.0
小池栄子,6,48424,19,157.0,6.400000000000006,-0.7000000000000028,36.3,91.7,42.7,91.0,26.0,166.0,13.0,4.0,114.0,19.0,17.0,133.0
小泉孝太郎,12,96684,66,121.0,-1.0,1.1000000000000085,21.9,91.3,20.9,92.4,61.0,121.0,49.0,12.0,90.0,15.0,61.0,105.0
小澤征悦,7,21363,8,66.0,1.799999999999999,-1.8000000000000114,10.8,81.4,12.6,79.6,1.0,19.0,2.0,2.0,27.0,16.0,4.0,43.0
小瀧望,9,15945,10,93.0,1.1999999999999997,1.4000000000000021,3.4,23.7,4.6,25.1,12.0,158.0,7.0,0.0,77.0,7.0,7.0,84.0
小籔千豊,9,28005,28,116.0,-3.6000000000000014,-0.5,16.3,88.5,12.7,88.0,20.0,75.0,17.0,6.0,67.0,28.0,23.0,95.0
小芝風花,11,258916,75,333.0,0.6999999999999993,2.5,17.5,54.7,18.2,57.2,106.0,443.0,66.0,5.0,293.0,20.0,71.0,313.0
小西桜子,2,2094,3,30.0,0.0,-1.7999999999999998,0.5,4.1,0.5,2.3,-1.0,4.0,0.0,1.0,10.0,10.0,1.0,20.0
小西真奈美,4,8155,10,41.0,-2.5,-1.0,20.4,72.7,17.9,71.7,7.0,8.0,6.0,1.0,15.0,14.0,7.0,29.0
小野花梨,10,92018,13,57.0,0.5,-0.9000000000000004,1.6,8.3,2.1,7.4,15.0,78.0,9.0,0.0,39.0,1.0,9.0,40.0
小関裕太,3,8253,3,67.0,1.1,2.700000000000003,3.9,34.5,5.0,37.2,7.0,108.0,3.0,0.0,60.0,1.0,3.0,61.0
小雪_(女優),9,100139,49,193.0,0.0,1.2999999999999972,13.1,81.2,13.1,82.5,57.0,87.0,40.0,4.0,85.0,39.0,44.0,124.0
尾上松也_(2代目),7,33638,9,156.0,1.4000000000000004,2.299999999999997,11.5,74.3,12.9,76.6,9.0,175.0,7.0,1.0,111.0,25.0,8.0,136.0
尾野真千子,1,1309,3,61.0,-1.0999999999999996,-0.20000000000000284,17.0,65.0,15.9,64.8,0.0,33.0,1.0,1.0,32.0,10.0,2.0,42.0
山下健二郎,9,11979,6,60.0,-0.9000000000000004,-0.3999999999999986,11.5,54.0,10.6,53.6,8.0,83.0,4.0,0.0,45.0,5.0,4.0,50.0
山下智久,7,43100,12,238.0,0.7000000000000028,2.1999999999999886,27.4,87.4,28.1,89.6,-2.0,278.0,6.0,6.0,194.0,41.0,12.0,235.0
山下美月,12,58411,61,399.0,0.7999999999999998,7.200000000000003,5.0,25.0,5.8,32.2,79.0,550.0,52.0,5.0,352.0,33.0,57.0,385.0
山中崇,7,34320,9,59.0,1.1,2.5,3.9,39.3,5.0,41.8,5.0,30.0,5.0,3.0,30.0,12.0,8.0,42.0
山之内すず,14,35731,17,81.0,-2.5,0.6999999999999886,9.4,66.9,6.9,67.6,14.0,82.0,13.0,2.0,61.0,10.0,15.0,71.0
山口まゆ_(女優),5,4660,3,25.0,0.7,-0.29999999999999893,1.1,9.7,1.8,9.4,-1.0,-3.0,1.0,2.0,7.0,10.0,3.0,17.0
山口もえ,20,75079,30,69.0,4.9,1.6000000000000085,9.6,84.1,14.5,85.7,28.0,37.0,22.0,2.0,37.0,14.0,24.0,51.0
山口智充,5,9572,7,63.0,-0.6999999999999993,1.7000000000000028,26.0,88.0,25.3,89.7,2.0,93.0,4.0,2.0,54.0,4.0,6.0,58.0
山口智子,3,5400,4,80.0,0.5,-1.5999999999999943,31.0,70.3,31.5,68.7,0.0,40.0,1.0,1.0,40.0,13.0,2.0,53.0
山口紗弥加,3,7189,9,54.0,0.20000000000000107,0.10000000000000142,9.7,44.1,9.9,44.2,18.0,48.0,8.0,0.0,31.0,5.0,8.0,36.0
山崎弘也,11,16432,9,57.0,-1.6000000000000014,-0.4000000000000057,35.4,91.9,33.8,91.5,6.0,27.0,5.0,2.0,27.0,9.0,7.0,36.0
山崎紘菜,13,183509,42,107.0,2.3,6.0,1.2,11.5,3.5,17.5,46.0,108.0,35.0,4.0,82.0,8.0,39.0,90.0
山崎育三郎,13,55304,57,149.0,-1.1000000000000014,0.19999999999998863,21.8,72.9,20.7,73.1,103.0,252.0,54.0,0.0,134.0,6.0,54.0,140.0
山崎静代,11,50783,20,61.0,0.40000000000000213,-0.7999999999999972,18.2,87.3,18.6,86.5,20.0,47.0,15.0,2.0,35.0,5.0,17.0,40.0
山本美月,5,52972,25,237.0,-1.4000000000000021,-0.4000000000000057,16.6,65.0,15.2,64.6,20.0,79.0,16.0,5.0,101.0,60.0,21.0,161.0
山本耕史,10,127502,44,255.0,6.9,4.799999999999997,13.1,79.8,20.0,84.6,51.0,325.0,39.0,4.0,224.0,18.0,43.0,242.0
山本舞香,9,55074,73,342.0,1.5999999999999996,4.599999999999994,9.9,42.7,11.5,47.3,109.0,411.0,69.0,2.0,291.0,32.0,71.0,323.0
山田優_(モデル),12,34393,13,178.0,-1.0,-3.4000000000000057,10.4,78.4,9.4,75.0,15.0,133.0,10.0,2.0,124.0,31.0,12.0,155.0
山田孝之,3,11817,8,110.0,0.29999999999999716,1.2000000000000028,35.6,89.6,35.9,90.8,12.0,90.0,7.0,1.0,76.0,25.0,8.0,101.0
山田杏奈,6,35466,21,120.0,1.2000000000000002,1.6000000000000014,2.3,12.2,3.5,13.8,40.0,199.0,19.0,0.0,104.0,1.0,19.0,105.0
山田涼介,5,48801,65,356.0,1.3999999999999986,8.099999999999994,18.8,73.5,20.2,81.6,78.0,331.0,54.0,7.0,264.0,72.0,61.0,336.0
山田真歩,8,5592,3,40.0,0.7,2.0999999999999996,1.8,13.1,2.5,15.2,1.0,-2.0,1.0,1.0,5.0,7.0,2.0,12.0
山田裕貴,6,148849,34,363.0,5.0,5.5,19.1,63.5,24.1,69.0,53.0,576.0,30.0,4.0,326.0,22.0,34.0,348.0
山里亮太,10,56415,110,232.0,0.3000000000000007,-0.09999999999999432,26.4,94.3,26.7,94.2,175.0,239.0,94.0,12.0,178.0,43.0,106.0,221.0
山﨑賢人,9,108335,30,167.0,1.6999999999999993,1.9000000000000057,24.8,79.5,26.5,81.4,36.0,225.0,24.0,5.0,135.0,25.0,29.0,160.0
岡副麻希,8,26210,10,47.0,-0.9000000000000004,-3.1999999999999957,6.2,41.4,5.3,38.2,10.0,32.0,9.0,1.0,29.0,6.0,10.0,35.0
岡山天音,6,15256,17,86.0,0.20000000000000018,6.200000000000003,6.2,41.9,6.4,48.1,27.0,119.0,16.0,1.0,74.0,6.0,17.0,80.0
岡崎紗絵,11,90705,31,168.0,-1.3000000000000007,-0.7000000000000011,6.4,15.4,5.1,14.7,29.0,141.0,18.0,4.0,95.0,36.0,22.0,131.0
岡本夏美,2,3238,1,38.0,0.20000000000000007,1.6999999999999997,0.7,3.4,0.9,5.1,1.0,0.0,1.0,0.0,8.0,10.0,1.0,18.0
岡本玲,7,14456,7,38.0,0.2999999999999998,0.0,2.5,31.3,2.8,31.3,10.0,12.0,6.0,1.0,15.0,10.0,7.0,25.0
岡村隆史,2,5956,5,152.0,-2.5,0.8999999999999915,31.7,95.2,29.2,96.1,-1.0,27.0,1.0,3.0,76.0,67.0,4.0,143.0
岡田准一,6,38337,32,316.0,4.100000000000001,2.299999999999997,36.8,90.8,40.9,93.1,54.0,463.0,28.0,4.0,279.0,28.0,32.0,307.0
岡田圭右,14,23224,25,115.0,-0.1999999999999993,0.9000000000000057,10.6,84.6,10.4,85.5,7.0,11.0,11.0,7.0,40.0,37.0,18.0,77.0
岡田将生,7,58001,28,153.0,-1.4000000000000021,3.5999999999999943,22.8,75.0,21.4,78.6,19.0,107.0,18.0,7.0,102.0,35.0,25.0,137.0
岡田結実,12,26691,20,84.0,0.40000000000000036,-0.29999999999999716,12.7,73.6,13.1,73.3,15.0,51.0,14.0,5.0,58.0,22.0,19.0,80.0
岩田剛典,5,35520,19,228.0,-6.199999999999999,-1.7000000000000028,24.4,69.7,18.2,68.0,34.0,415.0,18.0,0.0,218.0,7.0,18.0,225.0
岸井ゆきの,14,215633,43,187.0,3.4000000000000004,7.599999999999998,7.6,26.2,11.0,33.8,46.0,268.0,36.0,3.0,161.0,10.0,39.0,171.0
岸優太,10,94642,55,226.0,4.099999999999998,5.499999999999993,17.3,59.1,21.4,64.6,-23.0,64.0,30.0,22.0,131.0,86.0,52.0,217.0
岸本加世子,5,8856,5,23.0,3.7,-1.8000000000000114,7.3,66.9,11.0,65.1,1.0,5.0,1.0,1.0,8.0,6.0,2.0,14.0
岸谷五朗,7,15907,12,78.0,0.09999999999999964,1.0999999999999943,13.5,75.4,13.6,76.5,7.0,56.0,4.0,2.0,33.0,9.0,6.0,42.0
岸部一徳,2,8549,1,52.0,2.8000000000000007,1.8999999999999915,19.3,86.2,22.1,88.1,1.0,13.0,1.0,0.0,14.0,3.0,1.0,17.0
峰竜太,9,9736,11,58.0,-1.1000000000000005,1.0999999999999943,6.2,80.7,5.1,81.8,2.0,-6.0,3.0,4.0,13.0,28.0,7.0,41.0
島崎和歌子,13,66442,12,63.0,2.3000000000000007,0.0,15.8,80.9,18.1,80.9,2.0,16.0,5.0,5.0,27.0,21.0,10.0,48.0
島崎遥香,8,31950,15,101.0,0.9000000000000004,-1.1000000000000014,4.1,51.2,5.0,50.1,13.0,81.0,10.0,4.0,71.0,20.0,14.0,91.0
川口春奈,9,143337,133,565.0,6.0000000000000036,2.799999999999997,29.2,76.5,35.2,79.3,245.0,878.0,123.0,8.0,501.0,46.0,131.0,547.0
川島明,13,66129,65,195.0,2.3000000000000007,0.8999999999999915,25.8,86.4,28.1,87.3,82.0,209.0,51.0,8.0,152.0,21.0,59.0,173.0
川島海荷,7,55153,31,123.0,-0.1999999999999993,-0.29999999999999716,7.6,55.9,7.4,55.6,17.0,89.0,19.0,8.0,78.0,24.0,27.0,102.0
川平慈英,9,50841,17,36.0,-0.6999999999999993,3.8999999999999915,15.2,84.4,14.5,88.3,26.0,20.0,17.0,0.0,17.0,4.0,17.0,21.0
川栄李奈,9,61400,45,274.0,0.6000000000000014,2.0,18.2,69.2,18.8,71.2,42.0,136.0,35.0,4.0,144.0,56.0,39.0,200.0
川津明日香,9,19185,19,62.0,0.0,0.20000000000000018,0.4,2.8,0.4,3.0,18.0,43.0,14.0,4.0,37.0,13.0,18.0,50.0
工藤美桜,21,95056,37,140.0,0.0,2.0999999999999996,1.8,7.6,1.8,9.7,53.0,209.0,25.0,4.0,105.0,17.0,29.0,122.0
工藤阿須加,15,93493,10,60.0,-3.5,-2.0999999999999943,15.9,65.8,12.4,63.7,4.0,74.0,6.0,3.0,48.0,5.0,9.0,53.0
市原隼人,12,57517,54,112.0,4.600000000000001,4.6000000000000085,19.5,79.6,24.1,84.2,72.0,156.0,45.0,7.0,90.0,10.0,52.0,100.0
市川実日子,4,10752,6,60.0,0.0,2.5,15.6,49.4,15.6,51.9,7.0,64.0,5.0,0.0,40.0,1.0,5.0,41.0
市川猿之助_(4代目),10,57706,22,73.0,-3.3000000000000007,-0.6999999999999886,14.3,81.1,11.0,80.4,-36.0,-105.0,0.0,22.0,3.0,70.0,22.0,73.0
市川紗椰,17,53488,12,58.0,0.9000000000000004,0.10000000000000142,7.1,41.1,8.0,41.2,11.0,45.0,9.0,1.0,34.0,5.0,10.0,39.0
市村正親,7,57111,12,76.0,0.5999999999999996,4.1000000000000085,15.0,82.8,15.6,86.9,12.0,54.0,9.0,1.0,42.0,12.0,10.0,54.0
市毛良枝,6,9260,3,46.0,1.799999999999999,0.0,9.9,60.0,11.7,60.0,3.0,32.0,3.0,0.0,25.0,4.0,3.0,29.0
常盤貴子,5,49752,7,90.0,1.7000000000000028,0.8999999999999915,20.4,75.4,22.1,76.3,7.0,70.0,6.0,0.0,61.0,6.0,6.0,67.0
平子理沙,13,43165,19,47.0,-1.4,-2.0,3.0,50.8,1.6,48.8,27.0,70.0,17.0,2.0,40.0,6.0,19.0,46.0
平山浩行,6,6788,1,30.0,0.8999999999999995,5.100000000000001,6.2,41.6,7.1,46.7,2.0,42.0,1.0,0.0,22.0,0.0,1.0,22.0
平岡祐太,6,37197,16,62.0,1.2000000000000002,3.8999999999999986,4.8,41.4,6.0,45.3,16.0,30.0,14.0,1.0,35.0,16.0,15.0,51.0
平岩紙,9,10015,6,40.0,-1.4000000000000004,1.2000000000000028,8.8,36.5,7.4,37.7,5.0,27.0,4.0,0.0,22.0,2.0,4.0,24.0
平手友梨奈,4,86655,45,248.0,-3.0,1.7999999999999972,11.5,61.2,8.5,63.0,67.0,186.0,35.0,9.0,156.0,82.0,44.0,238.0
平泉成,6,9138,6,29.0,0.0,-0.5,15.9,85.5,15.9,85.0,-1.0,12.0,0.0,1.0,11.0,3.0,1.0,14.0
平祐奈,14,81725,41,113.0,1.4,0.8999999999999986,3.4,41.4,4.8,42.3,35.0,118.0,33.0,7.0,98.0,11.0,40.0,109.0
平野紫耀,6,198684,95,515.0,8.0,6.700000000000003,26.5,69.6,34.5,76.3,-31.0,485.0,50.0,44.0,374.0,132.0,94.0,506.0
広末涼子,13,73238,38,218.0,2.6000000000000014,-0.29999999999999716,25.7,91.5,28.3,91.2,-34.0,-165.0,4.0,34.0,34.0,180.0,38.0,214.0
広瀬すず,6,68408,63,425.0,3.1999999999999957,-1.4000000000000057,32.6,94.5,35.8,93.1,53.0,350.0,46.0,11.0,311.0,87.0,57.0,398.0
広瀬アリス,7,53513,64,315.0,-4.0,0.5,37.3,87.8,33.3,88.3,13.0,204.0,31.0,26.0,193.0,69.0,57.0,262.0
役所広司,3,9102,21,194.0,-1.8999999999999986,0.5,30.4,87.1,28.5,87.6,26.0,145.0,17.0,2.0,114.0,35.0,19.0,149.0
後藤輝基,10,11057,10,70.0,1.6999999999999993,3.3999999999999915,20.2,86.7,21.9,90.1,5.0,25.0,5.0,2.0,32.0,18.0,7.0,50.0
徳永えり,6,19860,7,52.0,-0.8999999999999999,-2.6999999999999993,2.8,17.9,1.9,15.2,6.0,22.0,5.0,2.0,22.0,9.0,7.0,31.0
志尊淳,2,3921,7,212.0,0.6999999999999993,2.4000000000000057,16.6,67.3,17.3,69.7,5.0,133.0,3.0,1.0,99.0,30.0,4.0,129.0
志田彩良,8,22171,13,57.0,1.4,2.0999999999999996,0.5,5.7,1.9,7.8,22.0,75.0,11.0,0.0,44.0,5.0,11.0,49.0
志田未来,11,54016,25,150.0,-0.9000000000000021,3.700000000000003,18.6,68.7,17.7,72.4,3.0,50.0,5.0,4.0,55.0,19.0,9.0,74.0
恒松祐里,12,63437,21,62.0,2.6999999999999997,2.200000000000001,2.1,12.7,4.8,14.9,39.0,101.0,20.0,1.0,51.0,4.0,21.0,55.0
恵俊彰,4,7782,2,46.0,0.5,2.299999999999997,9.4,84.4,9.9,86.7,1.0,-18.0,1.0,0.0,8.0,22.0,1.0,30.0
成海璃子,9,25055,16,31.0,-0.10000000000000142,-0.29999999999999716,8.8,61.9,8.7,61.6,22.0,22.0,11.0,0.0,16.0,4.0,11.0,20.0
成田凌,4,20877,5,98.0,-2.0,-2.1999999999999957,14.7,63.4,12.7,61.2,4.0,53.0,2.0,0.0,52.0,17.0,2.0,69.0
戸塚純貴,8,28169,22,55.0,-1.6,0.0,3.9,19.6,2.3,19.6,52.0,99.0,20.0,1.0,46.0,1.0,21.0,47.0
戸次重幸,12,58229,11,62.0,-1.6999999999999993,-0.5,12.0,51.5,10.3,51.0,21.0,82.0,11.0,0.0,49.0,4.0,11.0,53.0
戸田恵子,7,71815,22,189.0,1.6999999999999993,-0.8999999999999915,24.1,78.1,25.8,77.2,25.0,127.0,19.0,3.0,105.0,22.0,22.0,127.0
戸田恵梨香,10,147911,67,310.0,-2.200000000000003,-0.5999999999999943,37.2,88.0,35.0,87.4,74.0,301.0,56.0,8.0,247.0,53.0,64.0,300.0
戸田菜穂,11,34555,8,56.0,0.1999999999999993,1.7999999999999972,9.0,47.6,9.2,49.4,2.0,24.0,3.0,1.0,25.0,6.0,4.0,31.0
所ジョージ,4,12829,20,258.0,-6.200000000000003,-1.5,47.6,98.1,41.4,96.6,3.0,125.0,5.0,7.0,120.0,53.0,12.0,173.0
押切もえ,10,33203,9,56.0,-0.2999999999999998,-0.29999999999999716,5.1,76.6,4.8,76.3,5.0,31.0,6.0,2.0,34.0,12.0,8.0,46.0
斉藤由貴,6,54707,16,131.0,0.3000000000000007,0.0,11.0,76.6,11.3,76.6,1.0,-10.0,6.0,8.0,52.0,70.0,14.0,122.0
斎藤工,1,2576,1,273.0,-1.1999999999999993,0.29999999999999716,29.0,88.7,27.8,89.0,1.0,247.0,1.0,0.0,169.0,26.0,1.0,195.0
新井恵理那,12,109952,29,129.0,1.1000000000000014,3.0,12.2,43.5,13.3,46.5,26.0,98.0,22.0,5.0,90.0,30.0,27.0,120.0
新垣結衣,3,21868,17,202.0,-2.5,0.9000000000000057,54.5,92.0,52.0,92.9,16.0,115.0,12.0,5.0,125.0,46.0,17.0,171.0
新川優愛,9,81924,28,81.0,-1.3999999999999995,7.800000000000004,9.2,38.4,7.8,46.2,40.0,63.0,24.0,1.0,51.0,12.0,25.0,63.0
新木優子,4,38937,28,247.0,3.6999999999999993,4.600000000000001,17.7,59.6,21.4,64.2,32.0,297.0,23.0,2.0,204.0,26.0,25.0,230.0
新田真剣佑,6,133394,43,306.0,1.4000000000000004,1.4000000000000057,15.6,73.3,17.0,74.7,26.0,-38.0,29.0,12.0,94.0,154.0,41.0,248.0
日村勇紀,16,64802,20,90.0,2.1999999999999957,-0.20000000000000284,36.6,96.8,38.8,96.6,9.0,21.0,12.0,6.0,47.0,34.0,18.0,81.0
早見あかり,14,103399,17,61.0,0.0,-0.5,5.0,37.3,5.0,36.8,8.0,31.0,9.0,6.0,29.0,14.0,15.0,43.0
明石家さんま,7,52657,57,309.0,-6.200000000000003,-0.8999999999999915,52.7,98.6,46.5,97.7,39.0,140.0,40.0,12.0,178.0,89.0,52.0,267.0
星野源,3,33323,17,276.0,-2.1000000000000014,0.9000000000000057,32.0,93.3,29.9,94.2,15.0,296.0,13.0,4.0,219.0,40.0,17.0,259.0
春日俊彰,4,8756,5,112.0,-0.7000000000000028,0.09999999999999432,24.6,96.5,23.9,96.6,2.0,42.0,3.0,2.0,68.0,38.0,5.0,106.0
春風亭昇太,17,41214,21,59.0,4.400000000000002,2.299999999999997,11.7,86.2,16.1,88.5,4.0,14.0,7.0,5.0,24.0,14.0,12.0,38.0
有吉弘行,7,46675,49,279.0,-2.6000000000000014,0.5999999999999943,42.1,98.2,39.5,98.8,51.0,143.0,38.0,3.0,166.0,77.0,41.0,243.0
有岡大貴,8,13341,9,58.0,1.200000000000001,4.199999999999996,8.7,53.1,9.9,57.3,12.0,39.0,7.0,0.0,36.0,10.0,7.0,46.0
有村架純,10,145808,84,544.0,3.0,2.200000000000003,38.1,86.5,41.1,88.7,54.0,503.0,53.0,17.0,379.0,93.0,70.0,472.0
有田哲平,7,32567,39,106.0,-1.1000000000000014,-0.3999999999999915,33.5,96.3,32.4,95.9,-12.0,1.0,15.0,20.0,45.0,50.0,35.0,95.0
望月歩,9,56248,29,64.0,-0.40000000000000013,1.299999999999999,1.1,8.3,0.7,9.6,52.0,59.0,23.0,1.0,32.0,9.0,24.0,41.0
朝日奈央,10,113978,61,187.0,0.9000000000000021,3.700000000000003,24.2,69.2,25.1,72.9,86.0,209.0,56.0,2.0,153.0,15.0,58.0,168.0
朝比奈彩,7,27705,17,74.0,2.0999999999999996,7.199999999999999,3.2,19.3,5.3,26.5,33.0,99.0,17.0,0.0,59.0,6.0,17.0,65.0
木南晴夏,12,98511,19,88.0,4.100000000000001,7.800000000000004,12.7,45.3,16.8,53.1,21.0,109.0,15.0,1.0,68.0,3.0,16.0,71.0
木村カエラ,9,22358,37,205.0,0.3000000000000007,-1.7000000000000028,13.5,84.2,13.8,82.5,20.0,108.0,15.0,10.0,97.0,52.0,25.0,149.0
木村佳乃,4,36299,11,75.0,-1.3999999999999986,-1.2000000000000028,29.9,75.9,28.5,74.7,7.0,55.0,8.0,1.0,48.0,8.0,9.0,56.0
木村多江,12,61045,22,99.0,-1.0,1.2000000000000028,25.8,80.2,24.8,81.4,24.0,77.0,14.0,1.0,49.0,9.0,15.0,58.0
木村拓哉,7,131750,68,559.0,2.900000000000002,1.7000000000000028,31.3,96.5,34.2,98.2,85.0,545.0,57.0,11.0,427.0,117.0,68.0,544.0
木村文乃,4,68263,25,297.0,1.8999999999999986,1.7000000000000028,21.8,69.6,23.7,71.3,36.0,268.0,21.0,2.0,186.0,38.0,23.0,224.0
木村昴,10,106097,32,177.0,3.0,10.5,14.3,57.3,17.3,67.8,91.0,335.0,29.0,0.0,155.0,2.0,29.0,157.0
木梨憲武,2,9770,3,81.0,-2.599999999999998,0.8999999999999915,29.9,92.4,27.3,93.3,5.0,91.0,3.0,0.0,62.0,4.0,3.0,66.0
本上まなみ,13,29228,7,29.0,-1.0999999999999996,-1.4000000000000057,9.6,57.7,8.5,56.3,5.0,7.0,4.0,0.0,9.0,3.0,4.0,12.0
