name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count
渡部篤郎,5,16897,3,43.0,3.599999999999998,7.6000000000000085,19.1,76.3,22.7,83.9,2.0,-5.0,2.0,0.0,6.0,12.0,2.0,18.0
温水洋一,11,9054,9,44.0,-2.1999999999999993,0.7000000000000028,20.4,87.8,18.2,88.5,10.0,15.0,6.0,0.0,16.0,6.0,6.0,22.0
満島ひかり,9,217607,40,344.0,0.0,0.7999999999999972,29.4,76.5,29.4,77.3,57.0,573.0,37.0,0.0,307.0,14.0,37.0,321.0
満島真之介,15,97985,23,81.0,-2.099999999999998,2.700000000000003,18.2,70.8,16.1,73.5,33.0,114.0,18.0,0.0,62.0,1.0,18.0,63.0
溝端淳平,9,21621,15,58.0,-2.0999999999999996,5.299999999999997,14.0,71.5,11.9,76.8,7.0,30.0,8.0,5.0,28.0,12.0,13.0,40.0
滝川クリステル,7,18806,16,65.0,0.5,-0.4000000000000057,8.3,91.0,8.8,90.6,4.0,25.0,9.0,4.0,39.0,18.0,13.0,57.0
滝沢カレン,16,111034,30,95.0,-1.8999999999999986,-1.0999999999999943,34.5,92.6,32.6,91.5,25.0,67.0,21.0,3.0,60.0,13.0,24.0,73.0
滝藤賢一,11,52591,25,95.0,3.6999999999999993,8.599999999999994,19.5,74.2,23.2,82.8,36.0,135.0,21.0,0.0,80.0,5.0,21.0,85.0
澤部佑,16,26978,16,80.0,2.0,0.0,25.1,93.5,27.1,93.5,5.0,34.0,8.0,4.0,44.0,18.0,12.0,62.0
濱正悟,9,44637,22,46.0,-0.09999999999999998,-0.40000000000000036,0.5,5.0,0.4,4.6,22.0,47.0,15.0,3.0,29.0,6.0,18.0,35.0
濱田マリ,10,15906,8,46.0,5.9,-0.5,13.6,75.4,19.5,74.9,1.0,19.0,2.0,1.0,16.0,2.0,3.0,18.0
濱田岳,5,45704,15,126.0,4.599999999999998,3.0,25.1,84.4,29.7,87.4,19.0,189.0,12.0,1.0,110.0,7.0,13.0,117.0
濱田龍臣,10,35606,18,63.0,1.0,0.6999999999999957,4.8,50.1,5.8,50.8,20.0,83.0,10.0,0.0,47.0,0.0,10.0,47.0
瀧内公美,3,38355,4,53.0,-0.8999999999999999,-1.0999999999999996,2.5,9.9,1.6,8.8,-2.0,-1.0,1.0,3.0,11.0,21.0,4.0,32.0
瀧本美織,6,29399,15,140.0,1.5999999999999996,2.299999999999997,8.5,52.7,10.1,55.0,12.0,78.0,9.0,5.0,85.0,48.0,14.0,133.0
瀬戸康史,6,81245,18,161.0,1.0,3.8999999999999986,14.2,62.1,15.2,66.0,32.0,271.0,18.0,0.0,155.0,2.0,18.0,157.0
瀬戸朝香,7,37971,3,49.0,1.5,-0.10000000000000853,10.4,64.2,11.9,64.1,0.0,3.0,1.0,1.0,15.0,14.0,2.0,29.0
片寄涼太,11,298462,66,148.0,-1.6000000000000005,9.5,6.4,36.5,4.8,46.0,29.0,78.0,37.0,27.0,84.0,55.0,64.0,139.0
片山友希,10,23868,8,35.0,-0.7,0.0,0.7,1.9,0.0,1.9,5.0,19.0,4.0,2.0,18.0,5.0,6.0,23.0
片岡愛之助_(6代目),4,6062,3,60.0,0.7000000000000011,2.5999999999999943,11.2,82.5,11.9,85.1,-3.0,57.0,1.0,2.0,45.0,8.0,3.0,53.0
片平なぎさ,7,11096,2,40.0,3.0,-0.3999999999999915,13.3,73.1,16.3,72.7,0.0,-12.0,0.0,0.0,2.0,7.0,0.0,9.0
片桐はいり,8,70343,12,37.0,-0.3000000000000007,-1.0999999999999943,19.1,82.5,18.8,81.4,13.0,29.0,9.0,0.0,20.0,1.0,9.0,21.0
片桐仁,4,10206,2,61.0,-1.6999999999999993,2.5999999999999943,13.6,69.4,11.9,72.0,0.0,69.0,0.0,0.0,42.0,1.0,0.0,43.0
犬飼貴丈,7,47715,8,48.0,1.1,4.600000000000001,3.9,18.2,5.0,22.8,11.0,68.0,7.0,0.0,41.0,4.0,7.0,45.0
玉城ティナ,9,66340,16,120.0,0.9000000000000004,2.8999999999999986,4.6,44.4,5.5,47.3,23.0,123.0,13.0,2.0,90.0,17.0,15.0,107.0
玉山鉄二,2,2838,2,54.0,-0.5,2.0999999999999943,11.5,65.5,11.0,67.6,2.0,31.0,1.0,0.0,27.0,9.0,1.0,36.0
玉木宏,10,47971,26,185.0,3.6999999999999993,2.8999999999999915,28.3,87.4,32.0,90.3,18.0,61.0,15.0,3.0,75.0,36.0,18.0,111.0
玉森裕太,4,20085,12,353.0,4.6,7.799999999999997,11.0,67.8,15.6,75.6,21.0,513.0,11.0,1.0,308.0,30.0,12.0,338.0
生瀬勝久,4,10209,3,56.0,0.3000000000000007,1.6000000000000085,23.9,82.8,24.2,84.4,-1.0,26.0,0.0,1.0,21.0,5.0,1.0,26.0
生田斗真,5,26466,12,166.0,2.1000000000000014,-0.9000000000000057,29.4,85.7,31.5,84.8,11.0,226.0,9.0,2.0,144.0,14.0,11.0,158.0
生田絵梨花,5,55969,7,251.0,4.1,5.299999999999997,11.5,51.0,15.6,56.3,14.0,434.0,7.0,0.0,229.0,10.0,7.0,239.0
生見愛瑠,12,80829,53,304.0,3.0,3.700000000000003,16.3,63.2,19.3,66.9,56.0,346.0,43.0,7.0,244.0,31.0,50.0,275.0
生駒里奈,5,27115,11,65.0,-2.999999999999999,1.0,9.2,53.3,6.2,54.3,10.0,66.0,8.0,2.0,46.0,5.0,10.0,51.0
田中みな実,2,8666,4,409.0,1.8999999999999986,0.5,19.5,83.9,21.4,84.4,5.0,203.0,3.0,0.0,239.0,149.0,3.0,388.0
田中卓志,18,133105,113,161.0,-2.3000000000000007,0.9000000000000057,26.0,94.3,23.7,95.2,173.0,158.0,100.0,11.0,118.0,36.0,111.0,154.0
田中圭,9,81651,56,265.0,-1.0,3.9000000000000057,25.1,85.1,24.1,89.0,76.0,333.0,49.0,3.0,224.0,27.0,52.0,251.0
田中将大,9,87269,16,150.0,-5.800000000000001,0.0,24.2,88.5,18.4,88.5,-2.0,-9.0,5.0,9.0,50.0,62.0,14.0,112.0
田中律子,23,60472,50,71.0,-0.3000000000000007,-1.0999999999999943,11.3,67.8,11.0,66.7,24.0,49.0,31.0,11.0,49.0,10.0,42.0,59.0
田中直樹_(お笑い芸人),6,13878,15,164.0,0.8000000000000007,0.9000000000000057,18.8,92.0,19.6,92.9,4.0,55.0,7.0,4.0,57.0,19.0,11.0,76.0
田中美佐子,5,13607,7,25.0,-1.0999999999999996,-0.7999999999999972,15.6,63.5,14.5,62.7,10.0,15.0,7.0,0.0,12.0,2.0,7.0,14.0
田中裕二,14,15470,36,89.0,-1.8000000000000007,1.5999999999999943,16.8,92.0,15.0,93.6,-25.0,-40.0,14.0,20.0,31.0,43.0,34.0,74.0
田中要次,7,9623,13,79.0,2.5,5.599999999999994,11.7,80.2,14.2,85.8,9.0,14.0,9.0,3.0,30.0,23.0,12.0,53.0
田中道子,18,254409,42,70.0,1.9000000000000001,6.800000000000001,1.8,18.9,3.7,25.7,91.0,105.0,34.0,2.0,51.0,9.0,36.0,60.0
田中麗奈,4,6033,4,88.0,1.0999999999999996,-3.1000000000000014,8.3,66.5,9.4,63.4,2.0,-21.0,2.0,1.0,16.0,33.0,3.0,49.0
田村淳,7,23452,11,110.0,-2.0,0.9000000000000057,19.5,92.6,17.5,93.5,8.0,29.0,8.0,3.0,55.0,43.0,11.0,98.0
田辺桃子,10,75730,23,54.0,0.7999999999999998,1.5999999999999996,1.1,6.2,1.9,7.8,36.0,74.0,20.0,0.0,39.0,0.0,20.0,39.0
田辺誠一,6,50447,1,44.0,-0.6999999999999993,3.3999999999999915,11.5,69.2,10.8,72.6,1.0,22.0,1.0,0.0,17.0,2.0,1.0,19.0
町田啓太,8,163459,81,196.0,3.9000000000000004,14.700000000000003,10.4,31.0,14.3,45.7,152.0,338.0,78.0,2.0,176.0,12.0,80.0,188.0
當真あみ,15,94192,70,277.0,0.9,8.0,0.9,2.1,1.8,10.1,104.0,327.0,51.0,6.0,172.0,24.0,57.0,196.0
白濱亜嵐,9,27217,15,75.0,-2.4000000000000004,-1.8999999999999986,8.8,53.8,6.4,51.9,19.0,90.0,11.0,1.0,57.0,10.0,12.0,67.0
白石美帆,6,9195,4,8.0,0.3000000000000007,-1.8999999999999986,10.1,65.8,10.4,63.9,3.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0
白石聖,9,28743,10,122.0,-1.6,0.9000000000000004,3.5,8.7,1.9,9.6,5.0,6.0,5.0,2.0,40.0,53.0,7.0,93.0
白石麻衣,4,12626,21,252.0,-3.099999999999998,-2.4000000000000057,21.2,75.0,18.1,72.6,19.0,232.0,17.0,3.0,197.0,39.0,20.0,236.0
百田夏菜子,8,74008,0,0.0,1.0,4.299999999999997,14.2,60.7,15.2,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
的場浩司,8,17985,9,59.0,-3.0,2.0,15.6,86.5,12.6,88.5,-1.0,9.0,2.0,3.0,17.0,12.0,5.0,29.0
皆藤愛子,15,65928,27,60.0,2.3000000000000007,2.799999999999997,8.5,56.1,10.8,58.9,6.0,33.0,12.0,10.0,32.0,14.0,22.0,46.0
益若つばさ,9,16720,21,124.0,0.5,-2.0999999999999943,5.0,74.3,5.5,72.2,-16.0,64.0,5.0,13.0,71.0,35.0,18.0,106.0
目黒蓮,3,142477,27,510.0,14.200000000000001,24.599999999999994,10.4,40.7,24.6,65.3,74.0,923.0,27.0,0.0,460.0,41.0,27.0,501.0
相武紗季,4,18730,10,58.0,-3.1999999999999993,-0.5,20.0,77.5,16.8,77.0,15.0,37.0,9.0,0.0,34.0,8.0,9.0,42.0
相葉雅紀,11,37109,41,266.0,-3.700000000000003,-1.5999999999999943,47.6,96.3,43.9,94.7,76.0,290.0,36.0,3.0,215.0,39.0,39.0,254.0
眞島秀和,8,43578,8,60.0,1.5999999999999996,2.1000000000000014,6.0,40.9,7.6,43.0,6.0,68.0,5.0,3.0,44.0,6.0,8.0,50.0
眞栄田郷敦,10,154996,70,366.0,2.6999999999999993,5.800000000000004,11.3,52.4,14.0,58.2,101.0,364.0,59.0,11.0,263.0,74.0,70.0,337.0
眞鍋かをり,22,46887,21,42.0,-0.9000000000000004,1.2000000000000028,10.6,76.3,9.7,77.5,3.0,6.0,8.0,5.0,11.0,7.0,13.0,18.0
真木よう子,16,73907,31,90.0,-2.5,-0.3999999999999915,17.0,72.6,14.5,72.2,6.0,43.0,19.0,10.0,59.0,24.0,29.0,83.0
真矢ミキ,10,30311,24,58.0,-0.5999999999999979,-0.29999999999999716,23.4,79.8,22.8,79.5,5.0,15.0,6.0,4.0,16.0,7.0,10.0,23.0
真飛聖,13,127621,23,82.0,0.5999999999999996,2.8000000000000007,4.4,22.5,5.0,25.3,31.0,111.0,18.0,1.0,61.0,1.0,19.0,62.0
矢作穂香,4,20985,13,52.0,-0.20000000000000018,0.9000000000000004,1.6,6.0,1.4,6.9,2.0,31.0,2.0,1.0,20.0,2.0,3.0,22.0
矢本悠馬,6,13705,6,63.0,0.5,-1.7999999999999972,7.1,43.4,7.6,41.6,4.0,58.0,4.0,1.0,40.0,2.0,5.0,42.0
矢沢永吉,6,46552,62,245.0,-4.400000000000002,-1.2999999999999972,22.8,93.5,18.4,92.2,17.0,166.0,33.0,28.0,145.0,69.0,61.0,214.0
矢田亜希子,13,62512,23,122.0,0.1999999999999993,-1.2000000000000028,16.1,75.0,16.3,73.8,23.0,123.0,17.0,3.0,98.0,14.0,20.0,112.0
矢部浩之,9,22713,22,69.0,-0.1999999999999993,3.700000000000003,19.3,91.3,19.1,95.0,17.0,35.0,14.0,4.0,40.0,18.0,18.0,58.0
知念侑李,7,15468,7,79.0,-0.9000000000000004,0.7000000000000028,9.0,64.8,8.1,65.5,8.0,85.0,5.0,0.0,61.0,10.0,5.0,71.0
知花くらら,8,18231,11,41.0,0.3999999999999999,-3.6000000000000014,3.5,44.1,3.9,40.5,11.0,17.0,8.0,0.0,15.0,4.0,8.0,19.0
石丸幹二,9,26952,5,53.0,0.6999999999999993,1.1999999999999957,10.3,60.7,11.0,61.9,8.0,60.0,4.0,1.0,34.0,4.0,5.0,38.0
石井杏奈_(E-girls),3,12128,5,55.0,-1.0,1.0,7.4,26.4,6.4,27.4,4.0,47.0,3.0,1.0,34.0,8.0,4.0,42.0
石原さとみ,4,29497,21,141.0,1.6000000000000014,-1.1999999999999886,36.5,93.6,38.1,92.4,16.0,77.0,14.0,3.0,80.0,33.0,17.0,113.0
石原良純,15,37200,18,72.0,-3.5,-1.4000000000000057,20.5,94.7,17.0,93.3,0.0,18.0,7.0,6.0,37.0,18.0,13.0,55.0
石塚英彦,8,10525,14,48.0,-1.9000000000000021,-1.4000000000000057,28.8,94.9,26.9,93.5,11.0,17.0,7.0,2.0,17.0,9.0,9.0,26.0
石川恋,14,33943,65,188.0,-0.5,3.0,2.1,10.3,1.6,13.3,47.0,66.0,32.0,8.0,62.0,35.0,40.0,97.0
石橋貴明,6,29057,37,140.0,-1.8999999999999986,0.29999999999999716,20.0,91.9,18.1,92.2,22.0,54.0,23.0,11.0,84.0,44.0,34.0,128.0
石橋静河,9,158144,37,144.0,0.2999999999999998,2.8000000000000007,5.7,25.7,6.0,28.5,39.0,84.0,28.0,5.0,71.0,27.0,33.0,98.0
石田ひかり,8,28518,4,64.0,-1.8999999999999986,0.5999999999999943,12.7,67.4,10.8,68.0,1.0,46.0,2.0,1.0,40.0,10.0,3.0,50.0
石田ゆり子,4,19277,16,211.0,0.9000000000000057,-1.3999999999999915,39.8,81.6,40.7,80.2,14.0,188.0,12.0,2.0,143.0,27.0,14.0,170.0
石田ニコル,8,14629,10,65.0,-1.4,3.3000000000000007,3.9,25.7,2.5,29.0,11.0,54.0,6.0,2.0,30.0,7.0,8.0,37.0
石野真子,8,27792,11,39.0,0.40000000000000036,0.29999999999999716,10.6,68.5,11.0,68.8,5.0,8.0,5.0,2.0,14.0,11.0,7.0,25.0
磯山さやか,12,35518,27,68.0,-2.799999999999999,0.5,18.2,68.3,15.4,68.8,33.0,64.0,20.0,0.0,49.0,8.0,20.0,57.0
磯村勇斗,4,42908,7,260.0,2.700000000000001,1.8999999999999986,13.1,48.0,15.8,49.9,4.0,269.0,3.0,1.0,176.0,24.0,4.0,200.0
磯野貴理子,13,24222,6,24.0,0.0,-1.5999999999999943,14.7,87.3,14.7,85.7,3.0,2.0,4.0,1.0,7.0,6.0,5.0,13.0
神宮寺勇太,6,67853,26,111.0,-0.7999999999999998,7.600000000000001,8.1,39.1,7.3,46.7,-54.0,-61.0,3.0,21.0,42.0,62.0,24.0,104.0
神尾楓珠,8,88222,19,194.0,-1.0000000000000009,-1.1000000000000014,8.3,38.6,7.3,37.5,1.0,132.0,9.0,7.0,114.0,41.0,16.0,155.0
神木隆之介,4,33069,13,144.0,-0.8999999999999986,-0.9000000000000057,33.8,89.2,32.9,88.3,21.0,284.0,10.0,0.0,138.0,2.0,10.0,140.0
神田正輝,7,10828,10,57.0,-0.20000000000000018,1.8999999999999915,6.9,75.4,6.7,77.3,-6.0,-51.0,1.0,5.0,5.0,43.0,6.0,48.0
祷キララ,8,9476,8,23.0,-0.2,-0.09999999999999987,0.2,1.2,0.0,1.1,3.0,14.0,2.0,0.0,10.0,2.0,2.0,12.0
福原遥,8,164526,53,512.0,5.700000000000001,8.899999999999999,15.4,44.4,21.1,53.3,111.0,746.0,51.0,0.0,454.0,32.0,51.0,486.0
福地桃子,12,122724,13,116.0,2.3,1.5999999999999979,2.8,21.6,5.1,23.2,13.0,161.0,11.0,1.0,108.0,3.0,12.0,111.0
福士蒼汰,3,21178,16,103.0,0.9000000000000021,-0.4000000000000057,23.7,85.7,24.6,85.3,25.0,103.0,15.0,0.0,74.0,14.0,15.0,88.0
福山雅治,9,161082,62,287.0,3.200000000000003,1.5,34.9,93.5,38.1,95.0,83.0,324.0,53.0,4.0,224.0,45.0,57.0,269.0
福本莉子,4,19192,11,154.0,0.0,1.3000000000000007,3.5,14.5,3.5,15.8,16.0,243.0,10.0,1.0,137.0,9.0,11.0,146.0
福澤朗,4,3581,2,34.0,-1.0,-0.4000000000000057,11.3,86.9,10.3,86.5,0.0,20.0,0.0,0.0,17.0,2.0,0.0,19.0
秋元梢,8,21410,6,45.0,0.2999999999999998,0.0,2.5,46.9,2.8,46.9,6.0,36.0,6.0,0.0,29.0,5.0,6.0,34.0
秋山竜次,8,19890,10,79.0,-4.5,-0.5,37.2,92.4,32.7,91.9,11.0,81.0,6.0,0.0,53.0,6.0,6.0,59.0
秋田汐梨,4,5846,14,50.0,0.29999999999999993,0.8000000000000003,0.4,1.9,0.7,2.7,20.0,24.0,10.0,0.0,20.0,8.0,10.0,28.0
稲垣吾郎,3,4600,10,186.0,-2.799999999999999,-0.4000000000000057,18.2,91.7,15.4,91.3,8.0,240.0,7.0,2.0,159.0,19.0,9.0,178.0
稲森いずみ,7,32517,10,31.0,-0.6999999999999993,-1.1999999999999957,15.6,65.1,14.9,63.9,-5.0,-4.0,0.0,5.0,5.0,11.0,5.0,16.0
稲葉友,5,20088,10,50.0,-0.6999999999999997,1.9999999999999982,2.8,15.9,2.1,17.9,20.0,33.0,9.0,1.0,20.0,4.0,10.0,24.0
窪田正孝,9,41526,73,203.0,-2.1999999999999993,1.2000000000000028,23.4,78.8,21.2,80.0,95.0,265.0,67.0,4.0,182.0,10.0,71.0,192.0
竜星涼,11,148125,64,283.0,3.0,10.799999999999997,5.1,25.0,8.1,35.8,79.0,241.0,47.0,12.0,178.0,58.0,59.0,236.0
竹下景子,4,21441,9,51.0,3.5999999999999996,-3.1999999999999957,10.6,64.8,14.2,61.6,6.0,28.0,5.0,1.0,25.0,6.0,6.0,31.0
竹中直人,3,7188,3,65.0,-1.8999999999999986,2.799999999999997,29.9,86.4,28.0,89.2,2.0,34.0,2.0,0.0,36.0,8.0,2.0,44.0
竹内涼真,10,67830,51,247.0,0.7000000000000028,6.400000000000006,23.4,82.3,24.1,88.7,57.0,232.0,41.0,9.0,183.0,45.0,50.0,228.0
竹野内豊,3,22630,34,208.0,6.899999999999999,4.6000000000000085,31.0,84.1,37.9,88.7,35.0,136.0,28.0,3.0,118.0,39.0,31.0,157.0
笑福亭鶴瓶,6,24998,20,157.0,-4.5,-0.5,34.9,97.0,30.4,96.5,12.0,66.0,12.0,1.0,73.0,27.0,13.0,100.0
笛木優子,11,17562,3,12.0,-0.09999999999999964,0.5,6.5,43.0,6.4,43.5,0.0,7.0,0.0,0.0,5.0,0.0,0.0,5.0
笠松将,3,6090,5,69.0,-0.6999999999999997,-1.8999999999999986,3.4,29.2,2.7,27.3,11.0,125.0,5.0,0.0,58.0,3.0,5.0,61.0
笹野高史,11,35883,14,59.0,-0.7000000000000028,1.9000000000000057,25.1,87.1,24.4,89.0,10.0,27.0,10.0,1.0,28.0,8.0,11.0,36.0
筧利夫,5,25932,7,58.0,4.6,2.1000000000000085,10.1,76.1,14.7,78.2,2.0,48.0,3.0,3.0,37.0,5.0,6.0,42.0
筧美和子,5,16644,8,65.0,-0.5,-0.30000000000000426,8.1,53.6,7.6,53.3,8.0,27.0,7.0,1.0,36.0,17.0,8.0,53.0
箭内夢菜,11,123851,14,115.0,0.2999999999999998,-0.2999999999999998,2.5,6.0,2.8,5.7,5.0,54.0,5.0,2.0,50.0,22.0,7.0,72.0
篠原涼子,7,112773,62,129.0,1.8999999999999986,0.7000000000000028,21.6,90.1,23.5,90.8,92.0,132.0,49.0,7.0,88.0,25.0,56.0,113.0
米倉れいあ,5,1501,2,8.0,-0.20000000000000007,1.0999999999999996,0.9,3.0,0.7,4.1,3.0,9.0,1.0,0.0,5.0,1.0,1.0,6.0
米倉涼子,8,29042,37,178.0,-2.6000000000000014,-1.2999999999999972,35.9,95.8,33.3,94.5,-39.0,91.0,12.0,22.0,115.0,53.0,34.0,168.0
紗栄子,12,71323,44,222.0,2.2,2.299999999999997,4.2,65.5,6.4,67.8,2.0,29.0,13.0,17.0,84.0,88.0,30.0,172.0
細田佳央太,9,25213,38,246.0,1.4000000000000004,2.8999999999999986,2.8,17.3,4.2,20.2,27.0,117.0,16.0,6.0,90.0,41.0,22.0,131.0
紺野まひる,8,47807,13,31.0,-0.6999999999999997,1.8000000000000007,2.8,26.0,2.1,27.8,0.0,5.0,2.0,2.0,8.0,5.0,4.0,13.0
紺野彩夏,15,37062,52,233.0,0.40000000000000013,0.40000000000000036,0.7,5.1,1.1,5.5,38.0,223.0,32.0,8.0,166.0,29.0,40.0,195.0
紺野美沙子,10,31505,8,30.0,-0.39999999999999947,1.8000000000000043,7.1,53.8,6.7,55.6,3.0,-2.0,4.0,1.0,8.0,11.0,5.0,19.0
結木滉星,10,293289,37,112.0,0.40000000000000013,2.3000000000000007,0.7,7.1,1.1,9.4,37.0,63.0,21.0,1.0,44.0,9.0,22.0,53.0
綾瀬はるか,3,22221,23,351.0,-0.6999999999999957,0.5,58.8,95.4,58.1,95.9,24.0,281.0,19.0,4.0,250.0,59.0,23.0,309.0
綾野剛,4,77412,57,250.0,-0.9000000000000021,1.6000000000000085,24.1,87.1,23.2,88.7,48.0,182.0,46.0,10.0,168.0,60.0,56.0,228.0
織田裕二,1,2102,0,51.0,-1.2000000000000028,0.9000000000000057,22.1,88.3,20.9,89.2,0.0,-18.0,0.0,0.0,13.0,28.0,0.0,41.0
美村里江,11,70497,20,47.0,0.6000000000000005,2.099999999999998,5.8,22.3,6.4,24.4,20.0,45.0,13.0,0.0,30.0,1.0,13.0,31.0
羽生結弦,5,26046,30,416.0,-2.799999999999997,0.0,34.3,95.8,31.5,95.8,67.0,654.0,25.0,3.0,340.0,57.0,28.0,397.0
羽田美智子,12,29724,16,53.0,-0.5999999999999979,2.1000000000000014,17.2,60.9,16.6,63.0,22.0,49.0,12.0,0.0,32.0,3.0,12.0,35.0
羽鳥慎一,12,65165,17,67.0,-0.8999999999999986,-0.9000000000000057,26.0,91.5,25.1,90.6,3.0,-9.0,6.0,7.0,22.0,34.0,13.0,56.0
臼田あさ美,8,22375,8,55.0,-3.2,-1.8000000000000007,6.7,30.8,3.5,29.0,4.0,37.0,4.0,0.0,28.0,3.0,4.0,31.0
舘ひろし,6,29642,20,59.0,-3.0,2.1000000000000085,26.0,87.3,23.0,89.4,13.0,35.0,12.0,8.0,32.0,18.0,20.0,50.0
船越英一郎,2,12231,4,74.0,-1.0999999999999996,1.7000000000000028,11.2,87.3,10.1,89.0,6.0,49.0,4.0,0.0,40.0,18.0,4.0,58.0
芋生悠,6,9000,3,41.0,0.0,0.20000000000000018,0.7,3.0,0.7,3.2,-2.0,10.0,0.0,2.0,15.0,13.0,2.0,28.0
芦田愛菜,6,67348,23,199.0,-0.9000000000000057,1.1000000000000085,46.7,94.3,45.8,95.4,11.0,183.0,12.0,2.0,147.0,25.0,14.0,172.0
芳根京子,7,44553,25,188.0,-2.5,-6.599999999999994,20.9,61.8,18.4,55.2,13.0,106.0,11.0,2.0,101.0,31.0,13.0,132.0
若月佑美,9,23507,7,67.0,-0.9000000000000001,-2.1000000000000014,2.7,11.3,1.8,9.2,10.0,113.0,6.0,1.0,56.0,1.0,7.0,57.0
若村麻由美,6,52124,10,49.0,-0.40000000000000036,-1.0,10.8,46.5,10.4,45.5,13.0,17.0,6.0,0.0,15.0,8.0,6.0,23.0
若林正恭,3,7709,3,121.0,-1.8999999999999986,-0.7000000000000028,35.0,90.8,33.1,90.1,1.0,58.0,2.0,1.0,75.0,34.0,3.0,109.0
茅島みずき,8,37726,19,58.0,-0.29999999999999993,0.0,0.7,3.7,0.4,3.7,34.0,57.0,18.0,0.0,39.0,6.0,18.0,45.0
草刈正雄,7,30802,25,70.0,1.4000000000000021,2.700000000000003,23.7,86.0,25.1,88.7,33.0,46.0,18.0,3.0,36.0,16.0,21.0,52.0
草刈民代,7,7576,10,43.0,0.5,-0.9000000000000057,10.1,69.4,10.6,68.5,3.0,13.0,3.0,1.0,16.0,6.0,4.0,22.0
草彅剛,4,38393,39,316.0,-3.200000000000003,0.09999999999999432,27.6,94.2,24.4,94.3,56.0,467.0,32.0,6.0,254.0,37.0,38.0,291.0
荒川良々,3,3257,4,45.0,2.5,2.8999999999999915,11.0,72.7,13.5,75.6,1.0,19.0,1.0,0.0,16.0,3.0,1.0,19.0
荒木飛羽,12,53022,27,73.0,1.4,0.8999999999999995,0.5,6.7,1.9,7.6,38.0,73.0,19.0,3.0,49.0,17.0,22.0,66.0
莉子_(モデル),9,21143,56,308.0,0.3999999999999999,1.5999999999999996,1.9,8.5,2.3,10.1,68.0,334.0,45.0,9.0,222.0,40.0,54.0,262.0
菅田将暉,5,91054,32,365.0,3.3000000000000043,0.5,33.3,92.2,36.6,92.7,49.0,433.0,29.0,3.0,306.0,40.0,32.0,346.0
菅野美穂,5,39639,14,143.0,-1.0,-2.3999999999999915,30.6,85.1,29.6,82.7,6.0,5.0,8.0,3.0,50.0,41.0,11.0,91.0
菅野莉央,13,38982,11,43.0,-0.5,0.0,0.5,2.3,0.0,2.3,11.0,40.0,7.0,1.0,22.0,2.0,8.0,24.0
菊池桃子,12,81242,21,71.0,-0.6999999999999993,0.6999999999999886,13.6,71.9,12.9,72.6,6.0,36.0,12.0,8.0,43.0,19.0,20.0,62.0
菊池風磨,12,127223,88,499.0,2.1999999999999993,3.6999999999999886,22.8,64.4,25.0,68.1,101.0,647.0,71.0,14.0,399.0,79.0,85.0,478.0
菜々緒,7,58371,80,359.0,1.3000000000000007,-2.3000000000000114,26.0,86.9,27.3,84.6,56.0,313.0,52.0,18.0,249.0,60.0,70.0,309.0
萩原みのり,4,33513,4,24.0,-0.7,-0.09999999999999964,0.7,2.8,0.0,2.7,6.0,15.0,3.0,0.0,11.0,4.0,3.0,15.0
萩原利久,2,28043,7,124.0,0.29999999999999993,1.1000000000000014,0.9,12.2,1.2,13.3,10.0,261.0,6.0,0.0,110.0,5.0,6.0,115.0
萬波ユカ,2,126,0,11.0,0.0,-0.9000000000000004,0.5,4.4,0.5,3.5,0.0,11.0,0.0,0.0,8.0,0.0,0.0,8.0
萬田久子,6,24603,11,60.0,-2.5,-1.0,10.6,71.3,8.1,70.3,8.0,34.0,9.0,2.0,39.0,16.0,11.0,55.0
葵わかな,6,33975,36,106.0,-0.7000000000000002,4.800000000000004,6.7,42.8,6.0,47.6,50.0,149.0,34.0,0.0,95.0,4.0,34.0,99.0
蒔田彩珠,3,12099,12,74.0,0.20000000000000018,-2.8000000000000007,1.9,12.9,2.1,10.1,9.0,71.0,7.0,2.0,49.0,8.0,9.0,57.0
蒼井優,8,48191,45,113.0,-1.4000000000000021,-1.9000000000000057,27.8,89.9,26.4,88.0,53.0,71.0,39.0,2.0,72.0,24.0,41.0,96.0
蓮佛美沙子,4,18025,21,69.0,2.1000000000000005,2.1000000000000014,6.7,36.5,8.8,38.6,30.0,62.0,19.0,0.0,44.0,8.0,19.0,52.0
薬丸裕英,4,8496,7,48.0,-3.000000000000001,1.1999999999999886,10.8,86.9,7.8,88.1,2.0,1.0,4.0,2.0,14.0,13.0,6.0,27.0
薬師丸ひろ子,5,32836,4,52.0,-2.5,-0.7000000000000028,25.7,84.8,23.2,84.1,2.0,27.0,2.0,1.0,24.0,14.0,3.0,38.0
藤ヶ谷太輔,8,124876,31,232.0,1.9000000000000004,6.200000000000003,11.2,67.1,13.1,73.3,37.0,258.0,25.0,6.0,181.0,48.0,31.0,229.0
藤井流星,7,13451,11,131.0,1.5999999999999996,-0.6999999999999957,3.7,41.4,5.3,40.7,8.0,97.0,6.0,2.0,64.0,15.0,8.0,79.0
