name,name2,gender,pop_diff_past,aware_diff_past,201902人気度,201902知名度,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5,weightedPV1_past,weightedPV2_past,weightedPV3_past,weightedPV4_past,weightedPV5_past,allPV_past
百田夏菜子,百田夏菜子,女性,2.3,-1.6,11.9,62.3,8,74008,0,0,1,4.3,14.2,60.7,15.2,65,0,0,0,0,0,0,0,0,7.86E-08,0.0002734188031,0,0,0,60778.59222,141820.0665,21409.36323,1557.878112,87169.48869,310707,14096.56371,19046.56851,262723.4371,555624.1048,27806.53644,2380.375961,267790.0394,1532014
的場浩司,的場浩司,男性,-0.2,-3.8,15.8,90.3,8,17985,9,59,-3,2,15.6,86.5,12.6,88.5,-1,9,2,3,17,12,5,29,5.73E-08,8.30E-05,5.07800298,75663.11149,9.703957284,16934.8096,39837.40218,8379.180326,714.6747589,25125.35922,86052,3065.021132,4261.031132,102228.4838,215121.4987,10644.65638,992.6687638,102276.0107,600461
皆藤愛子,皆藤愛子,女性,-1.4,-4.3,9.9,60.4,15,65928,27,60,2.3,2.8,8.5,56.1,10.8,58.9,6,33,12,10,32,14,22,46,1.02E-08,0.0001928577933,4.769508944,134286.564,12.88053464,41849.17356,102881.4396,40540.09926,3659.96033,71761.96537,202936,12385.04894,22811.90502,232654.7127,485356.7144,18565.31946,1702.321291,224541.3752,1380425
益若つばさ,益若つばさ,女性,-0.5,-2,5.5,76.3,9,16720,21,124,0.5,-2.1,5,74.3,5.5,72.2,-16,64,5,13,71,35,18,106,6.19E-08,0.0005382755044,8.900223936,270523.0784,27.6201586,16179.41929,38926.51062,12236.19005,701.5417801,25567.9455,80146,3463.343566,6210.754734,158616.7653,332701.6391,10943.17002,1433.708097,156649.5601,933796
相武紗季,相武紗季,女性,-0.4,-5.3,20.4,82.8,4,18730,10,58,-3.2,-0.5,20,77.5,16.8,77,15,37,9,0,34,8,9,42,4.63E-09,0.0001207788339,3.78764098,118021.6148,11.7179423,29455.62352,71229.16979,23281.85721,1843.944802,47746.67838,145179,3577.912907,5870.202416,239903.4725,500111.8748,19330.24794,1927.666534,231035.7985,1425801
相葉雅紀,相葉雅紀,男性,-1.8,-0.3,49.4,96.6,11,37109,41,266,-3.7,-1.6,47.6,96.3,43.9,94.7,76,290,36,3,215,39,39,254,2.04E-07,0.001135910769,21.75301806,486089.8217,48.17164228,44324.85458,104648.7336,22669.73916,2600.870383,67161.63565,224468,8150.957066,12579.96745,322153.5898,668369.7591,17438.87304,2131.140833,304024.1324,1922379
眞島秀和,眞島秀和,男性,1.9,11.7,4.1,29.2,8,43578,8,60,1.6,2.1,6,40.9,7.6,43,6,68,5,3,44,6,8,50,0,9.04E-06,4.763802993,109117.4267,10.60182207,36111.26383,88510.09103,34927.9987,2759.333338,61122.19298,175432,8897.783086,14719.10403,294027.1497,609899.6322,19070.95114,2135.017327,277364.6554,1755884
眞鍋かをり,眞鍋かをり,女性,1.6,-6.7,9,83,22,46887,21,42,-0.9,1.2,10.6,76.3,9.7,77.5,3,6,8,5,11,7,13,18,2.30E-08,0.0002359625573,3.967048178,77481.79311,7.673239218,26625.07989,63899.06283,16895.92347,3256.293768,43867.75218,132814,7906.787314,14227.06706,207107.8643,437121.9383,18802.51781,1726.443058,209343.3043,1210096
真木よう子,真木よう子,女性,2.5,-1.7,14.5,74.3,16,73907,31,90,-2.5,-0.4,17,72.6,14.5,72.2,6,43,19,10,59,24,29,83,1.99E-08,0.0001446561677,7.057449265,200670.3791,20.06219768,48097.54889,113373.3916,19062.29589,2212.267095,72014.72664,243110,7315.434703,12508.5809,527311.6993,1093659.775,21761.0138,3779.804124,497362.1694,3143911
真矢ミキ,真矢ミキ,女性,-1.6,-6.2,25,86,10,30311,24,58,-0.6,-0.3,23.4,79.8,22.8,79.5,5,15,6,4,16,7,10,23,1.45E-09,2.27E-05,5.571883515,119894.0261,12.23788376,23695.17801,55887.43908,12045.23717,1622.691403,36052.1076,120233,5509.37376,8269.447339,185523.0687,384453.8595,9644.010934,876.1772903,173908.956,1108998
真飛聖,真飛聖,女性,0.9,0.2,3.5,22.3,13,127621,23,82,0.6,2.8,4.4,22.5,5,25.3,31,111,18,1,61,1,19,62,7.49E-09,0.000119514726,7.801303854,193182.5184,18.56044322,66447.44861,152519.2921,19300.74753,1570.857066,90551.09518,346904,25887.94914,32867.02195,265053.6671,548614.6842,11321.33974,1072.902144,247102.5726,1585342
矢作穂香,矢作穂香,女性,1.1,-0.2,0.5,6.2,4,20985,13,52,-0.2,0.9,1.6,6,1.4,6.9,2,31,2,1,20,2,3,22,8.38E-10,6.13E-05,5.949686574,128459.386,10.64613699,31728.63037,75624.72809,19570.20143,2285.755517,49779.95161,159095,3594.69516,4957.340949,247090.3248,517767.7002,12135.23936,1207.073916,242165.2948,1453440
矢本悠馬,矢本悠馬,男性,-2.5,10.3,9.6,33.1,6,13705,6,63,0.5,-1.8,7.1,43.4,7.6,41.6,4,58,4,1,40,2,5,42,4.81E-08,0.000255508234,4.885920431,108667.1641,11.37033337,23914.22531,55457.83836,7090.996356,563.8196492,33636.98832,123107,2153.591756,2881.246746,203029.6174,427915.1318,26413.50807,1773.790923,204151.5184,1190922
矢沢永吉,矢沢永吉,男性,2.8,-1.9,20,95.4,6,46552,62,245,-4.4,-1.3,22.8,93.5,18.4,92.2,17,166,33,28,145,69,61,214,2.67E-07,0.005764980284,16.6283663,506756.7375,47.34983029,60462.53199,141679.6553,25251.741,2944.908419,89179.37702,308335,7311.623148,10694.78461,414108.9194,885384.0153,119349.7963,4705.477114,439775.2161,2403566
矢田亜希子,矢田亜希子,女性,3.5,0.3,12.6,74.7,13,62512,23,122,0.2,-1.2,16.1,75,16.3,73.8,23,123,17,3,98,14,20,112,4.96E-09,7.90E-05,7.921985296,243013.0987,25.60050581,48372.04281,116645.6314,35794.87256,1934.621117,76783.49644,238465,10790.28712,16398.64389,386021.4265,801037.7782,21386.66797,1778.683827,363790.6513,2303377
矢部浩之,矢部浩之,男性,-1.2,-4.3,20.5,95.6,9,22713,22,69,-0.2,3.7,19.3,91.3,19.1,95,17,35,14,4,40,18,18,58,1.53E-07,0.0002911537578,5.919994559,158480.967,17.76601139,22286.6501,53158.12841,13262.16242,1069.492933,34522.90309,111310,4332.732365,6245.351578,149339.37,310279.4761,7291.554691,676.1750492,141434.0368,889023
知念侑李,知念侑李,男性,1.4,7.3,7.6,57.5,7,15468,7,79,-0.9,0.7,9,64.8,8.1,65.5,8,85,5,0,61,10,5,71,1.66E-07,0.0003040768658,5.308594608,106254.1602,12.91318684,25959.47671,61524.90128,14020.07109,1166.719533,39418.66703,130647,3265.450506,5092.253827,216433.0596,453165.9286,19142.37632,2081.680676,212396.8164,1278206
知花くらら,知花くらら,女性,-3.2,-11.1,6.7,55.2,8,18231,11,41,0.4,-3.6,3.5,44.1,3.9,40.5,11,17,8,0,15,4,8,19,0,2.97E-06,3.926771355,78182.30161,9.602564084,11220.90579,26279.15966,4795.699594,417.0462025,16388.54207,57253,3200.853931,4416.659827,93298.75167,195071.5075,5608.920741,374.1778004,90560.36297,551754
石丸幹二,石丸幹二,男性,0.6,2.5,9.7,58.2,9,26952,5,53,0.7,1.2,10.3,60.7,11,61.9,8,60,4,1,34,4,5,38,7.17E-10,9.72E-05,4.170831106,84925.58839,8.653128296,22824.4362,53591.84345,9774.749344,888.107244,33628.4118,116023,5687.264837,7937.063347,171662.4015,363593.669,23904.46194,1530.535085,175903.9277,1000771
石井杏奈_(E-girls),石井杏奈_(E-girls),女性,2.6,4.5,4.8,21.9,3,12128,5,55,-1,1,7.4,26.4,6.4,27.4,4,47,3,1,34,8,4,42,9.94E-10,0,4.285845921,96909.73062,10.81796648,31520.19882,73999.63757,13649.41814,1156.835311,46351.89101,160251,2096.876072,2999.952762,278331.6404,591786.3387,32488.22854,3312.812481,290276.4592,1610822
石原さとみ,石原さとみ,女性,-9.5,-1.3,46,94.9,4,29497,21,141,1.6,-1.2,36.5,93.6,38.1,92.4,16,77,14,3,80,33,17,113,9.91E-07,0.006189848226,11.4076259,239649.0048,23.37457198,68223.30479,160897.184,31834.44599,3078.56962,102198.2418,345188,4619.734257,5814.392367,767223.9777,1593951.928,44112.99717,5919.499075,728719.2298,4571495
石原良純,石原良純,男性,4.7,-0.9,15.8,95.6,15,37200,18,72,-3.5,-1.4,20.5,94.7,17,93.3,0,18,7,6,37,18,13,55,5.20E-08,0.0002485861479,8.424653832,179954.6714,18.05397271,25780.23493,61604.64063,14576.57198,2232.342914,41094.03317,128777,7226.077841,12954.87601,244151.2299,514335.7238,13781.50183,1083.174933,244160.6747,1426745
石塚英彦,石塚英彦,男性,-9.8,-2.6,38.6,97.5,8,10525,14,48,-1.9,-1.4,28.8,94.9,26.9,93.5,11,17,7,2,17,9,9,26,7.19E-09,1.14E-05,4.949336316,76579.17725,9.45036418,13786.77462,32689.67069,7339.563392,648.8077415,20989.17038,69358,2281.772298,3111.694483,93271.66347,194908.8698,7021.89606,891.61404,90831.05028,552136
石川恋,石川恋,女性,-0.6,-5.6,2.7,15.9,14,33943,65,188,-0.5,3,2.1,10.3,1.6,13.3,47,66,32,8,62,35,40,97,0,1.73E-05,15.39523412,306944.8131,33.98997737,30745.38649,71830.05791,10436.95575,486.5237572,43968.37054,156717,4455.689613,6118.299943,139350.1097,294905.8973,21618.70917,1371.059244,142394.0754,813146
石橋貴明,石橋貴明,男性,0.4,-2.6,19.6,94.5,6,29057,37,140,-1.9,0.3,20,91.9,18.1,92.2,22,54,23,11,84,44,34,128,1.52E-07,0.0006534697089,9.455810399,241119.0408,26.77038779,39955.53246,94028.51554,18063.4426,1109.283072,58811.97381,202345,5317.198839,8122.780166,376662.8174,786124.6969,19619.54373,2340.863218,363804.312,2227168
石田ひかり,石田ひかり,女性,4.7,-5.5,8,72.9,8,28518,4,64,-1.9,0.6,12.7,67.4,10.8,68,1,46,2,1,40,10,3,50,9.07E-10,4.28E-05,5.043794182,118509.9764,12.85317237,34638.04347,84847.73087,30690.29419,2561.707024,58476.96267,168036,4067.122925,8005.368145,248895.9781,520305.3541,11615.82841,1007.401147,241461.2666,1470224
石田ゆり子,石田ゆり子,女性,3.9,1.1,35.9,80.5,4,19277,16,211,0.9,-1.4,39.8,81.6,40.7,80.2,14,188,12,2,143,27,14,170,2.71E-08,0.000446040764,16.715259,416938.9348,41.19805026,58219.25015,138863.8995,34513.37025,3055.792808,90409.44571,290973,4133.442176,6692.288542,559432.9342,1156988.372,21235.18172,2326.287985,519938.9514,3349668
石田ニコル,石田ニコル,女性,0.5,-1.9,3.4,27.6,8,14629,10,65,-1.4,3.3,3.9,25.7,2.5,29,11,54,6,2,30,7,8,37,1.42E-08,4.62E-05,5.015333996,85440.3305,9.897690727,12757.80707,30540.42087,8432.230031,620.5189728,19962.19303,63505,2692.552737,4715.283565,162418.0067,337371.2931,8569.678491,487.5599905,153429.0438,968080
石野真子,石野真子,女性,-1.6,-9,12.2,77.5,8,27792,11,39,0.4,0.3,10.6,68.5,11,68.8,5,8,5,2,14,11,7,25,1.13E-09,5.73E-05,3.348816524,69181.21725,7.52963265,28737.42295,68326.42356,16345.90046,1433.258425,44187.3263,144096,3891.230026,5978.233583,212901.9265,444635.1798,14943.99745,1181.883658,206016.6061,1260871
磯山さやか,磯山さやか,女性,7.6,-1.4,10.6,69.7,12,35518,27,68,-2.8,0.5,18.2,68.3,15.4,68.8,33,64,20,0,49,8,20,57,1.17E-08,0.00054386744,5.825690382,148565.2276,15.16094893,30821.79059,72479.58539,13828.81518,1058.538921,45467.14509,156353,7022.177062,9438.582406,229455.2217,477216.747,10946.64909,1042.058159,218215.2402,1364232
磯村勇斗,磯村勇斗,男性,6.4,24.1,6.7,23.9,4,42908,7,260,2.7,1.9,13.1,48,15.8,49.9,4,269,3,1,176,24,4,200,2.79E-08,0.0005574284972,19.60278884,400383.4119,41.90523023,50903.02306,117800.7916,18062.58642,1864.467717,71767.96589,263496,7812.866615,9616.287114,622721.7072,1313257.748,74451.34813,11092.20887,633381.5155,3651265
磯野貴理子,磯野貴理子,女性,1.2,-2.4,13.5,89.7,13,24222,6,24,0,-1.6,14.7,87.3,14.7,85.7,3,2,4,1,7,6,5,13,2.58E-09,0.0002635019479,2.072604192,63766.39009,6.441777181,18579.00792,44587.78743,12689.87731,1051.500427,29428.25925,92211,4880.531652,8218.479098,166384.3373,344282.1837,10034.25698,879.2279491,155111.0522,997736
神尾楓珠,神尾楓珠,男性,6.5,30.5,1.8,8.1,8,88222,19,194,-1,-1.1,8.3,38.6,7.3,37.5,1,132,9,7,114,41,16,155,2.58E-07,0.004872122229,17.46592125,362344.1144,34.13137075,70914.11365,174814.1621,67963.70963,13610.5894,129981.0481,344658,17417.68461,46720.97447,508421.3042,1101638.591,79009.63795,7830.890383,569838.9171,2879113
神木隆之介,神木隆之介,男性,6,8.1,27.8,81.1,4,33069,13,144,-0.9,-0.9,33.8,89.2,32.9,88.3,21,284,10,0,138,2,10,140,2.21E-07,0.005455457825,10.58225897,236357.9147,22.88757556,65643.38791,156099.4636,35187.60143,2416.08819,100128.8598,328469,6734.203496,10391.07556,596712.7238,1238954.135,25284.09027,3142.530886,564136.1796,3555388
神田正輝,神田正輝,男性,1.2,-5.1,5.7,80.5,7,10828,10,57,-0.2,1.9,6.9,75.4,6.7,77.3,-6,-51,1,5,5,43,6,48,2.62E-09,0.001307791617,5.379664377,118398.5352,10.66377191,19358.42829,46050.39469,11053.36973,988.5706537,29803.1074,97072,2247.397995,4053.801716,288415.9273,615289.3371,10722.22254,1053.793689,302408.5152,1651346
福原遥,福原遥,女性,9.2,17,6.2,27.4,8,164526,53,512,5.7,8.9,15.4,44.4,21.1,53.3,111,746,51,0,454,32,51,486,2.77E-07,0.007310126072,44.64652511,1389139.981,119.8037377,240961.6934,566667.5133,99097.83604,6983.340202,354310.7365,1220559,28004.64202,37371.50067,750173.1526,1571798.529,60131.93582,6960.171659,738022.1812,4428126
福地桃子,福地桃子,女性,1.7,5.8,1.1,15.8,12,122724,13,116,2.3,1.6,2.8,21.6,5.1,23.2,13,161,11,1,108,3,12,111,5.90E-09,3.67E-05,9.211378217,198250.9987,19.79829689,76214.35319,177090.5302,26735.8603,1908.696199,107873.3027,391967,22928.59958,31117.4088,334290.1507,688298.1882,33598.13693,7831.806851,311605.0514,2027137
福士蒼汰,福士蒼汰,男性,-1.6,1.5,25.3,84.2,3,21178,16,103,0.9,-0.4,23.7,85.7,24.6,85.3,25,103,15,0,74,14,15,88,7.35E-08,0.001456562314,8.089780603,218772.6492,20.96427337,38178.32285,94287.18013,39146.92096,3997.970623,67027.50069,184117,4696.03495,12179.46373,331858.0006,689584.4951,20170.45482,3523.944389,316433.3239,1977933
福山雅治,福山雅治,男性,-5.1,-3.5,40,97,9,161082,62,287,3.2,1.5,34.9,93.5,38.1,95,83,324,53,4,224,45,57,269,1.43E-07,0.007730459817,24.75568702,640664.2994,54.76403123,117404.1476,273160.895,41368.96985,2412.307305,166370.5739,602171,29090.2591,42081.30903,514677.6434,1067145.617,29861.35623,3664.76721,484746.15,3075297
福澤朗,福澤朗,男性,1.2,-3.4,10.1,90.3,4,3581,2,34,-1,-0.4,11.3,86.9,10.3,86.5,0,20,0,0,17,2,0,19,5.08E-08,4.97E-05,3.665609135,47930.68762,7.268231754,10029.68907,23738.85418,5301.572775,502.4116327,15225.59815,50593,737.2062686,1136.348547,91658.74242,191387.5639,4819.418851,587.140954,88718.10004,541828
秋元梢,秋元梢,女性,-1.6,-9.6,4.1,56.5,8,21410,6,45,0.3,0,2.5,46.9,2.8,46.9,6,36,6,0,29,5,6,34,4.55E-09,1.18E-05,3.526661294,75220.55617,6.880946669,19944.70926,48105.88242,14673.94902,1094.643506,31951.75326,98513,4645.648171,7543.55517,173129.562,361949.037,9679.132654,1435.920013,168749.2302,1023702
秋山竜次,秋山竜次,男性,2.7,-0.9,34.5,93.3,8,19890,10,79,-4.5,-0.5,37.2,92.4,32.7,91.9,11,81,6,0,53,6,6,59,1.99E-08,0.0001011879302,7.151391392,130167.1101,14.33362518,22166.95612,52307.83292,11184.72452,980.2161827,33246.76157,112139,4274.550176,6717.689572,154360.0478,323884.6461,13149.44082,1352.248398,152627.3727,909090
稲垣吾郎,稲垣吾郎,男性,0,-4.2,18.2,95.9,3,4600,10,186,-2.8,-0.4,18.2,91.7,15.4,91.3,8,240,7,2,159,19,9,178,4.08E-08,0.0001170634087,15.08053716,291001.7891,29.36161424,25430.06135,61074.41998,16551.66028,1779.228155,40700.06792,126176,692.5951476,1045.79975,149443.8606,313384.7621,11764.17209,1323.343799,147439.7139,880680
稲森いずみ,稲森いずみ,女性,0.6,-7.8,15,72.9,7,32517,10,31,-0.7,-1.2,15.6,65.1,14.9,63.9,-5,-4,0,5,5,11,5,16,0,2.34E-05,3.255926372,65993.66062,7.067307943,32642.2197,75929.8409,12947.05113,1267.661123,46789.59015,167991,5672.816997,7030.451166,253352.3686,528378.3326,16314.07379,1335.012412,243769.9357,1502544
窪田正孝,窪田正孝,男性,2.3,11.7,21.1,67.1,9,41526,73,203,-2.2,1.2,23.4,78.8,21.2,80,95,265,67,4,182,10,71,192,3.37E-09,0.0001114590505,14.7302324,371930.7414,34.16984388,43509.06932,101943.6665,17563.85293,1580.151332,63609.12003,221647,5328.944511,7012.151314,772430.3871,1579435.69,18612.03462,2356.166606,684010.3135,4692193
竜星涼,竜星涼,男性,1.9,9.2,3.2,15.8,11,148125,64,283,3,10.8,5.1,25,8.1,35.8,79,241,47,12,178,58,59,236,3.78E-09,0.0001089995396,23.0930129,630735.433,58.7967406,103530.853,255867.3065,116026.9528,7112.689382,178089.6056,498567,20873.6905,38172.71601,462120.7082,992523.1319,74678.55611,4465.096616,498934.6567,2652743
竹下景子,竹下景子,女性,-4.4,-8.7,15,73.5,4,21441,9,51,3.6,-3.2,10.6,64.8,14.2,61.6,6,28,5,1,25,6,6,31,1.11E-12,0.0002025130804,4.275828061,94259.50509,8.713472596,18312.79824,43905.58187,12145.17763,707.1140058,28599.81424,90825,4462.167948,7228.071825,151400.7867,315490.6164,8527.556525,691.3438406,145073.6419,897469
竹中直人,竹中直人,男性,-2.7,-4.9,32.6,91.3,3,7188,3,65,-1.9,2.8,29.9,86.4,28,89.2,2,34,2,0,36,8,2,44,1.08E-07,0.0002841677723,5.537128976,119781.3102,12.3865217,21606.38594,51093.54238,11257.46996,1144.929668,32782.99215,109122,1389.70181,1915.59125,165065.0118,343629.376,9490.634258,1006.510398,157827.0901,980678
竹内涼真,竹内涼真,男性,-7.6,4.4,31,77.9,10,67830,51,247,0.7,6.4,23.4,82.3,24.1,88.7,57,232,41,9,183,45,50,228,1.71E-08,0.0005142621315,19.52511745,465269.8983,45.80470427,60463.5522,138294.2241,13910.42711,1211.286428,81345.30981,316556,11341.00605,14422.80674,479987.5384,1000876.484,55533.49095,5282.519054,463914.9252,2855046
竹野内豊,竹野内豊,男性,-1.6,-3.5,32.6,87.6,3,22630,34,208,6.9,4.6,31,84.1,37.9,88.7,35,136,28,3,118,39,31,157,4.70E-08,0.0007684044906,14.22735994,400295.1694,43.35153341,56068.52364,137210.0235,51618.35358,3287.671344,93619.18252,272058,4825.632837,8284.973814,384252.0383,803932.2501,24189.26747,2918.558626,375272.3817,2266624
笑福亭鶴瓶,笑福亭鶴瓶,男性,-5.3,-1.2,40.2,98.2,6,24998,20,157,-4.5,-0.5,34.9,97,30.4,96.5,12,66,12,1,73,27,13,100,2.63E-07,0.001441184911,16.74195067,504197.147,47.44710835,41548.00187,97974.97509,20701.77872,1681.797137,62012.34797,210334,3744.425002,5350.302068,286440.2916,599579.9189,22827.27642,2166.947286,280218.4085,1691543
笛木優子,笛木優子,女性,-5.9,-14.3,12.4,57.3,11,17562,3,12,-0.1,0.5,6.5,43,6.4,43.5,0,7,0,0,5,0,0,5,0,4.04E-05,1.014065017,11521.61385,1.823116457,18289.93167,43466.6901,10335.47991,987.9883866,28132.01136,91874,3886.653199,6107.977766,177804.5135,369569.0046,9891.275717,1106.724879,168960.355,1059345
笹野高史,笹野高史,男性,-4.6,-4.4,29.7,91.5,11,35883,14,59,-0.7,1.9,25.1,87.1,24.4,89,10,27,10,1,28,8,11,36,3.24E-08,8.40E-05,5.043248355,121722.7101,10.89814525,22996.70236,56267.75274,21420.93875,1135.509864,38146.10314,111590,6955.204896,11183.56092,105131.8242,219166.555,7749.945312,903.4538276,101322.5097,624191
筧利夫,筧利夫,男性,-7.2,-7.3,17.3,83.4,5,25932,7,58,4.6,2.1,10.1,76.1,14.7,78.2,2,48,3,3,37,5,6,42,1.58E-07,9.07E-05,4.589810322,109503.7101,9.929406841,21354.32447,51807.87902,14827.59638,1657.385539,35229.41564,104641,5002.098713,10532.32942,79465.86036,165108.2464,5807.145043,586.1315196,75462.46542,474014
筧美和子,筧美和子,女性,0.7,-1.1,7.4,54.7,5,16644,8,65,-0.5,-0.3,8.1,53.6,7.6,53.3,8,27,7,1,36,17,8,53,2.59E-09,5.16E-05,4.823234678,118621.5118,13.79550595,36272.8958,85765.23986,19441.51771,2187.140202,55229.84567,183489,2149.769928,4261.585066,294098.9578,614535.7252,34602.29541,4530.054074,287929.0347,1746393
箭内夢菜,箭内夢菜,女性,1.8,2.8,0.7,3.2,11,123851,14,115,0.3,-0.3,2.5,6,2.8,5.7,5,54,5,2,50,22,7,72,1.68E-08,0.0002136391878,10.28016717,201910.1222,18.38946411,58433.77158,136757.7039,23941.23019,1055.404071,84087.12723,297645,24493.37214,33747.08295,275062.0906,581292.8388,20417.61352,1983.773874,279162.6159,1601035
篠原涼子,篠原涼子,女性,-13.1,-1.2,34.7,91.3,7,112773,62,129,1.9,0.7,21.6,90.1,23.5,90.8,92,132,49,7,88,25,56,113,1.35E-08,0.0002309861374,11.54877765,268040.913,26.20357754,77812.3553,187256.5999,50427.73587,1528.051408,121367.1971,382890,21335.96455,34813.90085,398042.6364,829233.1713,22363.06859,2040.177131,381279.9078,2362415
米倉涼子,米倉涼子,女性,-2.5,0.2,38.4,95.6,8,29042,37,178,-2.6,-1.3,35.9,95.8,33.3,94.5,-39,91,12,22,115,53,34,168,6.78E-09,0.0001067830187,15.16610544,423159.0245,38.477342,40278.5417,96227.81928,23630.59539,3781.528628,64477.01781,201458,6494.736272,12685.36773,530606.4293,1097470.309,20452.26521,2373.881697,493510.4406,3175430
紗栄子,紗栄子,女性,-0.9,-4.4,5.1,69.9,12,71323,44,222,2.2,2.3,4.2,65.5,6.4,67.8,2,29,13,17,84,88,30,172,2.33E-08,0.0002286565917,19.74596128,471446.9026,47.66164422,41270.92132,100004.4459,34739.42498,3065.488527,67718.23754,203412,12252.03286,21968.79752,290227.8641,606404.9548,17722.24025,1733.585979,281509.2504,1714748
紺野まひる,紺野まひる,女性,0,-2.8,2.8,28.8,8,47807,13,31,-0.7,1.8,2.8,26,2.1,27.8,0,5,2,2,8,5,4,13,6.90E-08,5.98E-05,2.533000415,52622.5917,5.193581411,21101.59292,49466.26632,8585.365493,454.7314547,30580.04112,107313,8933.826952,12572.0909,140997.5317,298638.5224,11398.79008,562.9402159,143874.7102,819280
紺野彩夏,紺野彩夏,女性,0.5,1.4,0.2,3.7,15,37062,52,233,0.4,0.4,0.7,5.1,1.1,5.5,38,223,32,8,166,29,40,195,0,8.78E-06,17.70726682,329498.5521,39.06292983,32622.0256,78917.97985,23259.31825,3941.930358,54907.53007,160989,6238.19436,12111.68454,86397.79112,181102.789,5116.067133,444.254166,84807.36616,508985
紺野美沙子,紺野美沙子,女性,-0.2,-8.1,7.3,61.9,10,31505,8,30,-0.4,1.8,7.1,53.8,6.7,55.6,3,-2,4,1,8,11,5,19,0,1.53E-06,4.636415425,110021.5991,7.44212433,15649.92146,37774.17107,12911.64119,815.3056929,25043.76118,77464,6403.474858,10952.47512,104033.2126,223535.9039,9532.337295,454.750846,112036.07,594735
綾瀬はるか,綾瀬はるか,女性,-0.5,0,59.3,95.4,3,22221,23,351,-0.7,0.5,58.8,95.4,58.1,95.9,24,281,19,4,250,59,23,309,1.32E-07,0.001726487858,24.94470956,578435.4562,54.18093176,80595.43548,197745.7381,70496.0709,10764.08063,141483.6808,391698,7945.018245,18738.01787,767501.4639,1605700.583,47234.6696,3142.238403,746786.4829,4530841
綾野剛,綾野剛,男性,-5.3,1.3,29.4,85.8,4,77412,57,250,-0.9,1.6,24.1,87.1,23.2,88.7,48,182,46,10,168,60,56,228,2.29E-07,0.001738340194,20.51728518,516634.3401,41.94279165,70893.27957,170665.8654,51051.15587,2667.720854,111886.076,349934,12481.06707,20129.53391,656914.7119,1385783.984,64637.167,5963.10027,663263.9428,3840665
織田裕二,織田裕二,男性,1,-3.4,21.1,91.7,1,2102,0,51,-1.2,0.9,22.1,88.3,20.9,89.2,0,-18,0,0,13,28,0,41,3.54E-08,0.0002508475158,4.02555984,69915.20926,7.395160538,29498.1924,69876.96762,15237.9912,1750.391165,45186.60291,148641,1496.702227,3504.71021,274916.47,591719.5368,81371.17282,6565.094934,302368.0416,1581811
美村里江,美村里江,女性,1.4,-1.8,4.4,24.1,11,70497,20,47,0.6,2.1,5.8,22.3,6.4,24.4,20,45,13,0,30,1,13,31,0,3.03E-05,5.903690488,116152.4092,10.24672756,44472.1352,110304.1312,42571.83882,9665.833473,83907.54631,214451,13846.00457,30045.52537,271202.8719,578613.932,59735.98147,3109.755796,285985.9295,1572272
羽生結弦,羽生結弦,男性,-7.8,-2.4,42.1,98.2,5,26046,30,416,-2.8,0,34.3,95.8,31.5,95.8,67,654,25,3,340,57,28,397,3.24E-07,0.007773704011,39.34377805,1028514.822,75.94222467,54831.22104,129493.0023,26292.53236,1679.867173,81689.3809,276574,5648.372625,8435.849043,567453.6046,1212935.134,95656.54865,5763.545645,602029.924,3271322
羽田美智子,羽田美智子,女性,0.2,-9.2,17,70.1,12,29724,16,53,-0.6,2.1,17.2,60.9,16.6,63,22,49,12,0,32,3,12,35,1.31E-08,9.61E-05,5.551727479,97371.39554,10.77970144,24089.20661,57460.17086,13571.99728,1059.173747,37227.22953,120142,6537.766362,10917.88363,256222.8713,538251.9132,30233.44741,10295.90829,262326.3762,1513120
羽鳥慎一,羽鳥慎一,男性,0.2,-1.6,25.8,93.1,12,65165,17,67,-0.9,-0.9,26,91.5,25.1,90.6,3,-9,6,7,22,34,13,56,7.09E-08,0.0009575832934,5.549812473,169156.4895,14.93982967,36563.36105,85168.6884,13517.93236,813.4345303,52040.67811,187377,9435.873046,13153.22504,224937.6278,469375.8275,17512.55533,3260.804968,218850.958,1334342
臼田あさ美,臼田あさ美,女性,0.5,-4.6,6.2,35.4,8,22375,8,55,-3.2,-1.8,6.7,30.8,3.5,29,4,37,4,0,28,3,4,31,1.41E-08,0.0001315901276,4.886979114,95842.89563,11.28876903,22340.59235,53706.24258,14676.50747,3008.087614,37286.1408,111290,4047.655925,9073.292484,160026.7059,335195.0057,14293.24903,1209.273408,156945.8545,944279
舘ひろし,舘ひろし,男性,1.8,-4.6,24.2,91.9,6,29642,20,59,-3,2.1,26,87.3,23,89.4,13,35,12,8,32,18,20,50,9.27E-08,0.0005081833917,4.778053034,166363.0505,12.90888996,33820.9304,79076.18693,13678.50708,1229.977974,49133.58593,172815,4862.348221,5975.793996,333136.1626,692484.0569,18303.43337,1684.481598,316281.5814,1982413
