name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3
原田龍二,9,55951,8,72.0,-1.9000000000000004,1.5999999999999943,9.9,74.9,8.0,76.5,-4.0,13.0,1.0,5.0,34.0,27.0,6.0,61.0,0.0,0.00018241369895531163,5.543137759634497,124678.715219973,13.534841807772935
原菜乃華,10,85151,46,242.0,0.30000000000000004,3.9000000000000004,1.8,8.1,2.1,12.0,81.0,395.0,40.0,2.0,186.0,22.0,42.0,208.0,1.870145451881417e-09,0.00199720308206013,20.53881216772859,447570.22560446436,42.49874607457077
又吉直樹,3,13562,1,70.0,0.0,1.6000000000000085,19.6,93.1,19.6,94.7,1.0,65.0,1.0,0.0,53.0,9.0,1.0,62.0,3.4904423428895337e-08,0.0003271846327468327,5.685706380292938,127827.37395549162,12.187373480837753
及川光博,5,36944,15,83.0,1.3999999999999986,0.30000000000001137,25.5,89.6,26.9,89.9,6.0,69.0,7.0,5.0,56.0,16.0,12.0,72.0,9.75374867226262e-08,0.0005549149077791447,6.739761494536017,153842.71804461695,15.280256211046344
友近,8,12982,11,97.0,4.400000000000002,0.3999999999999915,23.9,92.9,28.3,93.3,6.0,40.0,6.0,1.0,49.0,17.0,7.0,66.0,8.406397214714428e-08,0.0003152868389245949,9.676825372967263,196529.14361328556,20.09640710477856
反町隆史,7,45994,28,96.0,-1.1999999999999993,1.7999999999999972,29.2,87.8,28.0,89.6,28.0,64.0,24.0,1.0,61.0,18.0,25.0,79.0,2.44838788473487e-08,0.0003370456182996545,7.713716698167747,186293.97048860256,19.696419677173317
古川優奈,17,123618,17,54.0,3.8999999999999995,10.300000000000004,4.8,52.4,8.7,62.7,1.0,11.0,5.0,10.0,22.0,26.0,15.0,48.0,0.0,0.00034893894340013473,3.895828742512896,119907.21454037137,12.161473344472428
古川琴音,10,121850,24,102.0,1.3999999999999995,3.400000000000002,3.7,17.7,5.1,21.1,53.0,147.0,23.0,0.0,76.0,6.0,23.0,82.0,4.110295991278888e-09,0.0013244497642550784,8.031202118870269,176128.07247326453,18.080763527619748
古川雄大,6,26205,44,123.0,0.0,-0.8999999999999986,3.7,18.4,3.7,17.5,76.0,213.0,37.0,5.0,108.0,10.0,42.0,118.0,6.063851393846711e-08,0.0011248683696270185,11.540969897731484,201021.076830497,22.26918488267403
古田新太,9,34791,19,65.0,-0.3000000000000007,1.5999999999999943,23.7,86.7,23.4,88.3,8.0,45.0,10.0,7.0,37.0,13.0,17.0,50.0,4.8857408293415386e-08,9.230018088967902e-05,5.79574610330428,124067.6665135792,12.976946527971299
古畑星夏,8,17324,9,65.0,0.5,0.3000000000000007,1.1,8.0,1.6,8.3,-2.0,50.0,0.0,2.0,36.0,8.0,2.0,44.0,2.4741338863623376e-08,8.761224220787115e-05,5.477713567858541,127733.15075745118,12.859184024680117
古舘伊知郎,6,12029,11,74.0,-3.0,0.20000000000000284,12.6,86.2,9.6,86.4,-2.0,-25.0,3.0,5.0,17.0,40.0,8.0,57.0,2.1279460117874484e-07,0.0005041379023084364,6.278594052053488,141762.3172245556,14.28717999421328
吉岡秀隆,11,155043,42,84.0,2.5,5.299999999999997,12.7,70.3,15.2,75.6,84.0,171.0,38.0,2.0,78.0,4.0,40.0,82.0,9.310916112271226e-09,0.00040540434315310884,6.841864502311573,168457.4326702194,15.953713304800806
吉岡里帆,1,8728,7,373.0,-2.1000000000000014,1.2000000000000028,31.3,80.7,29.2,81.9,11.0,504.0,7.0,0.0,326.0,34.0,7.0,360.0,1.0699473124382349e-07,0.0021728278380139772,28.900951772886117,666725.4708458054,68.86269671062315
吉川愛,7,53778,29,228.0,2.499999999999999,1.4000000000000021,6.2,23.4,8.7,24.8,19.0,118.0,16.0,8.0,106.0,51.0,24.0,157.0,9.167318205111401e-09,0.0003179109573877601,17.044177559307414,408331.20954465884,42.89096243369754
吉川晃司,5,203655,50,211.0,3.1999999999999993,-0.6000000000000085,16.8,80.2,20.0,79.6,74.0,126.0,46.0,1.0,122.0,62.0,47.0,184.0,1.041331518940596e-07,0.000843637064808856,17.6891413462096,414987.81042698486,34.45712962442304
吉村崇,13,31149,10,81.0,-0.5,-0.9000000000000057,17.7,83.9,17.2,83.0,1.0,-18.0,5.0,3.0,33.0,42.0,8.0,75.0,5.409882381085751e-09,2.3792916342600203e-05,6.396420201355637,176048.01048163392,17.346022477649008
吉永小百合,5,22193,2,73.0,-3.6999999999999993,0.20000000000000284,32.4,85.5,28.7,85.7,0.0,42.0,1.0,1.0,39.0,19.0,2.0,58.0,8.772020735415933e-08,0.000743380095519108,7.17440625322148,168143.45923553145,14.31454656016004
吉沢亮,2,31999,31,482.0,4.599999999999998,5.299999999999997,25.8,71.9,30.4,77.2,45.0,712.0,28.0,1.0,436.0,30.0,29.0,466.0,6.928048288569934e-08,0.0011349806784071847,36.330561108419786,838785.172427854,79.92604152592652
吉瀬美智子,7,36957,28,119.0,-1.3999999999999986,0.7999999999999972,26.2,75.0,24.8,75.8,20.0,87.0,21.0,6.0,80.0,25.0,27.0,105.0,4.197968703775117e-08,0.0015596648925403499,8.110141374807844,244205.08051915103,24.416857024527115
吉田羊,7,61323,16,255.0,-2.299999999999997,-2.0999999999999943,37.0,82.5,34.7,80.4,17.0,131.0,11.0,2.0,114.0,39.0,13.0,153.0,0.0,3.203538294921405e-05,22.31572133391644,406943.8607904724,39.70215971036963
吉田美月喜,10,2828,40,107.0,-0.4,0.30000000000000004,0.4,1.8,0.0,2.1,44.0,117.0,28.0,5.0,73.0,17.0,33.0,90.0,1.1198503383354461e-08,4.361198961591287e-06,10.953558327406787,165699.17705197076,19.386758064856124
吉田莉桜,3,1270,0,49.0,-0.4,-0.20000000000000018,0.9,3.7,0.5,3.5,0.0,7.0,0.0,0.0,18.0,28.0,0.0,46.0,0.0,9.796373867840156e-08,4.317637525024399,57666.91778155275,7.5585756196975
吉田鋼太郎,5,27172,21,225.0,-2.8999999999999986,-2.8999999999999915,28.7,90.3,25.8,87.4,4.0,56.0,7.0,7.0,68.0,51.0,14.0,119.0,6.742689484501207e-08,0.00031126902498608024,18.754940185214426,355623.7835357309,36.62728740928495
吉谷彩子,10,74376,18,77.0,0.6999999999999997,6.199999999999999,3.2,16.6,3.9,22.8,20.0,92.0,14.0,4.0,55.0,10.0,18.0,65.0,0.0,9.28758075455482e-05,6.3658385916685525,197243.72172746502,18.472505028941693
吉高由里子,10,189049,76,266.0,0.3999999999999986,-0.29999999999999716,36.6,83.7,37.0,83.4,90.0,319.0,61.0,9.0,210.0,36.0,70.0,246.0,2.975421261600094e-07,0.0063312248368854705,25.85492705060215,652059.4804351334,62.13884062037861
名倉潤,9,31003,9,59.0,-0.8000000000000007,2.299999999999997,18.1,89.4,17.3,91.7,9.0,18.0,7.0,1.0,27.0,13.0,8.0,40.0,2.089317995802897e-08,9.151252626421264e-05,3.996739658247264,104747.51802799918,12.672435240783996
名取裕子,6,16491,4,50.0,2.6999999999999993,-1.2000000000000028,15.0,71.5,17.7,70.3,-2.0,32.0,0.0,2.0,26.0,7.0,2.0,33.0,2.190402337371058e-84,5.7850896325600726e-05,4.214676001243168,85227.18585601797,7.90614523342843
向井康二,4,21326,12,143.0,0.7000000000000002,0.3999999999999986,6.7,34.5,7.4,34.9,15.0,183.0,9.0,2.0,116.0,20.0,11.0,136.0,9.927277211837706e-09,0.0002247334626788643,10.461085907952294,229425.03558775608,26.04944618537379
向井理,1,11252,2,95.0,-2.700000000000003,2.299999999999997,27.1,87.8,24.4,90.1,1.0,51.0,1.0,0.0,52.0,26.0,1.0,78.0,7.892888573888482e-08,0.000388416497803628,7.791123362961314,165026.66258134198,15.934915575824286
吹石一恵,10,69046,2,16.0,-0.10000000000000142,-0.20000000000000284,11.3,72.2,11.2,72.0,0.0,-3.0,0.0,0.0,3.0,7.0,0.0,10.0,3.0917927386300734e-09,0.0005927557717284379,1.4256401631507587,27169.58897148787,2.1897791720962347
吹越満,6,7915,5,43.0,-0.7999999999999998,2.3000000000000043,7.3,56.8,6.5,59.1,2.0,24.0,2.0,0.0,19.0,3.0,2.0,22.0,0.0,3.273934965253504e-06,3.5365675920147392,75887.29777221779,8.147788246887021
和久井映見,4,20714,1,38.0,-3.400000000000002,-3.0,21.8,68.1,18.4,65.1,0.0,7.0,0.0,0.0,9.0,4.0,0.0,13.0,2.1157609785736483e-08,0.00020887693642938888,2.7633436935131437,64690.79459565814,6.795741577222982
和牛_(お笑いコンビ),7,12733,47,531.0,-0.1999999999999993,-1.0,14.0,74.3,13.8,73.3,56.0,757.0,38.0,6.0,461.0,56.0,44.0,517.0,1.6019875266653754e-08,0.009128102328246714,37.75869621994769,840403.2948185276,55.878851471146604
和田アキ子,11,56764,34,150.0,2.3000000000000007,-0.19999999999998863,13.5,98.1,15.8,97.9,-12.0,-59.0,10.0,19.0,44.0,87.0,29.0,131.0,2.169239718057139e-07,0.003231578894791118,11.522544371773089,375537.0270554989,39.23281098068076
哀川翔,9,52537,14,67.0,0.5,0.8999999999999915,18.1,89.9,18.6,90.8,6.0,37.0,7.0,4.0,38.0,11.0,11.0,49.0,2.36128149422229e-07,0.000613900716716718,6.815702447566062,173801.846969432,14.302960626344966
唐沢寿明,1,2096,2,72.0,0.3999999999999986,3.0999999999999943,30.8,84.2,31.2,87.3,0.0,92.0,0.0,0.0,59.0,1.0,0.0,60.0,1.4291625394183568e-07,0.0005179659390934878,5.333919544818764,136903.82282621783,13.403810681919158
四千頭身,11,42632,18,102.0,0.5,-0.30000000000001137,16.5,78.4,17.0,78.1,-1.0,-2.0,8.0,9.0,41.0,47.0,17.0,88.0,2.4149322551977217e-09,8.464488958672321e-05,10.286252622557667,229287.72554594165,19.968927847039353
国仲涼子,6,19268,1,22.0,1.1999999999999993,-2.299999999999997,11.9,65.0,13.1,62.7,1.0,-4.0,1.0,0.0,4.0,7.0,1.0,11.0,7.51507123981561e-08,0.0004840671652674191,2.370936486559212,60760.44183952865,5.6691361185311795
国分太一,9,15305,33,198.0,-2.3000000000000007,1.0999999999999943,24.6,92.9,22.3,94.0,3.0,45.0,11.0,11.0,79.0,58.0,22.0,137.0,9.554647976252991e-08,0.0001146005155643382,19.116306502582557,377061.1077144903,36.72792696329583
國村隼,2,4544,0,55.0,-0.1999999999999993,3.0,16.8,78.9,16.6,81.9,0.0,19.0,0.0,0.0,24.0,9.0,0.0,33.0,0.0,9.448680620669562e-06,4.876798288956979,89861.06539929917,7.832028277846391
土屋アンナ,15,49845,49,106.0,-0.6999999999999993,-1.2000000000000028,15.6,89.2,14.9,88.0,55.0,88.0,38.0,4.0,71.0,15.0,42.0,86.0,3.711180952310484e-08,0.0005068942056113317,9.768771177424268,223031.62350858658,22.65370299956265
土屋太鳳,7,191847,56,353.0,-4.399999999999999,-1.3999999999999915,26.0,90.1,21.6,88.7,81.0,384.0,51.0,4.0,280.0,45.0,55.0,325.0,1.3114598304314153e-07,0.0012501807559290592,28.691927697344997,771323.7083258422,73.93617685153276
土村芳,5,32936,7,25.0,-0.19999999999999996,-2.1000000000000005,1.8,9.9,1.6,7.8,16.0,27.0,7.0,0.0,16.0,0.0,7.0,16.0,7.789941592872001e-09,0.0001349578321886571,2.3974349815200107,42039.81332444909,4.610127594525196
土田晃之,5,6192,11,145.0,-2.5,0.5,17.2,89.9,14.7,90.4,7.0,31.0,5.0,0.0,42.0,19.0,5.0,61.0,1.1805917470859705e-07,0.0002566354935571669,10.658685161447428,186317.26618866896,22.809043068771864
坂ノ上茜,12,25602,12,57.0,-0.29999999999999993,-0.09999999999999964,0.7,2.8,0.4,2.7,22.0,84.0,11.0,1.0,44.0,7.0,12.0,51.0,1.2905437355271366e-08,4.506036909691495e-05,5.394722342411469,100552.2407913481,8.643306735627023
坂上忍,6,13323,17,110.0,-2.5,0.09999999999999432,13.3,94.9,10.8,95.0,-9.0,-102.0,4.0,11.0,15.0,90.0,15.0,105.0,4.1134872878327396e-08,0.00018405073271912908,10.070581988698631,221046.18362452154,23.747581405218398
坂下千里子,18,34201,26,50.0,2.5,-1.1000000000000085,9.0,75.4,11.5,74.3,-7.0,4.0,5.0,13.0,16.0,16.0,18.0,32.0,5.496065994859986e-09,2.5547167762591387e-05,5.074920631034628,136755.3944568254,12.381433970951987
坂井真紀,8,13195,8,50.0,-1.200000000000001,-1.999999999999993,12.4,64.1,11.2,62.1,10.0,24.0,7.0,1.0,21.0,7.0,8.0,28.0,1.8381064974e-314,3.033865534888889e-05,3.6865984021644986,61089.12558709554,6.920757040276831
坂口健太郎,3,20211,16,264.0,3.900000000000002,2.1000000000000085,21.9,79.1,25.8,81.2,17.0,335.0,12.0,3.0,223.0,27.0,15.0,250.0,7.570028669103211e-08,0.00045575036595757055,19.743074383878827,464867.8727626326,44.749196737890244
坂東龍汰,10,170244,14,53.0,0.8999999999999999,0.1999999999999993,1.6,11.5,2.5,11.7,13.0,56.0,10.0,4.0,38.0,4.0,14.0,42.0,0.0,5.265164564114539e-05,4.416158517878177,100498.53487841072,10.806647703111446
城島茂,11,15304,13,67.0,-3.0,1.6000000000000085,28.1,92.6,25.1,94.2,8.0,54.0,7.0,3.0,44.0,11.0,10.0,55.0,9.45422336077715e-08,9.933994563049781e-05,6.636334404115924,125438.11018392394,12.619519900641363
城田優,6,18664,9,81.0,0.5999999999999996,3.200000000000003,12.0,80.7,12.6,83.9,6.0,84.0,4.0,0.0,56.0,13.0,4.0,69.0,4.677157734773246e-08,0.002862567168925546,6.536199681217166,125381.29318599765,12.421383227911532
堀内健,6,10066,12,51.0,-2.0,-0.5,19.5,91.3,17.5,90.8,-2.0,-1.0,3.0,5.0,13.0,17.0,8.0,30.0,1.4851163544741003e-07,0.00022125402617299568,4.315991765949805,108185.47937165559,11.866608830439606
堀内敬子,6,12307,6,42.0,-2.0,-1.5,10.1,40.4,8.1,38.9,3.0,16.0,3.0,1.0,14.0,3.0,4.0,17.0,0.0,0.00036661677211038984,3.4250632363553266,60880.16227838928,6.312474922350284
堀田真由,9,131489,16,164.0,1.6000000000000005,2.6000000000000014,5.1,25.5,6.7,28.1,37.0,263.0,15.0,0.0,136.0,11.0,15.0,147.0,5.877439450771449e-09,0.0009103531588827114,14.119602915153262,366994.7532961344,35.31380072136768
堀田茜,10,54389,12,79.0,3.0999999999999996,5.0,9.6,46.2,12.7,51.2,9.0,72.0,8.0,2.0,51.0,11.0,10.0,62.0,7.737100907811413e-10,6.701247799961324e-05,6.9447891820815135,151234.9659585851,15.99259654696554
堂本光一,8,61425,27,186.0,-0.5,1.2000000000000028,21.9,88.5,21.4,89.7,11.0,151.0,14.0,10.0,128.0,45.0,24.0,173.0,4.18775656258007e-08,0.00010623645822660807,14.776378624124469,336180.77998898807,35.75324103003805
堂本剛,6,67720,8,180.0,-0.5999999999999979,0.5,22.7,88.5,22.1,89.0,9.0,125.0,5.0,3.0,123.0,50.0,8.0,173.0,5.3780307330320176e-08,0.00023400314485598332,13.000288384549336,269082.5325586991,31.26078308520744
堤真一,1,24501,4,85.0,0.29999999999999716,0.9000000000000057,37.0,90.1,37.3,91.0,5.0,50.0,3.0,1.0,41.0,11.0,4.0,52.0,1.7836621958785174e-07,0.0007797159444244925,7.220128789100382,156771.34536016238,14.32230887304769
堺正章,7,20067,14,56.0,0.0,-0.3999999999999915,15.2,93.3,15.2,92.9,-2.0,-5.0,2.0,7.0,19.0,25.0,9.0,44.0,3.706764218137973e-08,0.0004640517085554703,4.877415006009973,117991.98975774334,11.518656918221952
堺雅人,5,18203,4,150.0,-2.299999999999997,0.0,33.3,89.9,31.0,89.9,0.0,12.0,2.0,1.0,58.0,61.0,3.0,119.0,4.563080456708065e-08,0.0010703999066977367,13.14186677324584,282933.81383536774,24.312313854030023
塚地武雅,5,8419,8,65.0,6.100000000000001,2.799999999999997,15.0,88.0,21.1,90.8,0.0,23.0,1.0,1.0,26.0,11.0,2.0,37.0,4.0165412094038413e-08,0.00011799960456010365,5.01121520294769,127874.76160636378,13.520041706007747
塚本高史,9,53508,5,36.0,-0.5,2.1000000000000085,8.1,64.1,7.6,66.2,1.0,18.0,1.0,0.0,17.0,3.0,1.0,20.0,6.561152159393456e-09,1.9388872072862703e-05,3.845219748712214,58344.86625200551,7.8190130844950065
壇蜜,2,5127,2,172.0,-1.6999999999999993,0.5,21.2,89.4,19.5,89.9,-1.0,-38.0,0.0,1.0,44.0,87.0,1.0,131.0,1.908352875733342e-08,0.0003028961914867245,17.1357204812828,386034.1000917855,31.76875005237925
夏川結衣,7,16095,0,12.0,-0.5,-4.100000000000001,12.0,50.1,11.5,46.0,0.0,-3.0,0.0,0.0,0.0,3.0,0.0,3.0,2.2671101173584335e-08,9.397789810441447e-05,0.8543570771589987,16258.789589173422,1.6525771385630725
夏帆,9,140818,63,226.0,7.600000000000001,7.100000000000001,11.7,58.9,19.3,66.0,79.0,259.0,50.0,8.0,172.0,23.0,58.0,195.0,2.992963208368869e-07,0.0015405276023221454,17.607332642814676,453735.1515404008,43.09371980796294
夏木マリ,6,16006,12,106.0,3.6999999999999993,0.20000000000000284,22.7,81.6,26.4,81.8,4.0,59.0,5.0,2.0,48.0,7.0,7.0,55.0,6.608827695099306e-09,0.00010957424658178563,8.682570202093384,207148.73164811684,19.825306472104977
夏菜,3,11269,32,204.0,-1.6999999999999993,-8.399999999999999,9.7,61.1,8.0,52.7,9.0,-24.0,10.0,6.0,30.0,60.0,16.0,90.0,2.82817357784341e-08,9.004955554937817e-05,16.664992527357317,343836.0134162449,34.64141458078104
多部未華子,8,28254,24,235.0,-4.800000000000004,-3.5999999999999943,34.7,81.8,29.9,78.2,2.0,-14.0,4.0,3.0,40.0,65.0,7.0,105.0,1.2430450363527518e-07,0.002512059752201198,19.249470521472098,282939.3416498571,32.46212153342334
大久保佳代子,15,46774,27,143.0,1.0999999999999979,-0.20000000000000284,31.3,93.5,32.4,93.3,12.0,38.0,17.0,8.0,69.0,47.0,25.0,116.0,2.9073545734677478e-08,0.00036827846923904154,14.034964114713025,278872.325918656,33.3032455398895
大倉孝二,6,6372,5,55.0,-4.0,2.3000000000000043,13.6,58.8,9.6,61.1,2.0,24.0,1.0,0.0,17.0,3.0,1.0,20.0,0.0,1.7278536647725013e-06,4.499890008022478,66870.76398498828,7.234265527129139
大倉忠義,9,29345,9,62.0,-0.6999999999999993,1.0999999999999943,12.2,64.4,11.5,65.5,3.0,30.0,5.0,4.0,37.0,22.0,9.0,59.0,5.1529991064051724e-08,0.0001670590687504577,4.829284706302945,97198.74309675011,10.23480504448325
大原櫻子,2,16677,3,57.0,-3.0999999999999996,1.1999999999999957,7.3,41.6,4.2,42.8,-3.0,51.0,0.0,3.0,37.0,11.0,3.0,48.0,4.2448651276801456e-08,0.00010623487871165383,5.1266380159729135,112648.11221186866,9.447008973090645
大友花恋,17,62889,21,83.0,-0.9000000000000001,5.5,2.7,17.0,1.8,22.5,27.0,95.0,16.0,1.0,59.0,9.0,17.0,68.0,3.848973885452319e-07,0.0003069226575901786,6.896928683204558,125337.40043347953,14.815724840567013
大地真央,11,40763,40,140.0,-1.6000000000000014,-1.2000000000000028,21.1,81.4,19.5,80.2,58.0,182.0,35.0,3.0,123.0,6.0,38.0,129.0,6.926365291081692e-08,0.0004213246128102821,11.72736479471384,266541.8814636544,28.532687521631843
大坂なおみ,9,101707,56,145.0,-1.3999999999999986,0.0,17.9,96.8,16.5,96.8,52.0,50.0,39.0,16.0,77.0,52.0,55.0,129.0,0.0,5.49856044491085e-05,18.125555670207795,364614.7125458428,27.843854553345942
大塚寧々,10,137935,22,56.0,2.5999999999999996,-1.2999999999999972,15.6,71.0,18.2,69.7,0.0,19.0,6.0,7.0,23.0,10.0,13.0,33.0,2.7291850135339492e-08,7.574837692745142e-05,4.525100194967936,93947.8872236722,9.623223918950137
大島優子,4,45343,40,157.0,-3.200000000000003,1.4000000000000057,22.1,87.6,18.9,89.0,77.0,183.0,40.0,0.0,123.0,16.0,40.0,139.0,7.635203984680134e-08,0.00044280379467361383,11.45543542300092,303503.9542245698,29.01916568058604
大島美幸,9,13851,6,57.0,3.0,1.8000000000000114,24.6,93.1,27.6,94.9,0.0,21.0,2.0,2.0,27.0,15.0,4.0,42.0,3.3812872543252492e-09,1.6089438806205542e-05,4.666902996969141,104856.27948559223,12.292562828367457
大政絢,5,7897,5,81.0,0.29999999999999893,1.8999999999999986,10.3,53.5,10.6,55.4,5.0,115.0,3.0,0.0,75.0,1.0,3.0,76.0,3.166678837139895e-08,0.00013163715955600183,6.143133988980367,184462.52662032394,17.21625769224664
大森南朋,8,161706,7,100.0,1.0,3.700000000000003,16.5,72.2,17.5,75.9,3.0,44.0,2.0,0.0,45.0,14.0,2.0,59.0,2.003780235855055e-08,0.00012059324368383234,8.226318970069768,200793.9673371669,19.5112040572683
大沢あかね,15,26720,31,91.0,1.4000000000000004,1.1000000000000085,9.9,76.6,11.3,77.7,7.0,38.0,17.0,10.0,53.0,22.0,27.0,75.0,3.554410712023694e-10,2.133601612260121e-05,6.325368364960875,186974.40337538134,20.891569494086447
大沢たかお,6,16142,1,73.0,3.1999999999999993,3.9000000000000057,20.2,79.3,23.4,83.2,2.0,75.0,1.0,0.0,41.0,9.0,1.0,50.0,2.3157062454684527e-08,0.00026294883184929045,5.617411713556774,117215.12389989538,11.032366104810992
大泉洋,6,54119,67,427.0,1.4000000000000057,-0.30000000000001137,50.8,95.9,52.2,95.6,97.0,547.0,60.0,4.0,365.0,34.0,64.0,399.0,2.6921066886174316e-07,0.006334532708712137,33.18358214559621,800217.9184997476,73.46838498364731
大竹しのぶ,8,22623,41,165.0,0.9000000000000021,-1.7000000000000028,20.7,92.0,21.6,90.3,53.0,156.0,35.0,3.0,115.0,26.0,38.0,141.0,5.293010807445035e-08,0.0007119341559586384,12.408391878963082,344218.27187811735,33.825428135609855
大谷亮平,10,60223,11,76.0,-1.6999999999999993,-1.5999999999999943,15.0,71.3,13.3,69.7,10.0,34.0,6.0,0.0,26.0,9.0,6.0,35.0,0.0,3.359802298437181e-05,5.259288287401465,135691.18331597417,13.837949302743445
大谷翔平,3,84812,56,600.0,-3.700000000000003,0.5,59.5,96.5,55.8,97.0,129.0,823.0,53.0,2.0,490.0,97.0,55.0,587.0,1.3650576740394455e-07,0.09896860566097093,62.91843022803681,1745327.956241886,122.61023463677022
大野いと,11,23840,2,19.0,0.7,0.1999999999999993,1.1,13.8,1.8,14.0,0.0,3.0,0.0,0.0,6.0,3.0,0.0,9.0,8.259944598772278e-09,1.0957609778254805e-05,2.089473351222356,26981.224772415037,3.7118621579914075
天海祐希,2,5621,2,79.0,0.6999999999999957,-0.29999999999999716,49.7,91.3,50.4,91.0,4.0,67.0,2.0,0.0,51.0,12.0,2.0,63.0,1.7811629294635117e-07,0.002395791303009672,5.649554008800842,127739.24257345195,10.954772730713028
天野ひろゆき,13,29871,25,56.0,0.20000000000000107,1.3999999999999915,15.6,89.2,15.8,90.6,33.0,49.0,20.0,4.0,38.0,7.0,24.0,45.0,1.0446742543443495e-07,0.00021798007267592994,5.008555755794338,126187.29930394515,12.41430896703908
太田光,10,30183,35,207.0,-7.0,0.5,20.5,91.5,13.5,92.0,-22.0,-115.0,11.0,22.0,55.0,125.0,33.0,180.0,3.542377254292074e-07,0.0009754097077415135,18.34631405491653,398864.1113873968,41.44471849852074
奈緒,12,131397,89,350.0,5.0,7.800000000000001,8.3,31.3,13.3,39.1,146.0,594.0,80.0,8.0,315.0,22.0,88.0,337.0,9.563445960754924e-08,0.0006737333235170446,36.03120683509447,916007.9022999803,75.33027564225952
奥平大兼,4,2435,27,268.0,-1.1,-2.0,1.6,10.1,0.5,8.1,25.0,128.0,15.0,7.0,108.0,59.0,22.0,167.0,4.0737143790765434e-08,9.430905051428777e-05,20.109365003051884,320318.16455588985,36.51866277582194
奥田瑛二,6,28434,10,51.0,-0.5999999999999996,1.3999999999999915,7.3,63.7,6.7,65.1,-1.0,-6.0,3.0,4.0,14.0,21.0,7.0,35.0,3.0125444806764353e-09,8.45093212879388e-05,3.577949930419256,81390.7684032759,7.925053003549855
奥貫薫,5,18354,5,19.0,0.0,0.3999999999999986,6.4,31.3,6.4,31.7,1.0,6.0,2.0,1.0,7.0,5.0,3.0,12.0,8.671580433055056e-09,5.02244091556267e-05,1.6325860090735496,34062.16035029175,3.4814791685517914
妻夫木聡,8,158779,40,297.0,4.799999999999997,3.0,29.0,87.1,33.8,90.1,53.0,289.0,38.0,0.0,207.0,37.0,38.0,244.0,2.8053464036226914e-07,0.001357552525098554,21.74409832465491,517887.8196329034,51.65333652488368
宇垣美里,5,16656,4,86.0,1.4000000000000004,-1.2000000000000028,4.8,32.2,6.2,31.0,5.0,86.0,3.0,0.0,68.0,11.0,3.0,79.0,0.0,6.745709953051552e-05,7.83550831191638,162142.31104472652,16.95364731394158
宇多田ヒカル,5,49336,17,182.0,0.3999999999999986,1.4000000000000057,39.1,93.5,39.5,94.9,10.0,264.0,10.0,6.0,154.0,22.0,16.0,176.0,0.0,0.00028646434571899326,16.17341869614227,297174.1679031576,27.258151198399077
宇梶剛士,2,8388,3,51.0,-2.799999999999999,1.2999999999999972,17.7,79.8,14.9,81.1,4.0,25.0,2.0,0.0,20.0,6.0,2.0,26.0,9.640624097519551e-08,0.0003100974671966598,4.682546716481704,113735.81829565171,8.321447584831787
宇賀なつみ,16,64718,14,49.0,-0.9000000000000004,1.1000000000000014,6.2,39.6,5.3,40.7,2.0,27.0,5.0,3.0,33.0,8.0,8.0,41.0,2.7178244691872242e-09,0.0005679996881364991,5.205013137716169,121468.38141000847,11.866210402692854
安めぐみ,11,12005,26,62.0,-0.40000000000000036,-0.20000000000000284,11.9,73.5,11.5,73.3,5.0,6.0,9.0,5.0,16.0,11.0,14.0,27.0,6.091696773392917e-09,5.643818290586626e-05,5.115227629438664,125018.32815836367,12.53175123723026
安田成美,3,5232,3,54.0,0.0,0.0,17.2,69.7,17.2,69.7,-2.0,-12.0,0.0,1.0,9.0,20.0,1.0,29.0,3.706877859378058e-08,0.00021414735960550684,5.977238101435701,80295.97521696743,9.015070247461848
安田章大,10,39428,44,186.0,-0.9000000000000004,-2.8000000000000043,7.4,57.7,6.5,54.9,40.0,162.0,33.0,8.0,118.0,26.0,41.0,144.0,2.7094609555793304e-08,5.512313654208941e-05,12.714065670696948,266007.11954088934,29.292475371946775
安田美沙子,16,30926,37,90.0,-1.799999999999999,-1.4000000000000057,10.6,66.7,8.8,65.3,49.0,107.0,33.0,1.0,75.0,4.0,34.0,79.0,1.6790730283969643e-08,4.1786086713609196e-05,5.538482933706938,169214.84329304984,18.755609786371615
安田顕,9,51778,25,153.0,5.0,1.9000000000000057,27.4,80.0,32.4,81.9,26.0,182.0,15.0,1.0,107.0,10.0,16.0,117.0,1.0662322141088874e-07,0.0014299919541269901,12.323910562527008,277147.6174114666,27.957590838592083
安藤サクラ,8,119732,55,222.0,5.300000000000001,8.099999999999994,20.0,65.7,25.3,73.8,97.0,356.0,52.0,2.0,204.0,9.0,54.0,213.0,9.349534365541938e-08,0.0031607289851263228,21.44678500068438,575061.2927167552,56.498153613680564
安達祐実,7,53268,22,214.0,2.0,-1.2999999999999972,21.2,88.0,23.2,86.7,15.0,192.0,16.0,3.0,150.0,31.0,19.0,181.0,3.695866790552172e-07,0.005993205698068027,16.024493118152808,385631.69263263646,40.78996416197223
室井滋,6,15491,0,0.0,2.3000000000000007,-0.9000000000000057,19.5,79.5,21.8,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4154097795530652e-261,2.2112786833188212e-05,0,0,0
