name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3
益若つばさ,9,16720,21,124.0,0.5,-2.0999999999999943,5.0,74.3,5.5,72.2,-16.0,64.0,5.0,13.0,71.0,35.0,18.0,106.0,6.193541747289448e-08,0.0005382755044217725,8.90022393612478,270523.0784014154,27.6201585953651
目黒蓮,3,142477,27,510.0,14.200000000000001,24.599999999999994,10.4,40.7,24.6,65.3,74.0,923.0,27.0,0.0,460.0,41.0,27.0,501.0,8.223742252058159e-09,0.0013695390082048733,41.46411434364139,1063397.9251462559,96.70194294068172
相武紗季,4,18730,10,58.0,-3.1999999999999993,-0.5,20.0,77.5,16.8,77.0,15.0,37.0,9.0,0.0,34.0,8.0,9.0,42.0,4.6282341250919675e-09,0.00012077883391365907,3.78764098038965,118021.61475117407,11.717942295586054
相葉雅紀,11,37109,41,266.0,-3.700000000000003,-1.5999999999999943,47.6,96.3,43.9,94.7,76.0,290.0,36.0,3.0,215.0,39.0,39.0,254.0,2.0406787550026644e-07,0.001135910769129961,21.753018056899744,486089.8216702506,48.17164228400341
眞島秀和,8,43578,8,60.0,1.5999999999999996,2.1000000000000014,6.0,40.9,7.6,43.0,6.0,68.0,5.0,3.0,44.0,6.0,8.0,50.0,0.0,9.03714894547795e-06,4.763802993211449,109117.4266581514,10.601822073603515
眞栄田郷敦,10,154996,70,366.0,2.6999999999999993,5.800000000000004,11.3,52.4,14.0,58.2,101.0,364.0,59.0,11.0,263.0,74.0,70.0,337.0,1.7196797057787333e-09,0.0001052935502752692,26.39386882110389,663552.9593793473,61.873996821256696
眞鍋かをり,22,46887,21,42.0,-0.9000000000000004,1.2000000000000028,10.6,76.3,9.7,77.5,3.0,6.0,8.0,5.0,11.0,7.0,13.0,18.0,2.2990011835240898e-08,0.000235962557265788,3.9670481783470786,77481.79311247743,7.6732392181182565
真木よう子,16,73907,31,90.0,-2.5,-0.3999999999999915,17.0,72.6,14.5,72.2,6.0,43.0,19.0,10.0,59.0,24.0,29.0,83.0,1.9936492773431176e-08,0.0001446561676925246,7.057449264937105,200670.37906327168,20.062197680150277
真矢ミキ,10,30311,24,58.0,-0.5999999999999979,-0.29999999999999716,23.4,79.8,22.8,79.5,5.0,15.0,6.0,4.0,16.0,7.0,10.0,23.0,1.4460039183217676e-09,2.2678366980710928e-05,5.571883515100052,119894.02608336888,12.237883756021272
真飛聖,13,127621,23,82.0,0.5999999999999996,2.8000000000000007,4.4,22.5,5.0,25.3,31.0,111.0,18.0,1.0,61.0,1.0,19.0,62.0,7.487283295071284e-09,0.0001195147259632685,7.801303854367369,193182.51843305802,18.560443216114518
矢作穂香,4,20985,13,52.0,-0.20000000000000018,0.9000000000000004,1.6,6.0,1.4,6.9,2.0,31.0,2.0,1.0,20.0,2.0,3.0,22.0,8.377633020563165e-10,6.127094811185442e-05,5.949686574198254,128459.38595956453,10.646136987041862
矢本悠馬,6,13705,6,63.0,0.5,-1.7999999999999972,7.1,43.4,7.6,41.6,4.0,58.0,4.0,1.0,40.0,2.0,5.0,42.0,4.814730116895785e-08,0.0002555082340166361,4.885920431002611,108667.16411248138,11.370333370405426
矢沢永吉,6,46552,62,245.0,-4.400000000000002,-1.2999999999999972,22.8,93.5,18.4,92.2,17.0,166.0,33.0,28.0,145.0,69.0,61.0,214.0,2.6725294519323183e-07,0.005764980283562436,16.628366302729383,506756.73748486553,47.34983028841064
矢田亜希子,13,62512,23,122.0,0.1999999999999993,-1.2000000000000028,16.1,75.0,16.3,73.8,23.0,123.0,17.0,3.0,98.0,14.0,20.0,112.0,4.958200078371979e-09,7.901514196217368e-05,7.921985296137748,243013.09865144093,25.600505809634363
矢部浩之,9,22713,22,69.0,-0.1999999999999993,3.700000000000003,19.3,91.3,19.1,95.0,17.0,35.0,14.0,4.0,40.0,18.0,18.0,58.0,1.5266706078905267e-07,0.00029115375782762633,5.919994558714524,158480.96698739787,17.766011388847964
知念侑李,7,15468,7,79.0,-0.9000000000000004,0.7000000000000028,9.0,64.8,8.1,65.5,8.0,85.0,5.0,0.0,61.0,10.0,5.0,71.0,1.6590689133321215e-07,0.00030407686581487435,5.3085946082996935,106254.16018317315,12.913186843334213
知花くらら,8,18231,11,41.0,0.3999999999999999,-3.6000000000000014,3.5,44.1,3.9,40.5,11.0,17.0,8.0,0.0,15.0,4.0,8.0,19.0,0.0,2.9678576649980925e-06,3.92677135474427,78182.3016064206,9.602564084397306
石丸幹二,9,26952,5,53.0,0.6999999999999993,1.1999999999999957,10.3,60.7,11.0,61.9,8.0,60.0,4.0,1.0,34.0,4.0,5.0,38.0,7.168937193738023e-10,9.723132695011384e-05,4.170831106213649,84925.58838835328,8.65312829622029
石井杏奈_(E-girls),3,12128,5,55.0,-1.0,1.0,7.4,26.4,6.4,27.4,4.0,47.0,3.0,1.0,34.0,8.0,4.0,42.0,9.94013606547116e-10,0,4.28584592100411,96909.73062460178,10.817966481430913
石原さとみ,4,29497,21,141.0,1.6000000000000014,-1.1999999999999886,36.5,93.6,38.1,92.4,16.0,77.0,14.0,3.0,80.0,33.0,17.0,113.0,9.90767313178137e-07,0.006189848225798586,11.407625895004735,239649.0047749113,23.37457197889028
石原良純,15,37200,18,72.0,-3.5,-1.4000000000000057,20.5,94.7,17.0,93.3,0.0,18.0,7.0,6.0,37.0,18.0,13.0,55.0,5.197772289050435e-08,0.00024858614792486997,8.424653832438032,179954.6713989295,18.053972710000618
石塚英彦,8,10525,14,48.0,-1.9000000000000021,-1.4000000000000057,28.8,94.9,26.9,93.5,11.0,17.0,7.0,2.0,17.0,9.0,9.0,26.0,7.186679416824612e-09,1.1368534155075952e-05,4.9493363157082335,76579.17724517164,9.45036417972362
石川恋,14,33943,65,188.0,-0.5,3.0,2.1,10.3,1.6,13.3,47.0,66.0,32.0,8.0,62.0,35.0,40.0,97.0,0.0,1.7286477815030628e-05,15.39523411609309,306944.813105605,33.98997736769554
石橋貴明,6,29057,37,140.0,-1.8999999999999986,0.29999999999999716,20.0,91.9,18.1,92.2,22.0,54.0,23.0,11.0,84.0,44.0,34.0,128.0,1.521341570683605e-07,0.000653469708935548,9.455810399263356,241119.04081361185,26.77038778874855
石橋静河,9,158144,37,144.0,0.2999999999999998,2.8000000000000007,5.7,25.7,6.0,28.5,39.0,84.0,28.0,5.0,71.0,27.0,33.0,98.0,0.008785831250817194,0.00025686787504513567,12.368425653080216,291152.02437388274,29.143579542440484
石田ひかり,8,28518,4,64.0,-1.8999999999999986,0.5999999999999943,12.7,67.4,10.8,68.0,1.0,46.0,2.0,1.0,40.0,10.0,3.0,50.0,9.074576333047872e-10,4.276857621370311e-05,5.043794182366429,118509.97640246022,12.853172371180277
石田ゆり子,4,19277,16,211.0,0.9000000000000057,-1.3999999999999915,39.8,81.6,40.7,80.2,14.0,188.0,12.0,2.0,143.0,27.0,14.0,170.0,2.7073916986430527e-08,0.00044604076399007767,16.715259000402696,416938.9348271926,41.19805026418591
石田ニコル,8,14629,10,65.0,-1.4,3.3000000000000007,3.9,25.7,2.5,29.0,11.0,54.0,6.0,2.0,30.0,7.0,8.0,37.0,1.4244290987557448e-08,4.619649969213355e-05,5.015333995845279,85440.33050113815,9.897690727161823
石野真子,8,27792,11,39.0,0.40000000000000036,0.29999999999999716,10.6,68.5,11.0,68.8,5.0,8.0,5.0,2.0,14.0,11.0,7.0,25.0,1.1346071850681668e-09,5.725307107856026e-05,3.348816523963615,69181.21725200235,7.529632650488921
磯山さやか,12,35518,27,68.0,-2.799999999999999,0.5,18.2,68.3,15.4,68.8,33.0,64.0,20.0,0.0,49.0,8.0,20.0,57.0,1.1735019056434566e-08,0.0005438674399822648,5.825690382138617,148565.2276006883,15.160948933208365
磯村勇斗,4,42908,7,260.0,2.700000000000001,1.8999999999999986,13.1,48.0,15.8,49.9,4.0,269.0,3.0,1.0,176.0,24.0,4.0,200.0,2.7868202483197942e-08,0.0005574284971596668,19.602788838651932,400383.4119003531,41.90523023159097
磯野貴理子,13,24222,6,24.0,0.0,-1.5999999999999943,14.7,87.3,14.7,85.7,3.0,2.0,4.0,1.0,7.0,6.0,5.0,13.0,2.583654115644641e-09,0.000263501947940429,2.0726041915035984,63766.390088033055,6.441777181338839
神宮寺勇太,6,67853,26,111.0,-0.7999999999999998,7.600000000000001,8.1,39.1,7.3,46.7,-54.0,-61.0,3.0,21.0,42.0,62.0,24.0,104.0,3.0346869400903244e-09,2.1258833712063062e-05,9.133179284447817,199580.51944394867,19.668893135649725
神尾楓珠,8,88222,19,194.0,-1.0000000000000009,-1.1000000000000014,8.3,38.6,7.3,37.5,1.0,132.0,9.0,7.0,114.0,41.0,16.0,155.0,2.5771417241041207e-07,0.004872122228959158,17.4659212522104,362344.11440320016,34.13137075082161
神木隆之介,4,33069,13,144.0,-0.8999999999999986,-0.9000000000000057,33.8,89.2,32.9,88.3,21.0,284.0,10.0,0.0,138.0,2.0,10.0,140.0,2.2113467134654654e-07,0.005455457824955144,10.582258966613395,236357.91466679046,22.887575558037387
神田正輝,7,10828,10,57.0,-0.20000000000000018,1.8999999999999915,6.9,75.4,6.7,77.3,-6.0,-51.0,1.0,5.0,5.0,43.0,6.0,48.0,2.621251840104412e-09,0.001307791616780549,5.379664376688796,118398.53519578082,10.663771906135723
祷キララ,8,9476,8,23.0,-0.2,-0.09999999999999987,0.2,1.2,0.0,1.1,3.0,14.0,2.0,0.0,10.0,2.0,2.0,12.0,0.0,4.1207996998989963e-07,2.6412109357996987,30945.128401963044,3.92393313427828
