name,人気度変化,知名度変化,スコア,ニュース数,positive数,negative数,202208人気度,202208知名度,202302人気度,202302知名度
桃井かおり,1.799999999999999,-0.7000000000000028,0,80,0,0,15.9,77.7,17.7,77
百田夏菜子,1.0,4.299999999999997,0,188,0,0,14.2,60.7,15.2,65
森泉,-0.3000000000000007,1.4000000000000057,0,102,0,0,19.1,87.1,18.8,88.5
森絵梨佳,-0.19999999999999996,0.20000000000000018,0,37,0,0,1.8,7.6,1.6,7.8
森七菜,0.10000000000000142,3.700000000000003,0,202,0,0,11.2,52.9,11.3,56.6
森星,2.0999999999999996,2.299999999999997,0,210,0,0,8,53.1,10.1,55.4
森尾由美,-0.40000000000000036,0.29999999999999716,0,77,0,0,13.3,59.5,12.9,59.8
森川葵,-0.7000000000000011,-0.6999999999999993,0,201,0,0,8.8,26.9,8.1,26.2
森口瑤子,0.20000000000000107,-0.6000000000000014,0,61,0,0,9.7,43.4,9.9,42.8
森田想,-0.2,0.20000000000000018,0,33,0,0,0.4,2.5,0.2,2.7
森田望智,-0.30000000000000004,-1.5,0,74,0,0,2.1,8,1.8,6.5
森高千里,-1.4000000000000021,0.7000000000000028,0,139,0,0,22.1,76.6,20.7,77.3
八木莉可子,2.3,5.300000000000001,0,112,0,0,1.8,9.2,4.1,14.5
薬師丸ひろ子,-2.5,-0.7000000000000028,0,63,0,0,25.7,84.8,23.2,84.1
安めぐみ,-0.40000000000000036,-0.20000000000000284,0,59,0,0,11.9,73.5,11.5,73.3
安田成美,0.0,0.0,0,38,0,0,17.2,69.7,17.2,69.7
安田美沙子,-1.799999999999999,-1.4000000000000057,0,153,0,0,10.6,66.7,8.8,65.3
矢田亜希子,0.1999999999999993,-1.2000000000000028,0,142,0,0,16.1,75,16.3,73.8
箭内夢菜,0.2999999999999998,-0.2999999999999998,0,69,0,0,2.5,6,2.8,5.7
柳ゆり菜,-1.1,1.4000000000000004,0,48,0,0,1.8,10.1,0.7,11.5
柳原可奈子,-2.5,-1.2000000000000028,0,48,0,0,22.1,89.7,19.6,88.5
矢作穂香,-0.20000000000000018,0.9000000000000004,0,58,0,0,1.6,6,1.4,6.9
山口紗弥加,0.20000000000000107,0.10000000000000142,0,67,0,0,9.7,44.1,9.9,44.2
山口智子,0.5,-1.5999999999999943,0,83,0,0,31,70.3,31.5,68.7
山口まゆ,0.7,-0.29999999999999893,0,38,0,0,1.1,9.7,1.8,9.4
山口もえ,4.9,1.6000000000000085,0,79,0,0,9.6,84.1,14.5,85.7
山崎静代,0.40000000000000213,-0.7999999999999972,0,80,0,0,18.2,87.3,18.6,86.5
山崎紘菜,2.3,6.0,0,105,0,0,1.2,11.5,3.5,17.5
山下美月,0.7999999999999998,7.200000000000003,0,210,0,0,5,25,5.8,32.2
山田杏奈,1.2000000000000002,1.6000000000000014,0,148,0,0,2.3,12.2,3.5,13.8
山田真歩,0.7,2.0999999999999996,0,50,0,0,1.8,13.1,2.5,15.2
山田優,-1.0,-3.4000000000000057,0,195,0,0,10.4,78.4,9.4,75
山之内すず,-2.5,0.6999999999999886,0,98,0,0,9.4,66.9,6.9,67.6
山本舞香,1.5999999999999996,4.599999999999994,0,210,0,0,9.9,42.7,11.5,47.3
山本美月,-1.4000000000000021,-0.4000000000000057,0,204,0,0,16.6,65,15.2,64.6
YOU,4.100000000000001,-1.2999999999999972,0,210,0,0,21.9,88,26,86.7
優香,-3.0,-0.5999999999999943,0,210,0,0,29.2,84.1,26.2,83.5
優木まおみ,-2.0,-2.6000000000000014,0,98,0,0,9.4,66.5,7.4,63.9
古川優奈,3.8999999999999995,10.300000000000004,0,66,0,0,4.8,52.4,8.7,62.7
ゆりやんレトリィバァ,0.3000000000000007,-0.8999999999999915,0,192,0,0,20.2,90.6,20.5,89.7
余貴美子,-0.1999999999999993,-0.8999999999999986,0,140,0,0,14.7,58.6,14.5,57.7
横澤夏子,1.5999999999999979,-0.3999999999999915,0,146,0,0,21.6,87.1,23.2,86.7
横田真悠,1.0,2.6000000000000014,0,131,0,0,2.7,11.7,3.7,14.3
吉岡里帆,-2.1000000000000014,1.2000000000000028,0,205,0,0,31.3,80.7,29.2,81.9
吉川愛,2.499999999999999,1.4000000000000021,0,177,0,0,6.2,23.4,8.7,24.8
吉田美月喜,-0.4,0.30000000000000004,0,177,0,0,0.4,1.8,0,2.1
吉田羊,-2.299999999999997,-2.0999999999999943,0,210,0,0,37,82.5,34.7,80.4
吉田莉桜,-0.4,-0.20000000000000018,0,53,0,0,0.9,3.7,0.5,3.5
吉高由里子,0.3999999999999986,-0.29999999999999716,0,194,0,0,36.6,83.7,37,83.4
吉谷彩子,0.6999999999999997,6.199999999999999,0,87,0,0,3.2,16.6,3.9,22.8
吉永小百合,-3.6999999999999993,0.20000000000000284,0,87,0,0,32.4,85.5,28.7,85.7
芳根京子,-2.5,-6.599999999999994,0,150,0,0,20.9,61.8,18.4,55.2
与田祐希,-1.2999999999999998,4.200000000000001,0,173,0,0,4.8,13.1,3.5,17.3
米倉涼子,-2.6000000000000014,-1.2999999999999972,0,171,0,0,35.9,95.8,33.3,94.5
米倉れいあ,-0.20000000000000007,1.0999999999999996,0,9,0,0,0.9,3,0.7,4.1
RIKACO,1.5999999999999996,-0.7000000000000028,0,86,0,0,8.8,76.5,10.4,75.8
莉子,0.3999999999999999,1.5999999999999996,0,210,0,0,1.9,8.5,2.3,10.1
りょう,-1.5999999999999979,2.200000000000003,0,210,0,0,21.2,72,19.6,74.2
遼河はるひ,-2.0,-1.5,0,70,0,0,12.4,63.4,10.4,61.9
LiLiCo,2.6000000000000014,-1.5999999999999943,0,87,0,0,20.9,88.3,23.5,86.7
蓮佛美沙子,2.1000000000000005,2.1000000000000014,0,83,0,0,6.7,36.5,8.8,38.6
ローラ,-1.0999999999999979,0.20000000000000284,0,210,0,0,26.4,94.5,25.3,94.7
若月佑美,-0.9000000000000001,-2.1000000000000014,0,105,0,0,2.7,11.3,1.8,9.2
若村麻由美,-0.40000000000000036,-1.0,0,51,0,0,10.8,46.5,10.4,45.5
和久井映見,-3.400000000000002,-3.0,0,44,0,0,21.8,68.1,18.4,65.1
和田アキ子,2.3000000000000007,-0.19999999999998863,0,210,0,0,13.5,98.1,15.8,97.9
渡辺えり,1.4000000000000021,-3.700000000000003,0,205,0,0,17.2,81.8,18.6,78.1
渡辺直美,-1.7000000000000028,-0.20000000000000284,0,210,0,0,40.5,97.7,38.8,97.5
渡辺真起子,0.5,3.0,0,51,0,0,2.5,25.7,3,28.7
渡辺満里奈,1.5999999999999996,0.20000000000000284,0,82,0,0,14,73.6,15.6,73.8
阿佐ヶ谷姉妹,-0.30000000000000426,-1.0,0,97,0,0,41.2,96.8,40.9,95.8
ガンバレルーヤ,2.5,0.5,0,158,0,0,26.9,89.2,29.4,89.7
3時のヒロイン,0.1999999999999993,-0.6000000000000085,0,210,0,0,17.5,82.7,17.7,82.1
ぼる塾,2.0,-0.30000000000001137,0,178,0,0,17.5,78.9,19.5,78.6
