name,人気度変化,知名度変化,スコア,ニュース数,positive数,negative数,202208人気度,202208知名度,202302人気度,202302知名度
成田凌,-2.0,-2.1999999999999957,103,149,126,23,14.7,63.4,12.7,61.2
南原清隆,-1.200000000000001,4.0,90,104,97,7,15.9,88,14.7,92
錦織圭,-8.100000000000001,2.0,95,127,111,16,24.6,90.4,16.5,92.4
西島秀俊,6.899999999999999,6.400000000000006,155,207,181,26,34.5,79.8,41.4,86.2
西田敏行,-1.6000000000000014,1.0,60,72,66,6,33.5,91,31.9,92
西畑大吾,0.7000000000000002,2.6000000000000014,118,152,135,17,5.5,35.8,6.2,38.4
西村まさ彦,-1.799999999999999,2.4000000000000057,34,52,43,9,17.7,73.5,15.9,75.9
二宮和也,-1.2999999999999972,1.0999999999999943,178,210,194,16,36.5,95.2,35.2,96.3
温水洋一,-2.1999999999999993,0.7000000000000028,52,62,57,5,20.4,87.8,18.2,88.5
野間口徹,2.0999999999999996,6.200000000000003,55,79,67,12,11,68.7,13.1,74.9
野村周平,-0.5,-0.8999999999999986,52,108,80,28,6.9,58.8,6.4,57.9
野村萬斎,0.5000000000000018,3.4000000000000057,74,112,93,19,15.6,79.1,16.1,82.5
バカリズム,-1.6999999999999957,0.20000000000000284,166,210,188,22,35.9,92.2,34.2,92.4
萩原利久,0.29999999999999993,1.1000000000000014,154,176,165,11,0.9,12.2,1.2,13.3
はじめしゃちょー,-5.1000000000000005,0.5999999999999943,112,210,161,49,12.9,63.5,7.8,64.1
長谷川博己,-1.6000000000000014,2.1999999999999886,45,75,60,15,16.8,67.4,15.2,69.6
羽鳥慎一,-0.8999999999999986,-0.9000000000000057,48,134,91,43,26,91.5,25.1,90.6
羽生結弦,-2.799999999999997,0.0,172,210,191,19,34.3,95.8,31.5,95.8
濱正悟,-0.09999999999999998,-0.40000000000000036,50,56,53,3,0.5,5,0.4,4.6
濱田岳,4.599999999999998,3.0,133,161,147,14,25.1,84.4,29.7,87.4
濱田龍臣,1.0,0.6999999999999957,56,84,70,14,4.8,50.1,5.8,50.8
浜田雅功,-0.8999999999999986,2.1000000000000085,146,210,178,32,36.8,96.3,35.9,98.4
浜野謙太,-1.0,-1.2999999999999972,54,60,57,3,8.1,50.3,7.1,49
林修,-5.0,-0.7000000000000028,118,152,135,17,21.1,95,16.1,94.3
林遣都,-0.6999999999999993,5.900000000000006,122,150,136,14,13.1,65.1,12.4,71
速水もこみち,-1.8000000000000007,1.9000000000000057,60,70,65,5,15.4,91,13.6,92.9
原田泰造,2.3000000000000007,2.1000000000000085,86,140,113,27,31.2,92.6,33.5,94.7
