name,burst_count,burst_views_sum,news_count,all_news_count,pop_diff,aware_diff,202208人気度,202208知名度,202302人気度,202302知名度,burst_score_sum,all_score_sum,burst_pos_count,burst_neg_count,all_pos_count,all_neg_count,burst_nonzero_count,all_nonzero_count,pagerank,browserank,pub_score1,pub_score2,pub_score3,weightedPV1,weightedPV2,weightedPV3,weightedPV4,weightedPV5,allPV,burst_weightedPV1,burst_weightedPV5
筧美和子,5,16644,8,65.0,-0.5,-0.30000000000000426,8.1,53.6,7.6,53.3,8.0,27.0,7.0,1.0,36.0,17.0,8.0,53.0,2.5865047682714275e-09,5.1633260603e-05,4.823234677924625,118621.51178862956,13.795505945731097,36272.895803118525,85765.23985547906,19441.51771450301,2187.140202360472,55229.845668047026,183489,2149.769927939625,4261.585065776034
箭内夢菜,11,123851,14,115.0,0.2999999999999998,-0.2999999999999998,2.5,6.0,2.8,5.7,5.0,54.0,5.0,2.0,50.0,22.0,7.0,72.0,1.6784299901044883e-08,0.0002136391877591084,10.280167170242615,201910.122184746,18.38946410758504,58433.77157533386,136757.70390850573,23941.23019226788,1055.4040712281344,84087.12722560807,297645,24493.37213775357,33747.082948795396
篠原涼子,7,112773,62,129.0,1.8999999999999986,0.7000000000000028,21.6,90.1,23.5,90.8,92.0,132.0,49.0,7.0,88.0,25.0,56.0,113.0,1.3499320015963166e-08,0.00023098613735290376,11.548777650382931,268040.91296989477,26.20357753839232,77812.3553021859,187256.59987464192,50427.73586764309,1528.0514084843614,121367.1970917513,382890,21335.9645490224,34813.90085349945
米倉れいあ,5,1501,2,8.0,-0.20000000000000007,1.0999999999999996,0.9,3.0,0.7,4.1,3.0,9.0,1.0,0.0,5.0,1.0,1.0,6.0,0.0,7.4991680965880285e-06,0.44505063175802884,11511.811559106338,1.4280207263534963,3700.484321832301,8917.511716179743,2853.9772884509225,373.2890841839736,6084.6754471017575,18390,173.60080927797884,249.28552135879548
米倉涼子,8,29042,37,178.0,-2.6000000000000014,-1.2999999999999972,35.9,95.8,33.3,94.5,-39.0,91.0,12.0,22.0,115.0,53.0,34.0,168.0,6.778317620915224e-09,0.0001067830187382541,15.16610543748133,423159.0244661988,38.47734199705738,40278.541700399255,96227.81927760076,23630.595394279477,3781.5286281278936,64477.01781205514,201458,6494.7362723206115,12685.36773272867
紗栄子,12,71323,44,222.0,2.2,2.299999999999997,4.2,65.5,6.4,67.8,2.0,29.0,13.0,17.0,84.0,88.0,30.0,172.0,2.326187896317035e-08,0.00022865659174364713,19.745961281228027,471446.9025660081,47.66164421807155,41270.92132126056,100004.44588308682,34739.424983189754,3065.4885272649512,67718.23753672754,203412,12252.03285938012,21968.797517591556
細田佳央太,9,25213,38,246.0,1.4000000000000004,2.8999999999999986,2.8,17.3,4.2,20.2,27.0,117.0,16.0,6.0,90.0,41.0,22.0,131.0,5.217139540608319e-08,0.0003666866546405419,19.538856065558598,555067.9477247347,55.48082732210686,27067.772914507805,63113.24518527754,10289.154097369195,821.2884040553641,38850.66218619488,138678,4449.76495657567,5617.826528596377
紺野まひる,8,47807,13,31.0,-0.6999999999999997,1.8000000000000007,2.8,26.0,2.1,27.8,0.0,5.0,2.0,2.0,8.0,5.0,4.0,13.0,6.896597863424268e-08,5.9770604767701086e-05,2.5330004148820655,52622.591695635114,5.193581410546592,21101.592922768665,49466.266320145456,8585.36549305171,454.7314547380732,30580.04112021858,107313,8933.826952259074,12572.09090391243
紺野彩夏,15,37062,52,233.0,0.40000000000000013,0.40000000000000036,0.7,5.1,1.1,5.5,38.0,223.0,32.0,8.0,166.0,29.0,40.0,195.0,0.0,8.784914008551563e-06,17.70726681558951,329498.55206713395,39.06292982986174,32622.025602437472,78917.97985334364,23259.31824797621,3941.9303579619445,54907.53006590144,160989,6238.1943602577385,12111.684541297274
紺野美沙子,10,31505,8,30.0,-0.39999999999999947,1.8000000000000043,7.1,53.8,6.7,55.6,3.0,-2.0,4.0,1.0,8.0,11.0,5.0,19.0,0.0,1.5287990484390341e-06,4.63641542480473,110021.59912764755,7.442124329701995,15649.921459780957,37774.17106757585,12911.641192512223,815.3056929132141,25043.761177306125,77464,6403.474857927558,10952.475120011368
結木滉星,10,293289,37,112.0,0.40000000000000013,2.3000000000000007,0.7,7.1,1.1,9.4,37.0,63.0,21.0,1.0,44.0,9.0,22.0,53.0,0.0021503324100245248,0.00023676806869986103,10.57215061230212,264128.1503007695,20.64153253812377,102047.39986654969,242259.81175906528,36234.52838484956,1134.0895386132372,152526.2183988049,508371,57505.05786912442,85798.02796425337
綾瀬はるか,3,22221,23,351.0,-0.6999999999999957,0.5,58.8,95.4,58.1,95.9,24.0,281.0,19.0,4.0,250.0,59.0,23.0,309.0,1.3195557996843453e-07,0.0017264878580552125,24.94470955604017,578435.4561507585,54.18093176174806,80595.43547676278,197745.7381498016,70496.07089835157,10764.080633594269,141483.68076448925,391698,7945.0182449578315,18738.017869155745
綾野剛,4,77412,57,250.0,-0.9000000000000021,1.6000000000000085,24.1,87.1,23.2,88.7,48.0,182.0,46.0,10.0,168.0,60.0,56.0,228.0,2.2885555622091564e-07,0.0017383401937368266,20.517285180341528,516634.3400997448,41.94279164870954,70893.27957065015,170665.8653701149,51051.1558717054,2667.7208536549215,111886.07597024052,349934,12481.067070378405,20129.533911079285
織田裕二,1,2102,0,51.0,-1.2000000000000028,0.9000000000000057,22.1,88.3,20.9,89.2,0.0,-18.0,0.0,0.0,13.0,28.0,0.0,41.0,3.540191545897446e-08,0.0002508475157524973,4.025559840060584,69915.20926105676,7.3951605384932195,29498.19240008411,69876.96762011955,15237.991195599521,1750.3911645782223,45186.60290888302,148641,1496.7022267669588,3504.7102101213154
美村里江,11,70497,20,47.0,0.6000000000000005,2.099999999999998,5.8,22.3,6.4,24.4,20.0,45.0,13.0,0.0,30.0,1.0,13.0,31.0,0.0,3.032340274355178e-05,5.903690488104864,116152.40922577733,10.246727561371385,44472.135199692464,110304.13119264778,42571.8388216714,9665.833473376648,83907.54631254687,214451,13846.004573417344,30045.525366080146
羽生結弦,5,26046,30,416.0,-2.799999999999997,0.0,34.3,95.8,31.5,95.8,67.0,654.0,25.0,3.0,340.0,57.0,28.0,397.0,3.2367687639309454e-07,0.007773704010585117,39.343778051195486,1028514.8221883542,75.94222467315754,54831.22104153939,129493.00232862738,26292.532360784255,1679.8671727263138,81689.38090125205,276574,5648.372625125832,8435.849043104241
羽田美智子,12,29724,16,53.0,-0.5999999999999979,2.1000000000000014,17.2,60.9,16.6,63.0,22.0,49.0,12.0,0.0,32.0,3.0,12.0,35.0,1.3124932119238874e-08,9.613068189980961e-05,5.551727478945642,97371.39553689258,10.779701435388226,24089.206608039967,57460.17085569606,13571.997278604902,1059.1737471186798,37227.22952590098,120142,6537.766361766406,10917.883632675526
羽鳥慎一,12,65165,17,67.0,-0.8999999999999986,-0.9000000000000057,26.0,91.5,25.1,90.6,3.0,-9.0,6.0,7.0,22.0,34.0,13.0,56.0,7.087590544865883e-08,0.0009575832933575013,5.549812473383991,169156.48945166488,14.939829672785693,36563.36104762649,85168.68839640928,13517.93235616062,813.4345302589641,52040.678111414265,187377,9435.873046452547,13153.225037495133
臼田あさ美,8,22375,8,55.0,-3.2,-1.8000000000000007,6.7,30.8,3.5,29.0,4.0,37.0,4.0,0.0,28.0,3.0,4.0,31.0,1.4074900740283436e-08,0.00013159012755488688,4.886979114467669,95842.89563283334,11.288769026234773,22340.59234682301,53706.24258472584,14676.507465937088,3008.087614359959,37286.14080236149,111290,4047.6559246402276,9073.292484401993
舘ひろし,6,29642,20,59.0,-3.0,2.1000000000000085,26.0,87.3,23.0,89.4,13.0,35.0,12.0,8.0,32.0,18.0,20.0,50.0,9.268180111161381e-08,0.000508183391738047,4.778053033948031,166363.05045990023,12.90888996436836,33820.93039752823,79076.18692590957,13678.507077499806,1229.977973586415,49133.58593066283,172815,4862.34822125962,5975.793996179216
船越英一郎,2,12231,4,74.0,-1.0999999999999996,1.7000000000000028,11.2,87.3,10.1,89.0,6.0,49.0,4.0,0.0,40.0,18.0,4.0,58.0,2.2977064656427792e-08,9.904549316824951e-05,5.9995740844048315,134666.4039107755,15.095801144901671,23076.62844573702,54171.992295923636,9269.318576458689,737.0213569756326,33827.57963630444,117189,2342.2836640659693,2995.6773118844176
芋生悠,6,9000,3,41.0,0.0,0.20000000000000018,0.7,3.0,0.7,3.2,-2.0,10.0,0.0,2.0,15.0,13.0,2.0,28.0,2.6121431260047838e-08,9.974002101531593e-05,3.5650373972448928,61863.39330333798,6.143938127927804,14191.31362791618,33150.5235619679,5070.6335659752785,396.6009519308587,20448.516171319825,72469,335.1346551450805,404.11831471750764
芦田愛菜,6,67348,23,199.0,-0.9000000000000057,1.1000000000000085,46.7,94.3,45.8,95.4,11.0,183.0,12.0,2.0,147.0,25.0,14.0,172.0,3.873418162809396e-07,0.01635607397161999,18.19741143237583,389946.281066173,39.645761010613434,109583.97060369723,262163.516601554,67239.6354115517,5744.209692164874,171636.09589859613,545410,11719.679227398858,18652.52905534476
芳根京子,7,44553,25,188.0,-2.5,-6.599999999999994,20.9,61.8,18.4,55.2,13.0,106.0,11.0,2.0,101.0,31.0,13.0,132.0,2.8468056814294775e-08,0.0007571845608550106,19.48865933403617,474652.31860633916,47.07203862420539,53782.92277952366,126318.24022515964,26063.57114705519,2224.5811500833765,79394.24015311197,273807,9275.781374097742,13550.336584375804
若月佑美,9,23507,7,67.0,-0.9000000000000001,-2.1000000000000014,2.7,11.3,1.8,9.2,10.0,113.0,6.0,1.0,56.0,1.0,7.0,57.0,1.974222694300307e-08,9.05858232791733e-05,5.050402158141876,128234.37512671005,13.751638901788366,25330.83611116666,61217.21135173649,18998.011829622134,1713.1282453792803,41182.11367072022,124783,3430.873133591688,6107.241601335283
若村麻由美,6,52124,10,49.0,-0.40000000000000036,-1.0,10.8,46.5,10.4,45.5,13.0,17.0,6.0,0.0,15.0,8.0,6.0,23.0,4.0398693118751294e-08,0.0002381225460782223,3.3350701632954767,84190.15136427843,8.14363742396248,46719.01935012192,111501.80139241535,30690.770144182345,1758.7535606472268,71972.17078589168,233344,12665.901523587954,22603.34863002969
若林正恭,3,7709,3,121.0,-1.8999999999999986,-0.7000000000000028,35.0,90.8,33.1,90.1,1.0,58.0,2.0,1.0,75.0,34.0,3.0,109.0,3.552248760202304e-08,0.00044064842618386194,10.533268975715691,217256.59206461307,23.773549629141325,35560.00735896629,84717.15731357268,20179.878413481903,2569.259747451082,55810.076279759516,178112,1675.973875248288,4684.623316435147
茅島みずき,8,37726,19,58.0,-0.29999999999999993,0.0,0.7,3.7,0.4,3.7,34.0,57.0,18.0,0.0,39.0,6.0,18.0,45.0,0.0,6.310767000700088e-06,3.7418477366439595,74786.48297171827,8.627884446672667,19527.466816797652,47306.127532961786,15184.006806747446,458.8456476700095,31079.69757765917,95482,5941.653385062526,9238.212509314088
草刈正雄,7,30802,25,70.0,1.4000000000000021,2.700000000000003,23.7,86.0,25.1,88.7,33.0,46.0,18.0,3.0,36.0,16.0,21.0,52.0,0.0,0.0018490788121119492,5.093880222336562,151066.66667420664,16.161569561615543,37678.71211216193,90801.99626972417,26491.58090953794,3732.3245940049756,61867.31744154481,186869,4500.388954877527,8255.484899389088
草刈民代,7,7576,10,43.0,0.5,-0.9000000000000057,10.1,69.4,10.6,68.5,3.0,13.0,3.0,1.0,16.0,6.0,4.0,22.0,0.0,2.404766899252249e-06,3.652797293502943,78379.78523479833,7.756244453063546,9235.160938351568,22162.166182114743,5988.940297274333,578.6915561692701,14675.58097180391,45851,1394.873637369822,1953.2583812463538
草彅剛,4,38393,39,316.0,-3.200000000000003,0.09999999999999432,27.6,94.2,24.4,94.3,56.0,467.0,32.0,6.0,254.0,37.0,38.0,291.0,6.909333206175558e-08,0.0005778495551191287,26.23379788955861,550530.9098337555,52.740290648794584,69537.99822145379,173971.76881316816,79081.07966005566,8783.61513821962,127641.12184500384,329873,11277.616214165257,26988.62006478542
荒川良々,3,3257,4,45.0,2.5,2.8999999999999915,11.0,72.7,13.5,75.6,1.0,19.0,1.0,0.0,16.0,3.0,1.0,19.0,0.0,6.32376995123842e-06,4.020815768700376,76207.43277145956,7.953464202215706,13745.766203547368,33409.312507674294,11282.266382219908,1207.0194883774388,22931.48734068821,67424,388.3042693296769,583.3745399581696
荒木飛羽,12,53022,27,73.0,1.4,0.8999999999999995,0.5,6.7,1.9,7.6,38.0,73.0,19.0,3.0,49.0,17.0,22.0,66.0,0.0,9.217911703890032e-07,5.111003384552963,125645.22176207813,13.658518898757496,45915.08085155032,108591.99116962607,18917.347803937904,975.1216342869056,68293.26497220428,230527,8057.924843366028,10838.174761467373
莉子_(モデル),9,21143,56,308.0,0.3999999999999999,1.5999999999999996,1.9,8.5,2.3,10.1,68.0,334.0,45.0,9.0,222.0,40.0,54.0,262.0,0.0,0,24.397629410271104,535154.4006902041,50.6936606021779,21341.52624779349,50829.57294089112,11986.808814693008,937.3649823407181,32841.78470819397,106695,2300.762561365526,3126.199391276068
菅田将暉,5,91054,32,365.0,3.3000000000000043,0.5,33.3,92.2,36.6,92.7,49.0,433.0,29.0,3.0,306.0,40.0,32.0,346.0,1.9803509505463803e-07,0.0042370907670155195,29.48926535378907,739824.4781749494,73.30232832413341,124374.22856454468,288901.3265224222,43204.460231835954,3693.689541797682,176467.6331759797,640008,17805.983621060062,22173.05535386649
菅野美穂,5,39639,14,143.0,-1.0,-2.3999999999999915,30.6,85.1,29.6,82.7,6.0,5.0,8.0,3.0,50.0,41.0,11.0,91.0,1.262740212521678e-07,0.0010939496744129312,12.915662301112867,302684.35010574624,24.987381616613224,36524.4269317409,87209.22759495431,23902.7508458536,1470.087135814863,56438.22633947226,182301,7556.944051770961,11237.632086438916
菅野莉央,13,38982,11,43.0,-0.5,0.0,0.5,2.3,0.0,2.3,11.0,40.0,7.0,1.0,22.0,2.0,8.0,24.0,0.0,6.924632541189263e-05,3.3204139615037667,63898.442250520995,7.3420212744804845,28373.393928603553,66269.28480972267,8294.872772150184,345.250172191126,40451.40407666442,144447,7116.150376395354,9711.48913866859
菊池桃子,12,81242,21,71.0,-0.6999999999999993,0.6999999999999886,13.6,71.9,12.9,72.6,6.0,36.0,12.0,8.0,43.0,19.0,20.0,62.0,2.9250161626558727e-08,0.00024067842019124367,5.523816499404815,139312.35031864583,12.963200732840516,43913.0966053719,103880.08662874045,20561.3066211836,1632.2480561476132,65994.14499958932,221147,15149.606023925686,22157.913287665542
菊池風磨,12,127223,88,499.0,2.1999999999999993,3.6999999999999886,22.8,64.4,25.0,68.1,101.0,647.0,71.0,14.0,399.0,79.0,85.0,478.0,2.3404302560543497e-07,0.004453209167904412,37.649101943388146,883114.3942225734,95.88195953401247,98760.1221292938,232608.3428882257,51750.58375089248,4501.809800315579,147335.974183965,501450,23647.205556551315,30412.053834208302
菜々緒,7,58371,80,359.0,1.3000000000000007,-2.3000000000000114,26.0,86.9,27.3,84.6,56.0,313.0,52.0,18.0,249.0,60.0,70.0,309.0,8.975827466245413e-09,0.0004761933562362078,32.43879809829791,783687.5546290094,77.30035717191305,69489.5353209408,168605.7460506712,56360.29194066064,3294.772083829101,112631.96275627334,340312,13764.080749101922,20821.39329674613
萩原みのり,4,33513,4,24.0,-0.7,-0.09999999999999964,0.7,2.8,0.0,2.7,6.0,15.0,3.0,0.0,11.0,4.0,3.0,15.0,2.7072672869876696e-08,0.003931002730823293,2.147839852277949,41846.217069138125,4.004501946859847,22767.50961474649,51842.86244581765,4807.851399968372,428.5997646717687,30180.992845345,119857,4119.609792600653,4914.955413356592
萩原利久,2,28043,7,124.0,0.29999999999999993,1.1000000000000014,0.9,12.2,1.2,13.3,10.0,261.0,6.0,0.0,110.0,5.0,6.0,115.0,1.2549602454172229e-07,0.0014233667428759187,8.888602760144881,205040.20791260275,23.835379365511567,39887.35171782689,94178.2684449123,22183.520102592327,1558.578343694499,59684.79601133945,201819,6500.672800654506,9523.866306915756
萬波ユカ,2,126,0,11.0,0.0,-0.9000000000000004,0.5,4.4,0.5,3.5,0.0,11.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,7.029789833276115e-08,0.8330086219183562,12300.832940624141,1.0242448135723496,992.6998951448915,2358.207951132542,573.7227473902634,41.96706307528048,1513.828215209133,4985,26.231073244778113,84.09417158346301
萬田久子,6,24603,11,60.0,-2.5,-1.0,10.6,71.3,8.1,70.3,8.0,34.0,9.0,2.0,39.0,16.0,11.0,55.0,6.004993697430807e-09,3.0318616723522694e-05,4.429056390752155,141204.60427079123,12.759742162332465,16892.910608129598,39608.4159173523,5670.353095518155,478.42383574388464,24624.876131309986,85769,4842.432181404785,6635.093704760643
葵わかな,6,33975,36,106.0,-0.7000000000000002,4.800000000000004,6.7,42.8,6.0,47.6,50.0,149.0,34.0,0.0,95.0,4.0,34.0,99.0,1.0089024751745704e-08,0.0001058496245873194,9.36621110460251,208296.25784813843,21.258231180365307,32712.952652461554,81546.47122295848,36314.683112396066,3274.1461065503872,58575.516621613955,155617,2161.7312331685557,5870.502126265041
蒔田彩珠,3,12099,12,74.0,0.20000000000000018,-2.8000000000000007,1.9,12.9,2.1,10.1,9.0,71.0,7.0,2.0,49.0,8.0,9.0,57.0,1.0955100501098982e-07,0.00015858810199163284,5.420251250764454,113766.90845348126,11.976847444049382,24830.928839017717,59827.643190535375,17873.906235401275,1928.3706861625017,40240.421667921466,122973,2520.274186828321,3558.702405498318
蒼井優,8,48191,45,113.0,-1.4000000000000021,-1.9000000000000057,27.8,89.9,26.4,88.0,53.0,71.0,39.0,2.0,72.0,24.0,41.0,96.0,1.8680435232722097e-07,0.0008174501258907517,9.70984140760931,273877.1484280238,22.626351368692625,53642.90424819096,126296.68153215779,25157.958379323558,2099.044323596808,79677.26654665083,271912,6580.4242641817655,10553.277344692948
蓮佛美沙子,4,18025,21,69.0,2.1000000000000005,2.1000000000000014,6.7,36.5,8.8,38.6,30.0,62.0,19.0,0.0,44.0,8.0,19.0,52.0,3.644306703774653e-09,0.00012197401545245174,5.468379569609545,126545.4877359731,13.992487713034086,30338.287826103413,73910.55064769782,26787.46974671293,2255.5082641226463,50512.7158389173,148312,3036.3261900578,4605.506228908512
薬丸裕英,4,8496,7,48.0,-3.000000000000001,1.1999999999999886,10.8,86.9,7.8,88.1,2.0,1.0,4.0,2.0,14.0,13.0,6.0,27.0,4.838716158971589e-09,3.2668432366010866e-05,4.299919396216487,83267.01310904729,9.320252271247334,10902.708550219926,27039.347742886992,10309.678145790553,2357.6955256197552,20512.835618867855,52604,1986.9462021332733,6689.534122324845
薬師丸ひろ子,5,32836,4,52.0,-2.5,-0.7000000000000028,25.7,84.8,23.2,84.1,2.0,27.0,2.0,1.0,24.0,14.0,3.0,38.0,3.457611237921582e-08,0.0031287650422619343,4.479054327733583,69056.50218411999,7.688969337298465,40925.93550645606,97475.72026395444,22849.92827544341,2466.651702807555,63647.63752690156,204866,7029.012206171366,10321.213638267149
藤ヶ谷太輔,8,124876,31,232.0,1.9000000000000004,6.200000000000003,11.2,67.1,13.1,73.3,37.0,258.0,25.0,6.0,181.0,48.0,31.0,229.0,2.5803926953254198e-08,4.150268202363054e-05,18.544487396409313,433929.6795866743,46.16935228055286,67871.32109016144,168506.74732206803,74096.85908317668,2690.5705153350914,116318.18690399881,322782,26623.33580030434,46038.47207711046
藤井流星,7,13451,11,131.0,1.5999999999999996,-0.6999999999999957,3.7,41.4,5.3,40.7,8.0,97.0,6.0,2.0,64.0,15.0,8.0,79.0,5.106420274604692e-08,0.00014567949958050523,10.164333338721065,214361.14134480272,24.100490503313928,25174.483647172376,59562.83260602165,13321.053848993188,1276.1066835362099,38181.82310395947,127058,2233.0590254909757,3600.8047213145474
藤井隆,5,12794,8,136.0,0.3000000000000007,1.8999999999999915,20.2,80.4,20.5,82.3,5.0,81.0,4.0,0.0,67.0,19.0,4.0,86.0,6.057071352204149e-08,0.000479014605166509,10.319215301744562,270727.1021479584,26.752652519215577,23136.137346501553,54265.6842889005,9502.643379263176,1008.9567641315418,34091.314069230895,117785,2454.135056507236,3254.0818031061635
藤原さくら,12,50838,35,127.0,0.0,2.0,3.9,21.2,3.9,23.2,50.0,115.0,27.0,4.0,85.0,28.0,31.0,113.0,5.960983066363748e-09,2.6223478044660893e-05,8.868591867786026,184808.24795086813,19.434128424523916,38943.81327850576,91236.4608307359,13725.437719124035,1146.3354990840262,56667.55469776704,198036,6835.260010025958,9304.91496940282
藤原大祐,11,24234,13,57.0,0.7,0.2999999999999998,0.2,4.8,0.9,5.1,4.0,37.0,6.0,6.0,31.0,15.0,12.0,46.0,4.197666757077325e-08,3.1029251755567325e-05,5.137450508322816,112626.54894608194,11.690002928033072,23384.81218379577,56223.1710295567,17597.840654193507,1029.0070062386073,36880.116064050126,115950,4367.54930573907,6454.757832452922
藤原竜也,5,54017,16,145.0,-0.9000000000000021,0.0,30.8,93.8,29.9,93.8,19.0,51.0,12.0,2.0,59.0,40.0,14.0,99.0,3.146716302553149e-08,0.0001378235653840042,11.755546800772457,274105.07045679167,27.87147451469114,50537.722005996286,119691.48376992947,29044.527672223474,2586.87461291366,76875.65127261498,254976,11268.100318601748,17070.54942872274
藤原紀香,6,23396,13,72.0,0.7000000000000011,0.29999999999999716,11.2,83.4,11.9,83.7,5.0,64.0,9.0,4.0,57.0,11.0,13.0,68.0,9.71036294271044e-08,0.007178887536997689,5.397201861199587,156021.81089022357,15.38488480120104,24915.92646319058,58736.414446445226,12025.728102271618,1021.4879004737936,37178.30377005947,126138,3467.005673466117,4394.121788580169
藤岡弘、,13,105759,17,72.0,-1.6999999999999993,-0.20000000000000284,18.9,88.3,17.2,88.1,30.0,106.0,17.0,0.0,61.0,4.0,17.0,65.0,0.0,0.00031857652604322606,6.92168629440196,199346.41508882848,20.03169948046691,52011.15031715596,130527.67308119687,63654.31037450068,6031.348437890658,95400.10846942282,246244,20480.97385888013,41300.88123579003
藤木直人,4,36266,16,93.0,-3.099999999999998,2.0999999999999943,24.2,79.5,21.1,81.6,15.0,94.0,13.0,3.0,69.0,10.0,16.0,79.0,3.0955418571163656e-08,9.589314192268192e-05,7.05311035642706,161966.26046799225,17.36489498325947,33845.36749139454,83820.25514196407,37539.76653463424,2028.3850732241258,58275.32659122385,162167,9483.898663263686,17752.059592081154
藤本美貴,7,25292,35,289.0,3.5,-3.0,10.1,72.2,13.6,69.2,39.0,316.0,31.0,3.0,242.0,39.0,34.0,281.0,0.0,0.0003246689592673091,22.77526480982738,528451.525984563,58.84243460282885,55064.58347627156,129690.67639405673,24379.148788277686,2311.454074403093,82025.08565692695,278906,2939.2190306199027,5212.688801389118
藤森慎吾,8,31447,16,142.0,-1.5999999999999996,0.5,15.9,86.9,14.3,87.4,13.0,103.0,13.0,3.0,96.0,34.0,16.0,130.0,0.0,1.460661524542841e-05,11.30584203129254,223076.6395462385,26.148989931422413,34616.848324031904,83048.74595044923,23202.53008544677,1908.724686289537,54691.83307252294,171896,6900.173705768562,12110.195368870107
藤田ニコル,9,23604,58,344.0,-3.4999999999999982,1.4000000000000057,18.9,91.5,15.4,92.9,51.0,368.0,40.0,14.0,272.0,57.0,54.0,329.0,4.3559973957980475e-08,0.0005567440863736106,27.019902457503168,669313.1148077366,66.49312743371141,39974.38914354528,94517.12884266142,19585.644496684326,1840.7461270221847,60342.0969296814,201670,3052.1657654065466,4638.446729591228
藤田弓子,7,4171,2,27.0,2.4000000000000004,0.29999999999999716,5.0,58.6,7.4,58.9,2.0,-6.0,2.0,0.0,1.0,3.0,2.0,4.0,0.0,3.7582987759218204e-07,2.091809130634304,43083.198958985864,4.4500945835626,7368.969159347001,17511.768790613656,4091.3603386221794,284.2379663902525,11230.040596675306,36935,823.4484338967195,1242.118465192068
藤野涼子,3,4402,0,39.0,-0.7,-0.5,1.4,6.7,0.7,6.2,0.0,36.0,0.0,0.0,24.0,3.0,0.0,27.0,0.0,1.3964010953897801e-06,2.75744902280339,49124.884885808,5.5229633928628274,18950.598879148765,43750.33072831396,5279.041816880319,506.35407902729827,26354.834974710386,98141,601.6627886005276,823.3900307516736
蛯原友里,11,57072,56,109.0,-2.8999999999999986,1.3999999999999915,11.2,69.9,8.3,71.3,91.0,166.0,55.0,0.0,102.0,5.0,55.0,107.0,1.3372839037301586e-08,5.067202013457769e-05,9.24995702092953,189879.2926638917,21.51039658102906,26804.794536316393,62399.0922789237,7176.9639575699775,859.6568689522426,38386.05475420202,137237,10168.611685296588,14270.170250206846
西島秀俊,6,131309,46,280.0,6.899999999999999,6.400000000000006,34.5,79.8,41.4,86.2,59.0,318.0,43.0,3.0,228.0,20.0,46.0,248.0,1.054853764738156e-07,0.0031115086007989737,22.973828790877562,527980.8193496625,51.87152840830926,116177.79330072884,273632.34220327256,57225.036202349904,4123.319572895112,172254.2137800478,588690,22623.922965934893,30687.199949860667
西村まさ彦,6,21390,12,46.0,-1.799999999999999,2.4000000000000057,17.7,73.5,15.9,75.9,-4.0,-9.0,3.0,5.0,17.0,21.0,8.0,38.0,5.130373638779187e-09,1.4414666625514419e-05,3.672531670423295,71548.67780580607,7.72092884997381,20044.333769505705,47613.910949549776,11028.948942775223,1480.828424605448,31245.876358278103,100778,4007.188921686259,6367.630135096215
西田尚美,4,12499,5,57.0,0.40000000000000036,-0.8999999999999986,11.5,47.6,11.9,46.7,5.0,38.0,4.0,0.0,27.0,4.0,4.0,31.0,2.0031741971002893e-08,9.935148255316783e-05,4.70162109886327,94778.96338292968,9.975474712777508,22188.6300387433,52597.341958313664,11194.702345748912,916.0420103701756,33637.95456535008,111516,2686.9398691911774,3685.0145470321095
西田敏行,5,12809,19,56.0,-1.6000000000000014,1.0,33.5,91.0,31.9,92.0,10.0,8.0,14.0,3.0,25.0,18.0,17.0,43.0,1.5059773972116175e-07,0.0021817616158154407,4.853815757063579,114840.93986240457,11.563746161647698,38705.10748571315,92926.87339279131,25647.80985899184,2137.7596009809527,61296.98871054217,191972,2437.4919728667605,3483.0616555097777
西畑大吾,4,13946,9,108.0,0.7000000000000002,2.6000000000000014,5.5,35.8,6.2,38.4,6.0,80.0,6.0,3.0,72.0,30.0,9.0,102.0,1.854893837249143e-08,4.67123597441013e-05,8.811229387955326,187354.22634193973,19.51720106841505,51479.085687748724,121552.58119257621,25647.50372284099,2053.67080240036,77110.36099023765,260078,2831.2096398626145,4156.973939283211
西野七瀬,2,13029,3,155.0,-1.9000000000000004,3.1999999999999957,15.4,53.6,13.5,56.8,3.0,180.0,3.0,0.0,137.0,10.0,3.0,147.0,1.4531856255843954e-08,0.000494404789503071,12.071094950412718,257339.83913829306,27.450285121494748,50798.82967260883,120828.9636862811,28725.720480481534,3032.6528671935803,78682.90273195793,254824,2439.115598019019,3037.4812923814234
要潤,2,2331,5,181.0,1.9000000000000004,0.0,14.9,86.0,16.8,86.0,1.0,40.0,1.0,1.0,42.0,18.0,2.0,60.0,0.0,7.884138884849533e-06,15.626979116644845,284509.07141897624,31.64271173814754,14258.855090199248,33878.619281334235,7725.61634255392,593.1965094147271,21760.804362498628,71481,470.0372503506262,707.8102880502096
見上愛,6,18307,9,129.0,-0.5,-0.2999999999999998,1.2,5.3,0.7,5.0,3.0,47.0,4.0,2.0,49.0,27.0,6.0,76.0,7.795973670808137e-08,0.0008242592450994127,10.591263230351347,200496.89022973544,22.154312660977556,26246.959460228834,62482.23540602404,14318.033105667037,1221.967270989534,40408.09811574989,131256,1384.9648004841642,2314.588816413085
